TIMESTAMP,MARV_OPEN_PRICE_USD,MARV_HIGH_PRICE_USD,MARV_LOW_PRICE_USD,MARV_CLOSE_PRICE_USD,MARV_VOLUME_USD,MARV_DIVIDENDS_USD,MARV_STOCK_SPLITS_USD
2024-05-31 00:00:00+00:00,,,,0.0,1523384,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,955947,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,576192,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,469965,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,457333,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,377209,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,185112,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,74740,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,78023,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,111939,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,122459,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,205514,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,327762,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,129306,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,42909,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,41003,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,105507,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,72759,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,70839,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,143053,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,39370,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,27067,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,33336,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,27691,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,50557,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,58971,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,22855,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,40272,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,33096,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,23618,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,61002,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,41479,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,47540,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,22147,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,22567,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,27367,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,23373,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,11426,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,15153,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,10877,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,18721,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,13164,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,11012,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,19999,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,7606,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,11803,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,6042,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,10805,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,19297,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,2824,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,21330,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,17620,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,3256,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,11768,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,48575,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,24291,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,35258,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,100333,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,29100,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,22464,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,15897,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,11004,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,13934,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,7966,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,11873,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,3249,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,11782,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,12157,0.0,0.0
