TIMESTAMP,POLYCUB_OPEN_PRICE_USD,POLYCUB_HIGH_PRICE_USD,POLYCUB_LOW_PRICE_USD,POLYCUB_CLOSE_PRICE_USD,POLYCUB_VOLUME_USD,POLYCUB_DIVIDENDS_USD,POLYCUB_STOCK_SPLITS_USD
2022-03-10 00:00:00+00:00,1.079103946685791,1.0935180187225342,0.8880860209465027,0.8911309838294983,93421,0.0,0.0
2022-03-11 00:00:00+00:00,0.8911340236663818,0.8911340236663818,0.6699740290641785,0.7921059727668762,88239,0.0,0.0
2022-03-12 00:00:00+00:00,0.7921090126037598,0.9557920098304749,0.7461439967155457,0.9043049812316895,84170,0.0,0.0
2022-03-13 00:00:00+00:00,0.9043840169906616,1.052454948425293,0.8764749765396118,1.0133099555969238,74275,0.0,0.0
2022-03-14 00:00:00+00:00,1.0132999420166016,1.0191689729690552,0.951449990272522,0.9698190093040466,81084,0.0,0.0
2022-03-15 00:00:00+00:00,0.9698100090026855,0.9770609736442566,0.8868330121040344,0.963578999042511,66692,0.0,0.0
2022-03-16 00:00:00+00:00,0.9635760188102722,1.2482999563217163,0.9357330203056335,1.2467859983444214,201373,0.0,0.0
2022-03-17 00:00:00+00:00,1.2467939853668213,1.2724779844284058,1.061000943183899,1.0645560026168823,217597,0.0,0.0
2022-03-18 00:00:00+00:00,1.0645389556884766,1.0908459424972534,0.8537039756774902,0.8998640179634094,86312,0.0,0.0
2022-03-19 00:00:00+00:00,0.8998439908027649,0.9590049982070923,0.8857340216636658,0.9194899797439575,89762,0.0,0.0
2022-03-20 00:00:00+00:00,0.9194949865341187,0.9260820150375366,0.7510319948196411,0.7511249780654907,133729,0.0,0.0
2022-03-21 00:00:00+00:00,0.751121997833252,0.7887160181999207,0.7356110215187073,0.7690420150756836,75564,0.0,0.0
2022-03-22 00:00:00+00:00,0.7690380215644836,0.7999320030212402,0.7205939888954163,0.7205979824066162,51686,0.0,0.0
2022-03-23 00:00:00+00:00,0.7205920219421387,0.7929850220680237,0.6999629735946655,0.7024850249290466,90989,0.0,0.0
2022-03-24 00:00:00+00:00,0.7024949789047241,0.7054679989814758,0.6410369873046875,0.6419879794120789,64108,0.0,0.0
2022-03-25 00:00:00+00:00,0.6419879794120789,0.6536750197410583,0.5951499938964844,0.6086729764938354,44787,0.0,0.0
2022-03-26 00:00:00+00:00,0.6086900234222412,0.6329309940338135,0.6056659817695618,0.6183620095252991,39285,0.0,0.0
2022-03-27 00:00:00+00:00,0.6183729767799377,0.6190119981765747,0.5491039752960205,0.5517870187759399,38648,0.0,0.0
2022-03-28 00:00:00+00:00,0.5517899990081787,0.5615040063858032,0.48780399560928345,0.4878149926662445,36154,0.0,0.0
2022-03-29 00:00:00+00:00,0.48779600858688354,0.5076730251312256,0.4714289903640747,0.4744040071964264,37756,0.0,0.0
2022-03-30 00:00:00+00:00,0.4744040071964264,0.47514399886131287,0.4079340100288391,0.4083850085735321,37267,0.0,0.0
2022-03-31 00:00:00+00:00,0.40838998556137085,0.4258500039577484,0.3865309953689575,0.4040209949016571,41705,0.0,0.0
2022-04-01 00:00:00+00:00,0.40404099225997925,0.40452900528907776,0.38133999705314636,0.38402000069618225,27644,0.0,0.0
2022-04-02 00:00:00+00:00,0.3840219974517822,0.3879219889640808,0.3265739977359772,0.33114099502563477,38670,0.0,0.0
2022-04-03 00:00:00+00:00,0.33113300800323486,0.34525999426841736,0.3297010064125061,0.3379040062427521,24314,0.0,0.0
2022-04-04 00:00:00+00:00,0.3379040062427521,0.3403719961643219,0.32405900955200195,0.328328013420105,7824,0.0,0.0
