TIMESTAMP,OKT_OPEN_PRICE_USD,OKT_HIGH_PRICE_USD,OKT_LOW_PRICE_USD,OKT_CLOSE_PRICE_USD,OKT_VOLUME_USD,OKT_DIVIDENDS_USD,OKT_STOCK_SPLITS_USD
2021-01-19 00:00:00+00:00,60.19303894042969,63.8123779296875,50.6297492980957,54.345436096191406,80853081,0.0,0.0
2021-01-20 00:00:00+00:00,54.24797821044922,64.8901138305664,51.55657196044922,62.18484878540039,48471236,0.0,0.0
2021-01-21 00:00:00+00:00,62.059226989746094,79.02519226074219,60.580535888671875,71.42195129394531,86886593,0.0,0.0
2021-01-22 00:00:00+00:00,71.59092712402344,86.7020034790039,61.88835144042969,66.54326629638672,95027640,0.0,0.0
2021-01-23 00:00:00+00:00,66.568359375,71.01237487792969,58.54208755493164,66.2523193359375,44767050,0.0,0.0
2021-01-24 00:00:00+00:00,66.2485122680664,68.75691986083984,64.09827423095703,64.68671417236328,35613439,0.0,0.0
2021-01-25 00:00:00+00:00,64.62605285644531,68.87139129638672,63.497406005859375,65.17353057861328,43115667,0.0,0.0
2021-01-26 00:00:00+00:00,65.29029846191406,66.08441162109375,47.07188034057617,50.29035568237305,79489376,0.0,0.0
2021-01-27 00:00:00+00:00,50.333126068115234,50.705928802490234,42.4144287109375,44.45406723022461,54490905,0.0,0.0
2021-01-28 00:00:00+00:00,44.382755279541016,49.36796951293945,43.78901672363281,46.826011657714844,26862401,0.0,0.0
2021-01-29 00:00:00+00:00,46.84214782714844,47.1351318359375,39.61204528808594,40.36236572265625,24960272,0.0,0.0
2021-01-30 00:00:00+00:00,40.29923629760742,43.83575439453125,38.06282043457031,38.067073822021484,19291968,0.0,0.0
2021-01-31 00:00:00+00:00,38.090240478515625,39.6429328918457,36.267372131347656,37.55363464355469,18947687,0.0,0.0
2021-02-01 00:00:00+00:00,37.57102966308594,40.25469970703125,35.152122497558594,35.63199234008789,18789586,0.0,0.0
2021-02-02 00:00:00+00:00,35.65814208984375,37.429542541503906,35.319786071777344,36.45008850097656,13685214,0.0,0.0
2021-02-03 00:00:00+00:00,36.47365188598633,39.19025802612305,36.301700592041016,37.11451721191406,15038469,0.0,0.0
2021-02-04 00:00:00+00:00,37.046688079833984,37.279151916503906,35.126651763916016,35.40066146850586,13059815,0.0,0.0
2021-02-05 00:00:00+00:00,35.45467758178711,41.86839294433594,35.275306701660156,40.85450744628906,24332380,0.0,0.0
2021-02-06 00:00:00+00:00,40.84808349609375,41.96134948730469,37.804229736328125,39.42934036254883,20330039,0.0,0.0
2021-02-07 00:00:00+00:00,39.43510055541992,40.850746154785156,34.39464569091797,35.071590423583984,18557080,0.0,0.0
2021-02-08 00:00:00+00:00,35.0749626159668,36.2280387878418,33.976112365722656,35.008209228515625,15960743,0.0,0.0
2021-02-09 00:00:00+00:00,35.04632568359375,43.70175552368164,34.70773696899414,43.24291229248047,27492606,0.0,0.0
2021-02-10 00:00:00+00:00,43.030574798583984,50.957725524902344,41.033599853515625,46.625701904296875,41092988,0.0,0.0
