TIMESTAMP,KAI32000_OPEN_PRICE_USD,KAI32000_HIGH_PRICE_USD,KAI32000_LOW_PRICE_USD,KAI32000_CLOSE_PRICE_USD,KAI32000_VOLUME_USD,KAI32000_DIVIDENDS_USD,KAI32000_STOCK_SPLITS_USD
2024-06-26 00:00:00+00:00,,,,0.0,1671188,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,1327322,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,1461846,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,1066086,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,847535,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,804032,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,820552,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,837328,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,540104,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,1155190,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,815648,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,767450,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,647248,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,910689,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,1181600,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,693558,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,598455,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,1823468,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,952464,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,952370,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,1048362,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,743162,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,527480,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,459448,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,374639,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,449199,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,441348,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,340802,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,496311,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,386788,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,422423,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,661918,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,394618,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,370275,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,410201,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,548758,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,422078,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,277961,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,228218,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,286854,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,301102,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,229814,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,208536,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,331805,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,129158,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,75934,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,43985,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,139311,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,254868,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,357065,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,203696,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,179722,0.0,0.0
