TIMESTAMP,CARBON_CLOSE_PRICE_USD,CARBON_OPEN_PRICE_USD,CARBON_HIGH_PRICE_USD,CARBON_LOW_PRICE_USD
2018-02-02,0.00021,0.0003282,0.0003282,0.0002
2018-02-03,0.0003237,0.00021,0.0003281,0.00021
2018-02-04,0.000241,0.0003237,0.000346,0.00024
2018-02-05,0.00024,0.000241,0.000344,0.000231
2018-02-06,0.00024,0.00024,0.00024,0.00024
2018-02-10,0.0002,0.000245,0.000245,0.0002
2018-02-11,0.0002448,0.0002,0.0002449,0.000174
2018-02-12,0.0002,0.0002448,0.0002448,0.0001751
2018-02-13,0.000215,0.0002,0.000215,0.0001761
2018-02-14,0.0002448,0.0002,0.0002448,0.0001778
2018-02-15,0.0002388,0.0002,0.0002448,0.0002
2018-02-16,0.0002119,0.0002388,0.0002448,0.00021
2018-02-17,0.0002448,0.0002119,0.0002448,0.0002119
2018-02-18,0.0002413,0.0002448,0.0002448,0.0002119
2018-02-19,0.0002448,0.0002413,0.0002448,0.0002169
2018-02-20,0.0002241,0.0002448,0.0002963,0.000217
2018-02-21,0.0001624,0.0002241,0.0002699,0.00015
2018-02-22,0.0001611,0.0001624,0.0002272,0.0001611
2018-02-23,0.0001701,0.0001611,0.00021,0.0001611
2018-02-24,0.0002097,0.0001701,0.0002097,0.0001701
2018-02-25,0.0001781,0.0002097,0.0002097,0.00017
2018-02-26,0.0002687,0.0001781,0.0002693,0.00017
2018-02-27,0.0002871,0.0002687,0.00029,0.0001906
2018-02-28,0.0002,0.0002871,0.0002871,0.0002
2018-03-01,0.000252,0.0002001,0.000252,0.0001912
2018-03-02,0.0002475,0.000252,0.0002712,0.0001778
2018-03-03,0.0002029,0.0002475,0.0002475,0.00018
2018-03-04,0.0001807,0.0002029,0.00024,0.0001807
2018-03-05,0.0002391,0.0001807,0.0002391,0.0001807
2018-03-06,0.00027,0.0002391,0.00027,0.000186
2018-03-07,0.0002659,0.00027,0.00027,0.0002005
2018-03-08,0.0002233,0.0002659,0.0002659,0.0001906
2018-03-09,0.00022,0.0002233,0.000266,0.0001611
2018-03-10,0.0001855,0.00022,0.0002412,0.0001728
2018-03-11,0.00019,0.0001855,0.0002,0.0001618
2018-03-12,0.000169,0.00019,0.000199,0.0001611
2018-03-13,0.0001875,0.0001693,0.0001875,0.0001611
2018-03-14,0.00016,0.0001875,0.0002,0.00016
2018-03-15,0.000174,0.00016,0.0001791,0.000145
2018-03-16,0.0001694,0.000174,0.0001776,0.0001694
2018-03-17,0.0001513,0.0001692,0.00018,0.00015
2018-03-18,0.0001097,0.0001513,0.0001514,0.0001097
2018-03-19,0.0001098,0.0001098,0.0001098,0.0001098
2018-03-20,0.0001402,0.0001098,0.0001699,0.0001098
2018-03-21,0.00015,0.0001402,0.0002,0.0001402
2018-03-22,0.0001411,0.00015,0.00017,0.0001343
2018-03-23,0.000151,0.0001411,0.0001599,0.0001326
2018-03-24,0.000141,0.000151,0.000151,0.000132
2018-03-25,0.0001334,0.000141,0.000153,0.0001273
2018-03-26,0.0001798,0.0001334,0.0001889,0.0001334
2018-03-27,0.0001788,0.0001798,0.0001798,0.000171
2018-03-28,0.0001721,0.0001788,0.0001788,0.000149
2018-03-29,0.000151,0.0001721,0.000178,0.000149
2018-03-30,0.0001503,0.000151,0.0001766,0.0001503
2018-03-31,0.0001499,0.00015,0.00015,0.0001275
2018-04-01,0.0001276,0.00015,0.00015,0.0001276
2018-04-02,0.000121,0.0001276,0.0001499,0.000121
2018-04-03,0.000149,0.000121,0.000149,0.000121
2018-04-04,0.000149,0.000149,0.000149,0.000121
2018-04-05,0.00012,0.000149,0.000149,0.00012
2018-04-06,0.0001417,0.00012,0.000149,0.00011
2018-04-07,0.0001417,0.0001417,0.0001417,0.0001417
2018-04-08,0.000142,0.000142,0.000142,0.00011
2018-04-09,0.0001138,0.000142,0.000142,0.0001138
2018-04-10,0.0001135,0.0001138,0.000142,0.0001135
2018-04-11,0.00011,0.0001135,0.0001135,0.00011
2018-04-12,0.0001118,0.00011,0.000142,0.00011
2018-04-13,0.000175,0.0001122,0.0001771,0.0001122
2018-04-14,0.000144,0.000175,0.0001789,0.000143
2018-04-15,0.0001649,0.000144,0.0001649,0.000144
2018-04-16,0.0001756,0.0001646,0.0002165,0.0001538
2018-04-17,0.0001688,0.0001756,0.0002048,0.0001477
2018-04-18,0.0001508,0.0001688,0.0001688,0.0001508
2018-04-19,0.0001475,0.0001508,0.0001866,0.0001475
2018-04-20,0.0001596,0.0001475,0.00016,0.0001358
2018-04-21,0.0001829,0.00016,0.0001829,0.0001371
2018-04-22,0.0001372,0.0001829,0.0001829,0.0001372
2018-04-23,0.0001383,0.0001372,0.0001383,0.0001372
2018-04-24,0.0001799,0.0001383,0.0001799,0.0001383
2018-04-25,0.0001386,0.0001385,0.0001798,0.0001385
2018-04-26,0.00012,0.0001385,0.00015,0.00012
2018-04-27,0.0001699,0.00012,0.0001703,0.00012
2018-04-28,0.0001401,0.0001699,0.0001699,0.00012
2018-04-29,0.00015,0.0001401,0.0001639,0.00012
2018-04-30,0.000149,0.00015,0.00015,0.00012
2018-05-01,0.00012,0.000149,0.000149,0.00012
2018-05-02,0.000121,0.00012,0.0001481,0.00012
2018-05-03,0.000135,0.000121,0.000135,0.00012
2018-05-04,0.00012,0.000135,0.00014,0.00012
2018-05-05,0.0001371,0.00012,0.0001385,0.00012
2018-05-06,0.0001344,0.00012,0.0001344,0.00012
2018-05-07,0.00013,0.00012,0.00013,0.00012
2018-05-08,0.000125,0.00013,0.00013,0.000125
2018-05-09,0.00012,0.000125,0.00013,0.00012
2018-05-10,0.0001096,0.00012,0.00012,0.0001096
2018-05-11,0.000103,0.0001096,0.0001096,0.000103
2018-05-12,0.00012,0.000103,0.00012,0.000103
2018-05-13,0.00014,0.00012,0.00014,0.00012
2018-05-14,0.00014,0.00014,0.00014,0.000104
2018-05-15,0.0001399,0.00014,0.00014,0.0001149
2018-05-16,0.0001399,0.0,0.0001399,0.0
2018-05-17,0.0001398,0.0001201,0.0001398,0.0001201
2018-05-18,0.0001398,0.0001398,0.0001398,0.0001398
2018-05-19,0.0001398,0.0001398,0.0001398,0.0001398
2018-05-20,0.0001216,0.00014,0.00014,0.0001215
2018-05-21,0.0001216,0.0001216,0.0001216,0.0001216
2018-05-22,0.0001216,0.0001216,0.0001482,0.0001216
2018-05-23,0.0001216,0.0001482,0.0001482,0.0001216
2018-05-24,0.0,0.0001216,0.0001216,0.0
2018-05-25,0.0001498,0.000103,0.0001498,0.000103
2018-05-26,0.000149,0.0001498,0.0001498,0.000149
2018-05-27,0.000149,0.000149,0.000149,0.000149
2018-05-28,0.000106,0.000106,0.000106,0.000106
2018-05-29,0.0001479,0.000106,0.0001479,0.000106
2018-05-30,0.0001477,0.0001477,0.0001477,0.0001477
2018-05-31,0.0001062,0.0001062,0.0001062,0.0001062
2018-06-01,0.0001063,0.0001062,0.0001449,0.0001062
2018-06-02,0.0001068,0.0001333,0.0001448,0.0001064
2018-06-03,0.000145,0.0001068,0.000145,0.0001068
2018-06-04,0.0001151,0.000145,0.000145,0.0001151
2018-06-05,0.000115,0.000145,0.000145,0.000115
2018-06-06,0.000115,0.000115,0.000115,0.000115
2018-06-07,0.00013,0.00013,0.0002317,0.0001073
2018-06-08,0.00012,0.00013,0.00013,0.00012
2018-06-09,0.0001,0.000125,0.000125,0.0001
2018-06-10,0.00011,0.0001,0.00011,0.0001
2018-06-11,0.0001,0.0001,0.0001,0.0001
2018-06-12,0.0001003,0.0001204,0.0001204,8.63e-05
2018-06-13,8.63e-05,0.0001003,0.0001003,8.63e-05
2018-06-14,8.63e-05,8.63e-05,8.63e-05,8.02e-05
2018-06-15,8e-05,8.02e-05,8.63e-05,8e-05
2018-06-16,8.13e-05,8e-05,8.13e-05,7.09e-05
2018-06-17,7.5e-05,8.13e-05,8.13e-05,7.5e-05
2018-06-18,8.63e-05,8.13e-05,8.63e-05,0.0
2018-06-19,7.56e-05,8.63e-05,8.63e-05,7.56e-05
2018-06-20,7.56e-05,7.56e-05,7.56e-05,7.56e-05
2018-06-21,7.56e-05,7.56e-05,7.56e-05,7.3e-05
2018-06-22,8.63e-05,6.8e-05,8.63e-05,6.8e-05
2018-06-23,7.1e-05,8.63e-05,8.63e-05,7.1e-05
2018-06-24,0.0,7.1e-05,7.1e-05,0.0
2018-06-25,0.0001073,7.1e-05,0.0001079,7.1e-05
2018-06-26,5e-05,0.0001073,0.0001078,5e-05
2018-06-27,8.99e-05,5e-05,8.99e-05,5e-05
2018-06-28,9.17e-05,8.99e-05,9.17e-05,8.99e-05
2018-06-29,6e-05,9.17e-05,9.17e-05,6e-05
2018-06-30,5e-05,7.9e-05,8e-05,5e-05
2018-07-01,8.65e-05,7.5e-05,8.73e-05,5.5e-05
2018-07-02,8.57e-05,8.65e-05,8.65e-05,8.57e-05
2018-07-03,8.43e-05,5.09e-05,8.46e-05,5.09e-05
2018-07-04,6.55e-05,8.43e-05,8.43e-05,6.55e-05
2018-07-05,8.76e-05,6.55e-05,8.76e-05,6.55e-05
2018-07-06,7.21e-05,8.76e-05,9.3e-05,7.21e-05
2018-07-07,0.0001285,7.21e-05,0.0001285,7.21e-05
2018-07-08,0.0001285,0.0001285,0.0001285,7.81e-05
2018-07-09,0.0001285,0.0001285,0.0001285,0.0001285
2018-07-10,0.0001179,0.0001285,0.0001285,7.59e-05
2018-07-11,0.0001058,0.0001179,0.0001179,6.72e-05
2018-07-12,0.0001039,0.0001058,0.0001058,6.72e-05
2018-07-13,0.0001016,0.0001039,0.0001039,6.74e-05
2018-07-14,0.0001016,0.0001016,0.0001016,0.0001016
2018-07-15,7.89e-05,9.64e-05,0.0001099,7.89e-05
2018-07-16,0.0001135,7.89e-05,0.0001135,5.56e-05
2018-07-17,0.0001133,0.0001135,0.0001135,7.14e-05
2018-07-18,0.0001288,0.0001133,0.0001288,7.9e-05
2018-07-19,0.00011,0.0001288,0.0001288,7.51e-05
2018-07-20,0.00011,0.00011,0.00011,7.03e-05
2018-07-21,8.22e-05,0.00011,0.00011,8.22e-05
2018-07-22,0.000121,8.22e-05,0.000121,8.22e-05
2018-07-23,8.51e-05,0.000121,0.0001295,8.51e-05
2018-07-24,8.51e-05,8.51e-05,8.51e-05,8.51e-05
2018-07-25,9.07e-05,9.09e-05,9.09e-05,9.07e-05
2018-07-26,9.14e-05,9.07e-05,0.0001295,9.07e-05
2018-07-27,0.0001212,9.14e-05,0.0001212,9.14e-05
2018-07-28,0.0001226,0.0001212,0.0001226,0.0001212
2018-07-29,0.0001008,0.0001226,0.0001226,0.0001008
2018-07-30,0.0001008,0.0001008,0.0001008,0.0001008
2018-07-31,8.5e-05,9.2e-05,9.2e-05,7.01e-05
2018-08-01,7.93e-05,8.5e-05,8.5e-05,7.93e-05
2018-08-02,7.9e-05,7.93e-05,7.93e-05,7.9e-05
2018-08-03,7.9e-05,7.9e-05,7.9e-05,7.9e-05
2018-08-04,7.4e-05,7.4e-05,7.4e-05,7.4e-05
2018-08-05,7.4e-05,7.4e-05,7.4e-05,7.4e-05
2018-08-07,6.9e-05,6.42e-05,6.9e-05,6.42e-05
2018-08-08,6.9e-05,6.9e-05,6.9e-05,6.9e-05
2018-08-09,7.01e-05,6.99e-05,7.01e-05,6.42e-05
2018-08-10,6.35e-05,7.01e-05,7.01e-05,6.35e-05
2018-08-11,5.06e-05,6.35e-05,7.01e-05,5.06e-05
2018-08-12,5.8e-05,5.06e-05,7.01e-05,5.06e-05
2018-08-13,6.67e-05,5.8e-05,6.67e-05,5.06e-05
2018-08-14,4.8e-05,6.67e-05,6.67e-05,4.7e-05
2018-08-15,4.8e-05,4.8e-05,4.8e-05,4.8e-05
2018-08-17,4.8e-05,4.8e-05,4.8e-05,4.8e-05
2018-08-18,4.8e-05,4.8e-05,4.8e-05,4.8e-05
2018-08-19,6.48e-05,5.5e-05,6.48e-05,5.5e-05
2018-08-20,5.31e-05,6.48e-05,6.48e-05,5.31e-05
2018-08-21,5e-05,5.31e-05,5.31e-05,5e-05
2018-08-22,6.48e-05,5e-05,6.48e-05,4.8e-05
2018-08-23,6.48e-05,6.48e-05,6.48e-05,6.48e-05
2018-08-24,6.56e-05,6.48e-05,6.67e-05,6.48e-05
2018-08-25,5.7e-05,6.56e-05,6.56e-05,5.7e-05
2018-08-26,5.6e-05,5.7e-05,5.7e-05,5.6e-05
2018-08-27,5.67e-05,5.6e-05,5.67e-05,5.6e-05
2018-08-28,7.93e-05,5.67e-05,7.93e-05,5.67e-05
2018-08-29,8.5e-05,7.93e-05,8.5e-05,7.37e-05
