TIMESTAMP,SBBTC_OPEN_PRICE_USD,SBBTC_HIGH_PRICE_USD,SBBTC_LOW_PRICE_USD,SBBTC_CLOSE_PRICE_USD,SBBTC_VOLUME_USD,SBBTC_DIVIDENDS_USD,SBBTC_STOCK_SPLITS_USD
2025-03-14 00:00:00+00:00,0.0015979999443516135,0.0015979999443516135,0.0015950000379234552,0.001597000053152442,2899,0.0,0.0
2025-03-15 00:00:00+00:00,0.001597000053152442,0.0015979999443516135,0.0015820000553503633,0.0015849999617785215,2898,0.0,0.0
2025-03-16 00:00:00+00:00,0.0015849999617785215,0.001598999951966107,0.0015849999617785215,0.001598999951966107,2898,0.0,0.0
2025-03-17 00:00:00+00:00,0.001598999951966107,0.001598999951966107,0.001585999969393015,0.0015879999846220016,2898,0.0,0.0
2025-03-18 00:00:00+00:00,0.0015879999846220016,0.0015999999595806003,0.0015879999846220016,0.0015999999595806003,2898,0.0,0.0
2025-03-19 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,2899,0.0,0.0
2025-03-20 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.001598999951966107,0.001598999951966107,2897,0.0,0.0
2025-03-21 00:00:00+00:00,0.001598999951966107,0.0015999999595806003,0.001597000053152442,0.001597000053152442,2897,0.0,0.0
2025-03-22 00:00:00+00:00,0.001597000053152442,0.0015999999595806003,0.001597000053152442,0.001597000053152442,2898,0.0,0.0
2025-03-23 00:00:00+00:00,0.001597000053152442,0.0015999999595806003,0.001597000053152442,0.0015999999595806003,2898,0.0,0.0
2025-03-24 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,89746,0.0,0.0
2025-03-25 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,1912591,0.0,0.0
2025-03-26 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,708755,0.0,0.0
2025-03-27 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,1029901,0.0,0.0
2025-03-28 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,816965,0.0,0.0
2025-03-29 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,1244072,0.0,0.0
2025-03-30 00:00:00+00:00,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,0.0015999999595806003,839563,0.0,0.0
2025-03-31 00:00:00+00:00,0.0015999999595806003,38.50411605834961,0.0015999999595806003,38.48460388183594,1224215,0.0,0.0
2025-04-01 00:00:00+00:00,38.48460388183594,39.237125396728516,37.20863723754883,37.22273635864258,139118,0.0,0.0
