TIMESTAMP,LESTER35317_OPEN_PRICE_USD,LESTER35317_HIGH_PRICE_USD,LESTER35317_LOW_PRICE_USD,LESTER35317_CLOSE_PRICE_USD,LESTER35317_VOLUME_USD,LESTER35317_DIVIDENDS_USD,LESTER35317_STOCK_SPLITS_USD
2025-04-19 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.5999999959603883e-05,517,0.0,0.0
2025-04-23 00:00:00+00:00,1.5999999959603883e-05,2.2000000171829015e-05,1.5999999959603883e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,1.8000000636675395e-05,3.199999991920777e-05,1.8000000636675395e-05,2.9999999242136255e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,2.9999999242136255e-05,0.00018699999782256782,2.9000000722589903e-05,0.00018600000475998968,36626,0.0,0.0
2025-04-27 00:00:00+00:00,0.00018600000475998968,0.0004689999914262444,0.00016900000628083944,0.000295000005280599,160475,0.0,0.0
2025-04-28 00:00:00+00:00,0.000295000005280599,0.000299000006634742,0.00018699999782256782,0.0002899999963119626,89305,0.0,0.0
2025-04-29 00:00:00+00:00,0.0002899999963119626,0.00037299998803064227,0.0001990000018849969,0.00021399999968707561,72571,0.0,0.0
2025-04-30 00:00:00+00:00,0.00021399999968707561,0.0002680000034160912,0.00013699999544769526,0.0002589999930933118,38190,0.0,0.0
2025-05-01 00:00:00+00:00,0.0002589999930933118,0.00041599999531172216,0.0002280000044265762,0.0002500000118743628,77206,0.0,0.0
2025-05-02 00:00:00+00:00,0.0002500000118743628,0.0003650000144261867,0.00024399999529123306,0.0002809999859891832,33365,0.0,0.0
2025-05-03 00:00:00+00:00,0.0002809999859891832,0.0002809999859891832,0.00022600000374950469,0.00024399999529123306,28832,0.0,0.0
2025-05-04 00:00:00+00:00,0.00024399999529123306,0.0002469999890308827,0.00021399999968707561,0.00021899999410379678,9284,0.0,0.0
2025-05-05 00:00:00+00:00,0.00021899999410379678,0.0002809999859891832,0.00021499999274965376,0.0002410000015515834,12519,0.0,0.0
2025-05-06 00:00:00+00:00,0.0002410000015515834,0.0002410000015515834,0.0001539999939268455,0.0002010000025620684,24573,0.0,0.0
2025-05-07 00:00:00+00:00,0.0002010000025620684,0.00021100000594742596,0.00014400000509340316,0.00016799999866634607,22733,0.0,0.0
2025-05-08 00:00:00+00:00,0.00016799999866634607,0.000577000027988106,0.00014800000644754618,0.000577000027988106,153130,0.0,0.0
2025-05-09 00:00:00+00:00,0.000577000027988106,0.0008149999775923789,0.00039400000241585076,0.000493000028654933,232556,0.0,0.0
2025-05-10 00:00:00+00:00,0.000493000028654933,0.0006539999740198255,0.00042299999040551484,0.0005419999943114817,79211,0.0,0.0
2025-05-11 00:00:00+00:00,0.0005419999943114817,0.0005660000024363399,0.0004400000034365803,0.0005230000242590904,52421,0.0,0.0
2025-05-12 00:00:00+00:00,0.0005230000242590904,0.000965000013820827,0.0005230000242590904,0.0007539999787695706,221754,0.0,0.0
2025-05-13 00:00:00+00:00,0.0007539999787695706,0.0008099999977275729,0.0006459999713115394,0.000707999977748841,75265,0.0,0.0
2025-05-14 00:00:00+00:00,0.000707999977748841,0.000707999977748841,0.0005619999719783664,0.0005729999975301325,34921,0.0,0.0
2025-05-15 00:00:00+00:00,0.0005729999975301325,0.0005799999926239252,0.00046999999904073775,0.0005619999719783664,36782,0.0,0.0
2025-05-16 00:00:00+00:00,0.0005619999719783664,0.0005660000024363399,0.0005070000188425183,0.0005070000188425183,12648,0.0,0.0
2025-05-17 00:00:00+00:00,0.0005070000188425183,0.0005089999758638442,0.00040099999750964344,0.00043200000072829425,14924,0.0,0.0
2025-05-18 00:00:00+00:00,0.00043200000072829425,0.0005830000154674053,0.0004290000069886446,0.0004889999981969595,23045,0.0,0.0
2025-05-19 00:00:00+00:00,0.0004889999981969595,0.0005130000063218176,0.00041700000292621553,0.0004299999854993075,18734,0.0,0.0
2025-05-20 00:00:00+00:00,0.0004299999854993075,0.00045900000259280205,0.00039599998854100704,0.0004140000091865659,11110,0.0,0.0
2025-05-21 00:00:00+00:00,0.0004140000091865659,0.00045399999362416565,0.0004140000091865659,0.0004180000105407089,6969,0.0,0.0
2025-05-22 00:00:00+00:00,0.0004180000105407089,0.00042600001324899495,0.00028199999360367656,0.00039900001138448715,57289,0.0,0.0
2025-05-23 00:00:00+00:00,0.00039900001138448715,0.00041000000783242285,0.0003239999932702631,0.0003239999932702631,24063,0.0,0.0
2025-05-24 00:00:00+00:00,0.0003239999932702631,0.0003389999910723418,0.0003220000071451068,0.0003380000125616789,7286,0.0,0.0
2025-05-25 00:00:00+00:00,0.0003380000125616789,0.0003380000125616789,0.00026599998818710446,0.0003129999968223274,21626,0.0,0.0
2025-05-26 00:00:00+00:00,0.0003129999968223274,0.00036800000816583633,0.00030399998649954796,0.00031599999056197703,15943,0.0,0.0
2025-05-27 00:00:00+00:00,0.00031599999056197703,0.0003980000037699938,0.000311999989207834,0.00037900000461377203,15935,0.0,0.0
2025-05-28 00:00:00+00:00,0.00037900000461377203,0.0003809999907389283,0.00033099998836405575,0.0003380000125616789,5068,0.0,0.0
2025-05-29 00:00:00+00:00,0.0003380000125616789,0.0003499999875202775,0.00028899998869746923,0.00029399999766610563,8100,0.0,0.0
2025-05-30 00:00:00+00:00,0.00029399999766610563,0.000295000005280599,0.0002410000015515834,0.00024300000222865492,8627,0.0,0.0
2025-05-31 00:00:00+00:00,0.00024300000222865492,0.0002809999859891832,0.0002209999947808683,0.0002739999908953905,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.0002742062206380069,0.0002840594097506255,0.0002530758793000132,0.0002814575855154544,3161,0.0,0.0
