,LTC
EDRC,3.49865901840449e-20
USDT,1.7453270854403446e-16
PUT,2.6238294748405526e-14
DCY,4.189638868699703e-09
KOBO,1.2671320814742982e-08
VEC2,3.972100654696542e-07
XEM,4.922610267481427e-07
UNIT,1.3892235855330769e-06
XMS,1.6208931158955535e-06
BLU,2.4784272238240953e-06
FRC,3.0751961760449685e-06
NOBL,4.9014819705544085e-06
LTCR,4.957259650252835e-06
IBANK,8.043794987721951e-06
FRN,1.498632496036748e-05
ICON,2.351963893895795e-05
VLT,2.6106686155081298e-05
RRT,2.7721731982380194e-05
MONA,3.91990141216549e-05
QBC,4.590792241817681e-05
XTO,0.00013080776711755
C2,0.00013738886752345
SWING,0.00025718821379735
DEM,0.0004005388896764
BERN,0.00041889585842915
BTC,0.00057209726258265
TRST,0.00066694883358875
ADC,0.00068713350389395
DOGE,0.00090867062260335
SPR,0.0009345545688117501
WBB,0.0010035162102640998
POST,0.0013976635111531501
BITS,0.00149947910506975
BCDN,0.0017442993599638
DIME,0.00305163973555715
SC,0.0038033613917803502
ALIAS,0.00443705608581435
ANT,0.00565410195330445
CREVA,0.0069161583319002
GRS,0.00720069208897465
SIGNA,0.00728053763263415
SKULL,0.00882509538629395
DCT,0.0089969661208092
PXI,0.0118134100586439
ACES,0.012275178777257749
EUC,0.0126378629306068
TECH,0.013051682564066
ENT,0.014735101067225
PHR,0.01533311060744065
ZET,0.0155143140239215
OPAL,0.0187693810346532
SWIFT,0.01949432676661475
PTOY,0.01998381644261045
WAVES,0.02216916171380425
DASH,0.02449929499764955
CAB,0.02490115064308605
WGR,0.025503492844856653
HVCO,0.0261081686731673
ETC,0.027084324191040947
IOTA,0.02876776804604675
RBT,0.02933147193178625
TAJ,0.0318728491248097
SKR,0.03218416558256075
HBD,0.0328516714462981
LBC,0.0329457426699892
ZUR,0.03320853582648435
OZO,0.0338549620023575
NXT,0.0381206409388238
ARGUS,0.0384158011345561
KIN,0.0424744770363819
START,0.044122174811456305
BTB,0.04468345765260935
NMC,0.04656493266776015
MOTO,0.0535860753386829
STEEM,0.05662554504160555
XLM,0.0578445685032933
EVIL,0.06400236545603614
VTC,0.0654597664973047
CJ,0.07358823323354395
XBC,0.0736334206906695
RLC,0.07745298043756346
XMR,0.07996934477831595
LOOK,0.0810629006072428
DCR,0.0931942251304634
PIVX,0.0949347363017786
DGB,0.09749959775180775
EFL,0.10089024115182571
XPX,0.10982621894532396
MST,0.11073032646521361
MAID,0.11142975163995736
QTUM,0.11295437728384944
GNO,0.12209816784765734
GBYTE,0.12486245121557885
NEWB,0.13662790447709616
CSC,0.13740416567371283
MAY,0.139114514233821
ZEN,0.1447723574359939
SYS,0.14480141447042988
KMD,0.145717060083461
AV,0.15275965950621656
BCN,0.1550428772361948
AMBER,0.16000211167303574
AE,0.16770221558291376
WC,0.16922458253120565
ZYD,0.18683452235233075
CYT,0.1876362157724697
ZEC,0.18925748881200666
ADZ,0.1958755158120291
CARBON,0.19791954006803408
TAB,0.1995901419584979
2GIVE,0.20484739261374624
LDOGE,0.210762374718486
WYZ,0.222042478912269
GAS,0.22302033813491873
PXC,0.22334402562316397
NAV,0.2234212770265179
ZENI,0.22558771367026786
BAT,0.2268169626386436
JLP,0.22956046832230795
XHI,0.2300178810060399
NXS,0.2339272202576044
ZOOM,0.24580355394647954
XPM,0.2548914162581009
BOLI,0.2564970156276481
ILC,0.26656150686482855
SWT,0.26682860349780635
LUNC,0.2789117516408022
IRL,0.28167052458360997
EQB,0.28654673106197515
VAL,0.29532438102517594
SXC,0.3258578827297486
CLUB,0.32736890877599695
PKB,0.3296776368032215
MCN,0.3434624512056233
XPY,0.343562822017549
WDC,0.3927691332242143
CANN,0.39660543527924896
XDN,0.4095391749178465
PZM,0.41154072634443073
KURT,0.4185888175480345
BTS,0.42827438171434085
LSK,0.4289046915723804
SANDG,0.44487399351324575
ARK,0.4689494277109176
ICOB,0.47825602245790777
ETH,0.4847556304021293
BTCS,0.49091202472600287
LAMB,0.49464133475696004
XRP,0.5094175969286228
LMC,0.5099906790502939
CLAM,0.5218988043966379
IMS,0.5356969877647857
CNT,0.5367950010922224
ACOIN,0.5389062284381132
GLC,0.544952695742975
SILK,0.562281420345417
PAK,0.5653131510413489
COOL,0.581845733080728
FTC,0.5854155656565414
BLAZR,0.5872084488588842
CF,0.5890223760314753
QTZ,0.5924523241598643
SNRG,0.5950784660233706
AMS,0.61020012251327
WINGS,0.6366233293182756
NETKO,0.6393712224941714
ZCL,0.6470584100490504
PLU,0.664307803955939
NVC,0.6671793886094752
CRW,0.6696541391237085
PIE,0.6839718852550921
VIDZ,0.6939891758131317
TES,0.6980707058774838
AXIOM,0.7073491822129798
FOREX,0.7148724280313313
BLK,0.7197170386532348
XBY,0.7222303633711917
XPTX,0.7359201519801699
HBN,0.7646445726357443
XQN,0.7697939302336634
MNTC,0.7813931901260316
SHND,0.7969525264181916
LOG,0.803647682719985
DGC,0.80392000512501
XWC,0.8127523016347182
LANA,0.8144893703722887
LUN,0.8330636131612107
CKC,0.8436743081408937
RBY,0.8441186040243627
NEVA,0.8483623106552411
SLS,0.8698730792364473
RBIES,0.8751453658976407
AGRS,0.8764942482159557
POT,0.9023005803897322
IFC,0.9030834901053955
SIB,0.9075050555861899
PPC,0.9154413778032463
IXC,0.918337080755632
NYC,0.9229717848860763
ZER,0.9251974480303876
RDD,0.92600307117552
PASC,0.9287504161892441
OK,0.9341262379416773
XCP,0.9476250822831818
HMQ,0.9521581383188682
VERI,0.9548881262084858
HUSH,0.9556496997800596
HNC,0.9564760680263982
XST,0.9583474727366198
FIRO,0.965748038223346
CETI,0.9716977301691192
CLOAK,0.9807382104472195
BRIT,0.9837290478976276
BS,0.9911803461517539
BTA,0.9956060498466919
BSTY,0.9986788825708555
INF,0.9991975302162937
BIS,0.999322945487197
SONG,0.9994811468088887
42,0.9995851596842671
GCC,0.9999414186551066
