,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,6,250,0.15,1,84.00378104175815,0.01
1,6,250,0.3,1,84.01551843646307,0.01
2,6,250,0.25,1,84.01613936785446,0.01
3,6,250,0.2,1,84.01706962138717,0.01
4,12,750,0.3,1,84.03026375011493,0.01
5,12,750,0.25,1,84.03338205702445,0.01
6,7,250,0.3,1,84.0382116049572,0.01
7,10,500,0.3,1,84.03961684698068,0.01
8,8,250,0.3,1,84.04148363919346,0.01
9,9,250,0.3,1,84.0458858967279,0.01
10,7,250,0.25,1,84.04880696689845,0.01
11,10,500,0.25,1,84.04991761875328,0.01
12,12,500,0.3,1,84.05291386029221,0.01
13,8,250,0.25,1,84.05302237236464,0.01
14,9,500,0.3,1,84.05447319987304,0.01
15,11,500,0.3,1,84.05763739236055,0.01
16,12,750,0.2,1,84.05927047561298,0.01
17,9,250,0.25,1,84.05946608556906,0.01
18,12,500,0.25,1,84.06697597523991,0.01
19,7,250,0.2,1,84.0685433780651,0.01
20,10,500,0.2,1,84.06941769236747,0.01
21,9,500,0.25,1,84.07103391936741,0.01
22,11,500,0.25,1,84.07182558829635,0.01
23,8,250,0.2,1,84.07423031995863,0.01
24,9,250,0.2,1,84.08451916197887,0.01
25,12,500,0.2,1,84.09221625728263,0.01
26,9,500,0.2,1,84.0985511692206,0.01
27,11,500,0.2,1,84.09917172008728,0.01
28,7,250,0.15,1,84.11262195645463,0.01
29,8,250,0.15,1,84.12126995730347,0.01
30,9,250,0.15,1,84.13942011510838,0.01
31,12,500,0.15,1,84.14310278017656,0.01
32,11,500,0.15,1,84.14666964487893,0.01
33,10,500,0.15,1,84.1598027045937,0.01
34,9,500,0.15,1,84.21134186232396,0.01
35,7,250,0.1,1,84.22210749414864,0.01
36,8,250,0.1,1,84.27160185510233,0.01
37,9,250,0.1,1,84.30325228874122,0.01
38,12,500,0.1,1,84.34104775391042,0.01
39,10,750,0.3,1,84.38229248436265,0.01
40,11,500,0.1,1,84.48964319894009,0.01
41,8,250,0.05,1,85.17375407888115,0.01
42,9,250,0.05,1,85.35061728363135,0.01
43,14,500,0.3,1,85.49245068566091,0.01
44,14,750,0.3,1,85.61118042223627,0.01
45,15,750,0.3,1,85.71280936626368,0.01
46,14,750,0.25,1,85.79233112660363,0.01
47,7,250,0.05,1,85.80882275070009,0.01
48,13,250,0.3,1,85.84836965010285,0.01
49,14,500,0.25,1,86.1864275411768,0.01
50,15,500,0.3,1,86.24024480884249,0.01
51,15,750,0.25,1,86.54316875041602,0.01
52,13,250,0.25,1,86.5632953721183,0.01
53,11,750,0.3,1,86.69013191552777,0.01
54,12,1000,0.3,1,86.71938302226756,0.01
55,12,250,0.3,1,87.10059286263031,0.01
56,14,750,0.2,1,87.22267589712285,0.01
57,11,500,0.05,1,87.3320354059302,0.01
58,15,500,0.25,1,87.49392136344322,0.01
59,14,500,0.2,1,87.53928358430416,0.01
60,13,250,0.2,1,87.83428348075621,0.01
61,13,750,0.2,1,87.87585424583526,0.01
62,15,750,0.2,1,88.03926319827077,0.01
63,14,1000,0.3,1,88.15541682673245,0.01
64,10,500,0.1,1,88.27867567000989,0.01
65,12,250,0.25,1,88.45118084355077,0.01
66,13,1000,0.3,1,88.49394733178701,0.01
67,10,250,0.3,1,88.93432772703675,0.01
68,13,500,0.3,1,88.94865314379574,0.01
69,13,500,0.25,1,89.15431612841921,0.01
70,13,500,0.2,1,89.28481471143226,0.01
71,15,500,0.2,1,90.25053299588268,0.01
72,15,750,0.15,1,90.33095567097992,0.01
73,13,250,0.15,1,90.52779278249956,0.01
74,13,500,0.15,1,90.58559174761463,0.01
75,15,1000,0.3,1,90.66946217890536,0.01
76,14,500,0.15,1,90.74467240480723,0.01
77,12,250,0.2,1,90.91656945635371,0.01
78,10,250,0.25,1,91.21464820585967,0.01
79,13,750,0.25,1,92.0828647357077,0.01
80,10,250,0.2,1,95.4084447069655,0.01
81,15,1000,0.25,1,95.63163560284156,0.01
82,12,250,0.15,1,96.11593210934173,0.01
83,14,250,0.3,1,96.89490661372164,0.01
84,13,500,0.1,1,97.8329589761599,0.01
85,15,500,0.15,1,98.4793290732553,0.01
86,13,250,0.1,1,98.56415207135477,0.01
87,15,1250,0.3,1,99.9910441180986,0.01
88,13,750,0.3,1,100.5137149192249,0.01
89,14,1000,0.2,1,101.60189772472201,0.01
90,14,500,0.1,1,101.67658251113102,0.01
91,10,250,0.15,1,104.26399363405733,0.01
92,15,250,0.3,1,104.28827651195938,0.01
93,14,250,0.25,1,105.44283556527246,0.01
94,15,750,0.1,1,105.97486321874895,0.01
95,15,250,0.25,1,108.98014997228834,0.01
96,12,250,0.1,1,110.3153206844552,0.01
97,15,1250,0.25,1,112.57398821823168,0.01
98,15,250,0.2,1,114.63242188676121,0.01
99,15,1000,0.2,1,115.30343369544927,0.01
100,14,250,0.2,1,120.16783664507896,0.01
101,15,250,0.15,1,123.41038412319148,0.01
102,14,750,0.1,1,124.84219996919586,0.01
103,10,250,0.1,1,127.56508158325835,0.01
104,13,750,0.1,1,127.8431664593141,0.01
105,13,750,0.15,1,129.60917240454154,0.01
106,11,250,0.3,1,134.0585139042777,0.01
107,12,500,0.05,1,138.13236769958885,0.01
108,11,250,0.25,1,141.35635961141745,0.01
109,14,250,0.15,1,141.3631104589356,0.01
110,15,250,0.1,1,143.75444655675523,0.01
111,15,500,0.1,1,146.07066554462267,0.01
112,13,250,0.05,1,147.04167697529925,0.01
113,11,250,0.2,1,148.61597937397104,0.01
114,13,500,0.05,1,157.15603874111306,0.01
115,11,250,0.15,1,158.25213716803805,0.01
116,13,1000,0.25,1,158.76161242104902,0.01
117,12,750,0.15,1,161.07622411217912,0.01
118,10,750,0.25,1,164.51151821485854,0.01
119,14,250,0.1,1,169.90107243801333,0.01
120,12,250,0.05,1,174.62475945404674,0.01
121,6,250,0.1,1,176.3874344139271,0.01
