TIMESTAMP,PEPEG_OPEN_PRICE_USD,PEPEG_HIGH_PRICE_USD,PEPEG_LOW_PRICE_USD,PEPEG_CLOSE_PRICE_USD,PEPEG_VOLUME_USD,PEPEG_DIVIDENDS_USD,PEPEG_STOCK_SPLITS_USD
2023-04-20 00:00:00+00:00,,,,0.0,2253564,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,307151,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,190683,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,120021,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,70396,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,43959,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,26650,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,9899,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,18785,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,297856,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,611870,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,350564,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,232623,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,279854,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,133366,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,265179,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,1193422,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,380049,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,149855,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,122953,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,46828,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,89777,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,55733,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,16072,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,24330,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,35376,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,3921,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,6681,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,10076,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1999,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,25620,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,988,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,7832,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,10469,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,5695,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,8627,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1107,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,2076,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,504,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,1764,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,4168,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,2521,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,2329,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1456,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,431,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,2568,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,768,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,313,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,340,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,3055,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1296,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,63,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,204,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,156,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,540,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,6614,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,9587,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1346,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,4473,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,4786,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2820,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,2278,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,15335,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,5975,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,3709,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,3267,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,845,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,5895,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,9101,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,3760,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,332,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,6042,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,11295,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,789,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,468,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,3304,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,2945,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1058,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,2255,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,718,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1322,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,2680,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,2581,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,1645,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,3891,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,3485,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,109,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1287,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,3354,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1374,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,3002,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,889,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,682,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,3121,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,408,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,815,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,244,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,173,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,935,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,3453,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,978,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,452,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1224,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,890,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,3042,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,199,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,403,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1783,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,132,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,905,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,114,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,311,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,1340,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,76,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,819,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,177,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,717,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,53,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,172,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,1271,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,344,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,744,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,487,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,374,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,844,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,111,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,174,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,1518,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,856,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,430,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,702,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,2491,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,143,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,53,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-09-19 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-09-20 00:00:00+00:00,,,,0.0,542,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,721,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,1447,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,218,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,526,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,1714,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,1444,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,103,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,345,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,1269,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,125,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,104,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,101,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,413,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,93,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,108,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,138,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-10-22 00:00:00+00:00,,,,0.0,55,0.0,0.0
2023-10-23 00:00:00+00:00,,,,0.0,252,0.0,0.0
2023-10-24 00:00:00+00:00,,,,0.0,183,0.0,0.0
2023-10-25 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,156,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,364,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,155,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,148,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,200,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,234,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,342,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,153,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,117,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,136,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,126,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,628,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,528,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,1258,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,378,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,1035,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,71,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,542,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,942,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,774,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,449,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,844,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,1110,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,6343,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,1905,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,120,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,118,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,1239,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,20,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,475,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,157,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,338,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,2812,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,126,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,33,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,1552,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,370,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,674,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,796,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,144,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,945,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,2450,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,1719,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,4494,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,1179,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,935,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,927,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,282,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,490,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,3847,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,497,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,471,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,70,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,2741,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,53,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,6067,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,10240,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,1185,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,665,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,548,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,86,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,12695,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,3060,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,854,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,587,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,3724,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,5131,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,4386,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,904,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,1720,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,2023,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,1051,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,5414,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,3435,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,880,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1354,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,329,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,2643,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,75,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,800,0.0,0.0
