TIMESTAMP,MOM34741_OPEN_PRICE_USD,MOM34741_HIGH_PRICE_USD,MOM34741_LOW_PRICE_USD,MOM34741_CLOSE_PRICE_USD,MOM34741_VOLUME_USD,MOM34741_DIVIDENDS_USD,MOM34741_STOCK_SPLITS_USD
2025-02-10 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.899999865097925e-05,3.9999998989515007e-05,276,0.0,0.0
2025-02-11 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.899999865097925e-05,3.899999865097925e-05,123,0.0,0.0
2025-02-12 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.7999998312443495e-05,3.7999998312443495e-05,132,0.0,0.0
2025-02-13 00:00:00+00:00,3.7999998312443495e-05,5.0999999075429514e-05,3.7000001611886546e-05,3.7000001611886546e-05,7533,0.0,0.0
2025-02-14 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,3.7000001611886546e-05,3.7999998312443495e-05,657,0.0,0.0
2025-02-15 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.7000001611886546e-05,3.7000001611886546e-05,516,0.0,0.0
2025-02-16 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,3.7000001611886546e-05,192,0.0,0.0
2025-02-17 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.400000059627928e-05,3.400000059627928e-05,75,0.0,0.0
2025-02-18 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,35,0.0,0.0
2025-02-19 00:00:00+00:00,3.199999991920777e-05,3.400000059627928e-05,3.199999991920777e-05,3.400000059627928e-05,20,0.0,0.0
2025-02-20 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.300000025774352e-05,3.400000059627928e-05,351,0.0,0.0
2025-02-21 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.300000025774352e-05,3.300000025774352e-05,63,0.0,0.0
2025-02-22 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,2,0.0,0.0
2025-02-23 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,118,0.0,0.0
2025-02-24 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.8000000384054147e-05,2.8000000384054147e-05,3,0.0,0.0
2025-02-25 00:00:00+00:00,2.8000000384054147e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.5999999706982635e-05,1658,0.0,0.0
2025-02-26 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,45,0.0,0.0
2025-02-27 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.499999936844688e-05,2.5999999706982635e-05,241,0.0,0.0
2025-02-28 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.4000000848900527e-05,2.8000000384054147e-05,33,0.0,0.0
2025-03-01 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,58,0.0,0.0
2025-03-02 00:00:00+00:00,2.5999999706982635e-05,3.600000127335079e-05,2.5999999706982635e-05,3.600000127335079e-05,759,0.0,0.0
2025-03-03 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.700000004551839e-05,2.700000004551839e-05,633,0.0,0.0
2025-03-04 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-03-05 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-03-06 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.700000004551839e-05,0,0.0,0.0
2025-03-07 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2025-03-08 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,0,0.0,0.0
2025-03-09 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-03-10 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-03-11 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-12 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,0,0.0,0.0
2025-03-13 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-14 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.499999936844688e-05,11,0.0,0.0
2025-03-15 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,7,0.0,0.0
2025-03-16 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-17 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,0,0.0,0.0
2025-03-18 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-19 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-20 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,0,0.0,0.0
2025-03-21 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-22 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.4000000848900527e-05,0,0.0,0.0
2025-03-23 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.499999936844688e-05,0,0.0,0.0
2025-03-24 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.499999936844688e-05,2.5999999706982635e-05,0,0.0,0.0
2025-03-25 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,0,0.0,0.0
2025-03-26 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.4000000848900527e-05,0,0.0,0.0
2025-03-27 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.499999936844688e-05,5,0.0,0.0
2025-03-28 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,0,0.0,0.0
2025-03-29 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-03-30 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
2025-03-31 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,0,0.0,0.0
