TIMESTAMP,MAHA_OPEN_PRICE_USD,MAHA_HIGH_PRICE_USD,MAHA_LOW_PRICE_USD,MAHA_CLOSE_PRICE_USD,MAHA_VOLUME_USD,MAHA_DIVIDENDS_USD,MAHA_STOCK_SPLITS_USD
2020-12-17 00:00:00+00:00,2.117525100708008,2.871953010559082,1.8528939485549927,2.217487096786499,4186029,0.0,0.0
2020-12-18 00:00:00+00:00,2.2174479961395264,4.391679763793945,2.1988189220428467,3.525624990463257,4614828,0.0,0.0
2020-12-19 00:00:00+00:00,3.525676965713501,5.747629165649414,3.4539880752563477,4.713965892791748,3800310,0.0,0.0
2020-12-20 00:00:00+00:00,4.71401309967041,13.04271125793457,3.7451040744781494,11.113283157348633,13199495,0.0,0.0
2020-12-21 00:00:00+00:00,11.113308906555176,18.000974655151367,9.885499000549316,13.170655250549316,12687020,0.0,0.0
2020-12-22 00:00:00+00:00,13.170296669006348,14.744217872619629,10.303906440734863,11.276395797729492,5129064,0.0,0.0
2020-12-23 00:00:00+00:00,11.276455879211426,13.6950044631958,7.588523864746094,9.781654357910156,4201719,0.0,0.0
2020-12-24 00:00:00+00:00,9.782498359680176,13.603141784667969,8.825480461120605,12.54093074798584,1970782,0.0,0.0
2020-12-25 00:00:00+00:00,12.540349006652832,13.085149765014648,9.296491622924805,11.224963188171387,1903910,0.0,0.0
2020-12-26 00:00:00+00:00,11.225210189819336,11.453316688537598,9.421775817871094,10.551259994506836,1249500,0.0,0.0
2020-12-27 00:00:00+00:00,10.551142692565918,10.74518871307373,8.155660629272461,9.616365432739258,1394130,0.0,0.0
2020-12-28 00:00:00+00:00,9.616456985473633,10.177639961242676,6.658294200897217,8.50497055053711,1689328,0.0,0.0
2020-12-29 00:00:00+00:00,8.50501823425293,9.429547309875488,7.579963207244873,9.280340194702148,987804,0.0,0.0
2020-12-30 00:00:00+00:00,9.279986381530762,10.495915412902832,8.590975761413574,10.125067710876465,820719,0.0,0.0
2020-12-31 00:00:00+00:00,10.124807357788086,10.288324356079102,8.314070701599121,9.169512748718262,434227,0.0,0.0
2021-01-01 00:00:00+00:00,9.169289588928223,10.49921703338623,8.989237785339355,9.938720703125,706577,0.0,0.0
2021-01-02 00:00:00+00:00,9.938876152038574,11.619771003723145,9.070802688598633,9.80004596710205,1069600,0.0,0.0
2021-01-03 00:00:00+00:00,9.80103874206543,13.622844696044922,9.604969024658203,13.275571823120117,563090,0.0,0.0
2021-01-04 00:00:00+00:00,13.275113105773926,15.142766952514648,11.41427230834961,14.32223129272461,835603,0.0,0.0
2021-01-05 00:00:00+00:00,14.32198715209961,16.51422691345215,13.188032150268555,15.151761054992676,691815,0.0,0.0
2021-01-06 00:00:00+00:00,15.157739639282227,19.966806411743164,13.86715030670166,17.784019470214844,1259945,0.0,0.0
2021-01-07 00:00:00+00:00,17.78282356262207,18.157922744750977,15.252240180969238,15.767600059509277,4516835,0.0,0.0
2021-01-08 00:00:00+00:00,15.776227951049805,16.400470733642578,13.441841125488281,14.173897743225098,4433082,0.0,0.0
2021-01-09 00:00:00+00:00,14.167724609375,14.325719833374023,11.915698051452637,13.917176246643066,3734357,0.0,0.0
2021-01-10 00:00:00+00:00,13.90369987487793,14.586003303527832,11.963794708251953,12.352041244506836,3624036,0.0,0.0
2021-01-11 00:00:00+00:00,12.348587989807129,12.361396789550781,9.193965911865234,12.232824325561523,3599023,0.0,0.0
2021-01-12 00:00:00+00:00,12.246978759765625,14.415095329284668,10.530220031738281,12.135937690734863,3696180,0.0,0.0
2021-01-13 00:00:00+00:00,12.145805358886719,13.011948585510254,11.430793762207031,12.871766090393066,3704459,0.0,0.0
2021-01-14 00:00:00+00:00,12.874192237854004,13.963086128234863,12.359771728515625,13.853750228881836,3956975,0.0,0.0
2021-01-15 00:00:00+00:00,13.848419189453125,21.678558349609375,13.504770278930664,21.22121238708496,5349976,0.0,0.0
2021-01-16 00:00:00+00:00,21.220285415649414,24.34186363220215,17.167423248291016,17.615568161010742,9202832,0.0,0.0
2021-01-17 00:00:00+00:00,17.610815048217773,21.62347412109375,16.908449172973633,21.233247756958008,7338970,0.0,0.0
2021-01-18 00:00:00+00:00,21.23155403137207,25.5903377532959,16.942163467407227,19.49298858642578,11243575,0.0,0.0
2021-01-19 00:00:00+00:00,19.492021560668945,20.807994842529297,16.315528869628906,18.409809112548828,7171390,0.0,0.0
2021-01-20 00:00:00+00:00,18.410146713256836,19.177860260009766,14.853824615478516,15.700522422790527,5003251,0.0,0.0
2021-01-21 00:00:00+00:00,15.693517684936523,16.423032760620117,12.69676399230957,13.221719741821289,4430604,0.0,0.0
2021-01-22 00:00:00+00:00,13.223631858825684,15.711594581604004,11.724813461303711,13.830677032470703,4624026,0.0,0.0
2021-01-23 00:00:00+00:00,13.831584930419922,17.4281005859375,13.536009788513184,14.607850074768066,4786690,0.0,0.0
2021-01-24 00:00:00+00:00,14.610247611999512,15.741162300109863,13.696290969848633,14.787805557250977,4912339,0.0,0.0
2021-01-25 00:00:00+00:00,14.785382270812988,16.466400146484375,12.824528694152832,13.165077209472656,4624463,0.0,0.0
2021-01-26 00:00:00+00:00,13.164570808410645,13.87549114227295,11.03702163696289,13.368575096130371,4113018,0.0,0.0
2021-01-27 00:00:00+00:00,13.382859230041504,13.469952583312988,10.4449462890625,11.85810375213623,3812663,0.0,0.0
2021-01-28 00:00:00+00:00,11.857709884643555,12.436994552612305,11.013280868530273,11.237139701843262,2821517,0.0,0.0
2021-01-29 00:00:00+00:00,12.022814750671387,12.269111633300781,9.160996437072754,10.377225875854492,4166611,0.0,0.0
2021-01-30 00:00:00+00:00,10.371665954589844,10.490200996398926,9.674092292785645,9.902252197265625,57139,0.0,0.0
2021-01-31 00:00:00+00:00,9.894047737121582,13.886039733886719,9.883392333984375,11.887965202331543,4135521,0.0,0.0
2021-02-01 00:00:00+00:00,11.884407997131348,12.643739700317383,11.517895698547363,11.948780059814453,1314626,0.0,0.0
2021-02-02 00:00:00+00:00,11.949216842651367,13.488701820373535,11.424139022827148,11.63980770111084,3542023,0.0,0.0
2021-02-03 00:00:00+00:00,11.63558578491211,12.675873756408691,11.181111335754395,11.52450942993164,3523151,0.0,0.0
2021-02-04 00:00:00+00:00,11.524484634399414,16.160917282104492,10.166093826293945,16.160917282104492,4373622,0.0,0.0
2021-02-05 00:00:00+00:00,16.164012908935547,18.0715274810791,13.595362663269043,17.549602508544922,6437227,0.0,0.0
2021-02-06 00:00:00+00:00,17.554737091064453,17.671894073486328,14.12263298034668,14.298379898071289,4438219,0.0,0.0
2021-02-07 00:00:00+00:00,14.297294616699219,15.740008354187012,12.677044868469238,13.586016654968262,4610712,0.0,0.0
2021-02-08 00:00:00+00:00,13.586821556091309,14.298318862915039,11.922207832336426,13.254988670349121,4279681,0.0,0.0
2021-02-09 00:00:00+00:00,13.253484725952148,14.702658653259277,11.715522766113281,14.412590026855469,4727666,0.0,0.0
2021-02-10 00:00:00+00:00,14.425480842590332,14.45171070098877,11.200058937072754,12.22725772857666,4296678,0.0,0.0
2021-02-11 00:00:00+00:00,12.227143287658691,14.374883651733398,11.716987609863281,13.6516752243042,3562695,0.0,0.0
2021-02-12 00:00:00+00:00,13.651090621948242,14.245911598205566,12.274596214294434,13.857878684997559,4339168,0.0,0.0
2021-02-13 00:00:00+00:00,13.855231285095215,14.063165664672852,11.45723819732666,12.171989440917969,4050030,0.0,0.0
2021-02-14 00:00:00+00:00,12.171141624450684,12.256098747253418,10.53653621673584,11.448955535888672,3584853,0.0,0.0
2021-02-15 00:00:00+00:00,11.445220947265625,13.109844207763672,9.976760864257812,12.108924865722656,5505693,0.0,0.0
2021-02-16 00:00:00+00:00,12.116286277770996,12.604514122009277,10.708996772766113,11.091608047485352,3263197,0.0,0.0
2021-02-17 00:00:00+00:00,11.091761589050293,11.497626304626465,10.034709930419922,11.183691024780273,3519039,0.0,0.0
2021-02-18 00:00:00+00:00,11.18546199798584,11.306841850280762,9.951911926269531,10.370583534240723,3076182,0.0,0.0
2021-02-19 00:00:00+00:00,10.367103576660156,10.432613372802734,9.303683280944824,9.38325309753418,2988170,0.0,0.0
2021-02-20 00:00:00+00:00,9.38342571258545,10.093613624572754,8.918341636657715,9.402559280395508,2573067,0.0,0.0
2021-02-21 00:00:00+00:00,9.403794288635254,10.393218040466309,9.291988372802734,10.110953330993652,2877525,0.0,0.0
2021-02-22 00:00:00+00:00,10.107608795166016,10.618786811828613,8.539331436157227,9.793246269226074,2794610,0.0,0.0
2021-02-23 00:00:00+00:00,9.804400444030762,9.825464248657227,7.160508155822754,8.01124095916748,2256921,0.0,0.0
2021-02-24 00:00:00+00:00,8.015410423278809,8.64078140258789,6.892422199249268,8.008570671081543,1093022,0.0,0.0
2021-02-25 00:00:00+00:00,8.00752067565918,11.065912246704102,7.716559886932373,9.163735389709473,3133658,0.0,0.0
2021-02-26 00:00:00+00:00,9.155305862426758,9.594572067260742,8.379674911499023,9.12149429321289,1715557,0.0,0.0
2021-02-27 00:00:00+00:00,9.121394157409668,10.583162307739258,8.735657691955566,8.901140213012695,1847192,0.0,0.0
2021-02-28 00:00:00+00:00,8.90095043182373,9.231186866760254,7.688269138336182,7.855670928955078,1605254,0.0,0.0
2021-03-01 00:00:00+00:00,7.856622219085693,9.242870330810547,7.8388190269470215,8.67317008972168,1101363,0.0,0.0
2021-03-02 00:00:00+00:00,8.676838874816895,9.092069625854492,8.194000244140625,8.410967826843262,2566349,0.0,0.0
2021-03-03 00:00:00+00:00,8.41042709350586,8.755193710327148,7.681070804595947,8.379756927490234,2280835,0.0,0.0
2021-03-04 00:00:00+00:00,8.368171691894531,8.914316177368164,7.598769187927246,8.914316177368164,2347611,0.0,0.0
2021-03-05 00:00:00+00:00,8.914580345153809,8.914580345153809,7.216591835021973,8.66411304473877,2767033,0.0,0.0
2021-03-06 00:00:00+00:00,8.664078712463379,9.779013633728027,8.356130599975586,9.778948783874512,659571,0.0,0.0
2021-03-07 00:00:00+00:00,9.784826278686523,9.940455436706543,7.872650146484375,8.57015323638916,2394016,0.0,0.0
2021-03-08 00:00:00+00:00,8.570708274841309,8.588961601257324,7.6015191078186035,8.238954544067383,1581445,0.0,0.0
2021-03-09 00:00:00+00:00,8.237194061279297,8.615644454956055,8.128701210021973,8.61061954498291,652095,0.0,0.0
2021-03-10 00:00:00+00:00,8.60993766784668,8.975288391113281,8.232901573181152,8.285311698913574,887195,0.0,0.0
2021-03-11 00:00:00+00:00,8.271217346191406,11.212051391601562,7.985732078552246,10.359517097473145,2386079,0.0,0.0
2021-03-12 00:00:00+00:00,10.360514640808105,10.41884708404541,8.665201187133789,10.14950180053711,2733488,0.0,0.0
2021-03-13 00:00:00+00:00,10.1449613571167,10.156842231750488,9.282498359680176,9.87549114227295,2524435,0.0,0.0
2021-03-14 00:00:00+00:00,9.876679420471191,9.90992259979248,8.547443389892578,9.223732948303223,2016799,0.0,0.0
2021-03-15 00:00:00+00:00,9.219095230102539,9.508760452270508,8.50328540802002,8.648109436035156,2755406,0.0,0.0
2021-03-16 00:00:00+00:00,8.652586936950684,8.709721565246582,7.820417881011963,8.088011741638184,2230738,0.0,0.0
2021-03-17 00:00:00+00:00,8.095687866210938,9.967531204223633,7.807591915130615,8.704575538635254,3287920,0.0,0.0
