TIMESTAMP,WAR35475_OPEN_PRICE_USD,WAR35475_HIGH_PRICE_USD,WAR35475_LOW_PRICE_USD,WAR35475_CLOSE_PRICE_USD,WAR35475_VOLUME_USD,WAR35475_DIVIDENDS_USD,WAR35475_STOCK_SPLITS_USD
2025-03-31 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,104011,0.0,0.0
2025-04-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,70216,0.0,0.0
2025-04-02 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,220938,0.0,0.0
2025-04-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,55227,0.0,0.0
2025-04-04 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,14982,0.0,0.0
2025-04-05 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,50573,0.0,0.0
2025-04-06 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,22284,0.0,0.0
2025-04-07 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,20090,0.0,0.0
2025-04-08 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,31446,0.0,0.0
2025-04-09 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,39416,0.0,0.0
2025-04-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,39949,0.0,0.0
2025-04-11 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,27669,0.0,0.0
2025-04-12 00:00:00+00:00,4.999999873689376e-06,9.999999747378752e-06,4.999999873689376e-06,9.000000318337698e-06,123940,0.0,0.0
2025-04-13 00:00:00+00:00,9.000000318337698e-06,1.700000029813964e-05,9.000000318337698e-06,1.4000000192027073e-05,270768,0.0,0.0
2025-04-14 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2000000424450263e-05,1.2000000424450263e-05,110315,0.0,0.0
2025-04-15 00:00:00+00:00,1.2000000424450263e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.4999999621068127e-05,406325,0.0,0.0
2025-04-16 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.4000000192027073e-05,99609,0.0,0.0
2025-04-17 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,82980,0.0,0.0
2025-04-18 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.4000000192027073e-05,1.5999999959603883e-05,526224,0.0,0.0
2025-04-19 00:00:00+00:00,1.5999999959603883e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.8999999156221747e-05,115654,0.0,0.0
2025-04-20 00:00:00+00:00,1.8999999156221747e-05,2.300000051036477e-05,1.8999999156221747e-05,2.2000000171829015e-05,142670,0.0,0.0
2025-04-21 00:00:00+00:00,2.2000000171829015e-05,2.700000004551839e-05,2.2000000171829015e-05,2.499999936844688e-05,255065,0.0,0.0
2025-04-22 00:00:00+00:00,2.499999936844688e-05,4.400000034365803e-05,2.499999936844688e-05,4.400000034365803e-05,460801,0.0,0.0
2025-04-23 00:00:00+00:00,4.400000034365803e-05,5.700000110664405e-05,3.899999865097925e-05,5.6000000768108293e-05,806071,0.0,0.0
2025-04-24 00:00:00+00:00,5.6000000768108293e-05,6.800000119255856e-05,7.000000096013537e-06,3.7999998312443495e-05,2494977,0.0,0.0
2025-04-25 00:00:00+00:00,3.7999998312443495e-05,4.199999966658652e-05,1.8999999156221747e-05,2.700000004551839e-05,718071,0.0,0.0
2025-04-26 00:00:00+00:00,2.700000004551839e-05,3.5000000934815034e-05,2.300000051036477e-05,3.300000025774352e-05,389081,0.0,0.0
2025-04-27 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.099999958067201e-05,3.099999958067201e-05,165413,0.0,0.0
2025-04-28 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.700000004551839e-05,2.8000000384054147e-05,176948,0.0,0.0
2025-04-29 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.700000004551839e-05,2.9000000722589903e-05,97649,0.0,0.0
2025-04-30 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.700000004551839e-05,147231,0.0,0.0
2025-05-01 00:00:00+00:00,2.700000004551839e-05,3.600000127335079e-05,2.4000000848900527e-05,2.700000004551839e-05,756651,0.0,0.0
2025-05-02 00:00:00+00:00,2.700000004551839e-05,2.9000000722589903e-05,2.2000000171829015e-05,2.4000000848900527e-05,161059,0.0,0.0
2025-05-03 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,1.8999999156221747e-05,2.2000000171829015e-05,173409,0.0,0.0
2025-05-04 00:00:00+00:00,2.2000000171829015e-05,2.499999936844688e-05,1.9999999494757503e-05,2.099999983329326e-05,141541,0.0,0.0
2025-05-05 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,48619,0.0,0.0
2025-05-06 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8000000636675395e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.4999999621068127e-05,80922,0.0,0.0
2025-05-08 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,42305,0.0,0.0
2025-05-09 00:00:00+00:00,1.4999999621068127e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,56649,0.0,0.0
2025-05-10 00:00:00+00:00,1.8000000636675395e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.2000000171829015e-05,54382,0.0,0.0
2025-05-11 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.8000000636675395e-05,1.9999999494757503e-05,78915,0.0,0.0
2025-05-12 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,29390,0.0,0.0
2025-05-13 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.9999999494757503e-05,30815,0.0,0.0
2025-05-14 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,33529,0.0,0.0
2025-05-15 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,60416,0.0,0.0
2025-05-16 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,57304,0.0,0.0
2025-05-17 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,70657,0.0,0.0
2025-05-18 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.700000029813964e-05,130986,0.0,0.0
2025-05-19 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,56430,0.0,0.0
2025-05-20 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,45671,0.0,0.0
2025-05-21 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,39557,0.0,0.0
2025-05-22 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,19828,0.0,0.0
2025-05-23 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,44446,0.0,0.0
2025-05-24 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,24078,0.0,0.0
2025-05-25 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,20641,0.0,0.0
2025-05-26 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,33620,0.0,0.0
2025-05-27 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,37582,0.0,0.0
2025-05-28 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4999999621068127e-05,1.5999999959603883e-05,20458,0.0,0.0
2025-05-29 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,17797,0.0,0.0
2025-05-30 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,18425,0.0,0.0
2025-05-31 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,19214,0.0,0.0
2025-06-01 00:00:00+00:00,1.4295487744675484e-05,1.464183151256293e-05,1.4116058082436211e-05,1.425985374226002e-05,13497,0.0,0.0
