TIMESTAMP,STIK_OPEN_PRICE_USD,STIK_HIGH_PRICE_USD,STIK_LOW_PRICE_USD,STIK_CLOSE_PRICE_USD,STIK_VOLUME_USD,STIK_DIVIDENDS_USD,STIK_STOCK_SPLITS_USD
2023-03-15 00:00:00+00:00,1.1670550107955933,1.9055700302124023,1.000709056854248,1.5013699531555176,26840193,0.0,0.0
2023-03-16 00:00:00+00:00,1.505748987197876,1.5953030586242676,1.0143380165100098,1.0831559896469116,1433801,0.0,0.0
2023-03-17 00:00:00+00:00,1.0722969770431519,1.301872968673706,0.9444820284843445,1.1559280157089233,4993510,0.0,0.0
2023-03-18 00:00:00+00:00,1.1590100526809692,1.2514790296554565,1.1267579793930054,1.1499069929122925,3204960,0.0,0.0
2023-03-19 00:00:00+00:00,1.1500259637832642,1.2082890272140503,1.1150970458984375,1.1900320053100586,8108800,0.0,0.0
2023-03-20 00:00:00+00:00,1.1850899457931519,1.286581039428711,1.163072943687439,1.2239010334014893,16243274,0.0,0.0
2023-03-21 00:00:00+00:00,1.223965048789978,1.2252459526062012,1.1713149547576904,1.2085930109024048,21627713,0.0,0.0
2023-03-22 00:00:00+00:00,1.2093499898910522,1.2921710014343262,1.196357011795044,1.2433120012283325,21587813,0.0,0.0
2023-03-23 00:00:00+00:00,1.242777943611145,1.2957459688186646,1.181838035583496,1.2307779788970947,9312394,0.0,0.0
2023-03-24 00:00:00+00:00,1.2359219789505005,1.2359219789505005,1.0436960458755493,1.0574450492858887,849133,0.0,0.0
2023-03-25 00:00:00+00:00,1.0565240383148193,1.0591870546340942,1.0408010482788086,1.049165964126587,375897,0.0,0.0
2023-03-26 00:00:00+00:00,1.0494630336761475,1.151455044746399,0.8473060131072998,0.9698370099067688,964917,0.0,0.0
2023-03-27 00:00:00+00:00,0.9698500037193298,1.0005099773406982,0.9501140117645264,0.9798290133476257,812134,0.0,0.0
2023-03-28 00:00:00+00:00,0.9798259735107422,1.0003889799118042,0.9597920179367065,0.993332028388977,572523,0.0,0.0
