TIMESTAMP,FHM_OPEN_PRICE_USD,FHM_HIGH_PRICE_USD,FHM_LOW_PRICE_USD,FHM_CLOSE_PRICE_USD,FHM_VOLUME_USD,FHM_DIVIDENDS_USD,FHM_STOCK_SPLITS_USD
2021-11-19 00:00:00+00:00,411.94732666015625,412.5734558105469,410.04150390625,412.334228515625,0,0.0,0.0
2021-11-20 00:00:00+00:00,412.3185119628906,576.3152465820312,411.8641357421875,574.6795654296875,0,0.0,0.0
2021-11-21 00:00:00+00:00,574.3883056640625,633.4806518554688,555.6405029296875,555.6405029296875,0,0.0,0.0
2021-11-22 00:00:00+00:00,555.5901489257812,557.7489013671875,539.3999633789062,540.0986938476562,0,0.0,0.0
2021-11-23 00:00:00+00:00,540.0882568359375,546.69384765625,539.9757690429688,546.1117553710938,0,0.0,0.0
2021-11-24 00:00:00+00:00,545.9527587890625,546.9470825195312,287.09649658203125,544.3212280273438,1,0.0,0.0
2021-11-25 00:00:00+00:00,352.0252380371094,444.8115234375,351.8517150878906,401.98931884765625,3031271,0.0,0.0
2021-11-26 00:00:00+00:00,429.8354797363281,429.8354797363281,300.5877380371094,342.5254211425781,3167746,0.0,0.0
2021-11-27 00:00:00+00:00,342.5448913574219,358.4613037109375,325.917724609375,334.0322265625,1635674,0.0,0.0
2021-11-28 00:00:00+00:00,334.1697998046875,360.28533935546875,322.6090087890625,332.645263671875,1942508,0.0,0.0
2021-11-29 00:00:00+00:00,332.62591552734375,334.5536804199219,273.9317626953125,305.5760498046875,2740974,0.0,0.0
2021-11-30 00:00:00+00:00,305.7672119140625,448.8430480957031,305.7672119140625,441.2743225097656,3912975,0.0,0.0
2021-12-01 00:00:00+00:00,441.2746276855469,508.7499084472656,421.40606689453125,484.0655822753906,4335468,0.0,0.0
2021-12-02 00:00:00+00:00,484.1385803222656,565.6025390625,414.531982421875,471.7682189941406,5912689,0.0,0.0
2021-12-03 00:00:00+00:00,471.0419921875,520.4525146484375,431.1236877441406,449.5703430175781,4644297,0.0,0.0
2021-12-04 00:00:00+00:00,449.3881530761719,460.8494873046875,329.1825866699219,369.0220642089844,3898761,0.0,0.0
2021-12-05 00:00:00+00:00,369.2452697753906,373.94854736328125,277.97601318359375,323.9720764160156,3272908,0.0,0.0
2021-12-06 00:00:00+00:00,324.09716796875,324.6848449707031,230.12149047851562,242.31369018554688,3375223,0.0,0.0
2021-12-07 00:00:00+00:00,242.3599395751953,285.8573913574219,239.49769592285156,270.3075256347656,2121881,0.0,0.0
2021-12-08 00:00:00+00:00,270.3625183105469,290.1246032714844,242.2379608154297,280.0592346191406,3533665,0.0,0.0
2021-12-09 00:00:00+00:00,280.0489807128906,280.0489807128906,195.75904846191406,210.0024871826172,3116631,0.0,0.0
2021-12-10 00:00:00+00:00,209.87942504882812,210.00245666503906,114.5123062133789,142.70046997070312,3174223,0.0,0.0
2021-12-11 00:00:00+00:00,142.67111206054688,153.12208557128906,136.2274627685547,145.70614624023438,1276815,0.0,0.0
2021-12-12 00:00:00+00:00,145.689453125,151.11744689941406,126.44847869873047,129.14149475097656,1098083,0.0,0.0
2021-12-13 00:00:00+00:00,129.18411254882812,129.6608428955078,103.25906372070312,104.66168212890625,1069011,0.0,0.0
