,0
0,2.207368850708008
1,2.145704984664917
2,2.266143560409546
3,2.252257823944092
4,2.3268673419952393
5,2.3491997718811035
6,2.4172327518463135
7,2.5236001014709473
8,2.5545730590820312
9,2.626854658126831
10,2.66120982170105
11,2.7044243812561035
