,K,Alpha,Tau,MSE
0,9,500,0.3,0.1977167770662618
1,9,500,0.25,0.1977210555920922
2,10,500,0.3,0.19772263118767333
3,8,250,0.3,0.19772367471419264
4,9,250,0.3,0.19772446085527695
5,7,250,0.3,0.19772454079144208
6,10,500,0.25,0.19772800921015696
7,8,250,0.25,0.19772977924015236
8,9,250,0.25,0.19773045256391725
9,7,250,0.25,0.19773136040422526
10,10,500,0.2,0.19773784042887974
11,8,250,0.2,0.19774125180598984
12,9,250,0.2,0.19774160678883596
13,7,250,0.2,0.19774425524962125
14,10,250,0.3,0.1977467651657345
15,10,250,0.25,0.19776091648626684
16,10,500,0.15,0.19776506093210708
17,9,250,0.15,0.1977662290150382
18,8,250,0.15,0.1977668036686668
19,7,250,0.15,0.1977731427799636
20,10,250,0.2,0.19778572935678482
21,11,250,0.3,0.19781952978060988
22,10,250,0.15,0.19783590389849853
23,9,250,0.1,0.19784038525872963
24,8,250,0.1,0.19784573237641698
25,11,250,0.25,0.19786294848279462
26,7,250,0.1,0.19786726320840614
27,11,500,0.3,0.19792295012914823
28,11,250,0.2,0.19793919548424868
29,10,250,0.1,0.1979649156534093
30,11,500,0.25,0.198024336184793
31,11,250,0.15,0.19809265324324912
32,12,750,0.3,0.19811093058981
33,11,500,0.2,0.1982284287828599
34,12,750,0.25,0.19829274586571263
35,9,250,0.05,0.19833432961006983
36,13,750,0.3,0.1983881623556198
37,10,250,0.05,0.1983946787382406
38,12,500,0.3,0.19841389547764043
39,14,500,0.3,0.19845897859429187
40,11,250,0.1,0.19847069882598223
41,12,500,0.25,0.19852825976539318
42,14,500,0.25,0.1985400795980668
43,12,500,0.2,0.1986300802588068
44,13,750,0.25,0.19868951078553973
45,14,750,0.3,0.19869587106376957
46,9,500,0.2,0.1988252472915324
47,12,500,0.15,0.19883147781069097
48,14,500,0.2,0.19883639337553438
49,11,500,0.15,0.19898067879553105
50,13,500,0.3,0.19901836073591037
51,14,750,0.25,0.19913455229178595
52,12,750,0.2,0.1991751563436865
53,13,750,0.2,0.19924158519636798
54,13,500,0.25,0.19932064262273316
55,15,1000,0.3,0.19932762383615213
56,14,500,0.15,0.19948293758576527
57,11,250,0.05,0.19948677420636926
58,13,500,0.2,0.19976427209073389
59,15,1000,0.25,0.20009238210209493
60,13,500,0.15,0.20046582400442034
61,13,750,0.15,0.20057071019308453
62,12,250,0.3,0.2006576205948669
63,14,500,0.1,0.20106768323829713
64,14,1000,0.3,0.20116699200556665
65,8,250,0.05,0.20172331353165884
66,13,1000,0.3,0.20190493987135985
67,12,250,0.25,0.20204038912203132
68,13,500,0.1,0.20225570490910563
69,14,1000,0.25,0.2025547581779514
70,13,250,0.3,0.2026471886652939
71,15,750,0.3,0.2039174869596404
72,12,500,0.1,0.20391767613994435
73,12,250,0.2,0.20463288302906424
74,13,250,0.25,0.2048984540755293
75,15,750,0.25,0.20659971991279313
76,14,250,0.3,0.2079652241196949
77,14,750,0.2,0.20861521852099033
78,13,250,0.2,0.20908091573674192
79,13,1000,0.25,0.2095506165782521
80,12,250,0.15,0.21030415780875492
81,15,1000,0.2,0.2107161430379036
82,15,750,0.2,0.2116370212694978
83,10,500,0.1,0.21179872973950686
84,14,250,0.25,0.2136513065751137
85,13,500,0.05,0.21563163790247913
86,14,750,0.15,0.21605797202265545
87,13,250,0.15,0.21819771688926787
88,7,250,0.05,0.22008710708346893
89,15,750,0.15,0.22351926060334606
90,14,250,0.2,0.2254057201108339
91,12,250,0.1,0.22644720010433833
92,14,500,0.05,0.2269727875742776
93,12,750,0.15,0.23526199144142276
94,15,250,0.3,0.2394509210456549
95,13,250,0.1,0.24436758085316082
96,15,1000,0.15,0.25416023507031027
97,14,250,0.15,0.25483974332007475
98,15,250,0.25,0.258903498118042
99,15,750,0.1,0.274164580109119
100,15,250,0.2,0.28922149014578935
101,12,250,0.05,0.3051530502932981
102,11,500,0.1,0.3407493009011932
103,14,750,0.1,0.3427530123337691
104,15,250,0.15,0.34400530247766153
105,14,250,0.1,0.35107957304421256
106,13,250,0.05,0.3786379648235986
107,15,500,0.3,0.3932717987463001
108,10,750,0.3,0.4097658595475922
109,13,1000,0.2,0.414531677081425
110,15,250,0.1,0.46333179882837583
111,15,500,0.25,0.4634061198462838
112,13,750,0.1,0.48573486303873986
113,14,1250,0.25,0.5313739803154357
114,11,750,0.3,0.543632746840691
115,15,500,0.2,0.574207359801446
116,15,1000,0.1,0.6150695015563733
117,14,1000,0.2,0.670807551322405
118,14,250,0.05,0.7022199218494845
119,15,500,0.15,0.7139144727613534
120,15,250,0.05,0.8025178813866842
121,15,500,0.1,0.8735742050662506
122,15,1000,0.05,1.1003866617149274
123,12,500,0.05,1.1026738904015678
124,15,1250,0.3,1.1218785361173182
125,15,1250,0.2,1.231990834855812
126,15,500,0.05,1.2414663989692138
127,10,500,0.05,1.2721769060698696
128,11,750,0.25,1.4283017387527495
129,15,750,0.05,1.518343602766214
