TIMESTAMP,ME33833_OPEN_PRICE_USD,ME33833_HIGH_PRICE_USD,ME33833_LOW_PRICE_USD,ME33833_CLOSE_PRICE_USD,ME33833_VOLUME_USD,ME33833_DIVIDENDS_USD,ME33833_STOCK_SPLITS_USD
2024-11-07 00:00:00+00:00,0.004315999802201986,0.009572000242769718,0.0040350002236664295,0.0075599998235702515,2646920,0.0,0.0
2024-11-08 00:00:00+00:00,0.0075599998235702515,0.00954199954867363,0.00494399992749095,0.006690000183880329,2426473,0.0,0.0
2024-11-09 00:00:00+00:00,0.006659999955445528,0.0069320001639425755,0.003717999905347824,0.005669000092893839,1593987,0.0,0.0
2024-11-10 00:00:00+00:00,0.005669000092893839,0.0077760000713169575,0.005053999833762646,0.0070329997688531876,733495,0.0,0.0
2024-11-11 00:00:00+00:00,0.0070329997688531876,0.007947999984025955,0.003708000062033534,0.0039809998124837875,2821162,0.0,0.0
2024-11-12 00:00:00+00:00,0.0039809998124837875,0.004724999889731407,0.0021359999664127827,0.0029329999815672636,2807459,0.0,0.0
2024-11-13 00:00:00+00:00,0.0029329999815672636,0.004002000205218792,0.0019450000254437327,0.003029000014066696,2306884,0.0,0.0
2024-11-14 00:00:00+00:00,0.003029000014066696,0.0033809999004006386,0.0014769999543204904,0.0015539999585598707,1275243,0.0,0.0
2024-11-15 00:00:00+00:00,0.001560000004246831,0.002111000008881092,0.0006140000186860561,0.00072900002123788,1619323,0.0,0.0
2024-11-16 00:00:00+00:00,0.0009430000209249556,0.0024999999441206455,0.000826000003144145,0.0011980000417679548,1109569,0.0,0.0
2024-11-17 00:00:00+00:00,0.0011970000341534615,0.0014819999923929572,0.0008759999764151871,0.001272000023163855,541024,0.0,0.0
2024-11-18 00:00:00+00:00,0.001272000023163855,0.0015279999934136868,0.000707999977748841,0.0010029999539256096,418854,0.0,0.0
2024-11-19 00:00:00+00:00,0.0010029999539256096,0.0021510000806301832,0.0007699999841861427,0.0012600000482052565,568619,0.0,0.0
2024-11-20 00:00:00+00:00,0.0012600000482052565,0.0020280000753700733,0.0010519999777898192,0.0011289999820291996,898860,0.0,0.0
2024-11-21 00:00:00+00:00,0.0011289999820291996,0.0013379999436438084,0.0008239999879151583,0.0009399999980814755,237937,0.0,0.0
2024-11-22 00:00:00+00:00,0.0009399999980814755,0.0013249999610707164,0.0006259999936446548,0.0008490000036545098,336028,0.0,0.0
2024-11-23 00:00:00+00:00,0.0008490000036545098,0.0009210000280290842,0.0005590000073425472,0.0005760000203736126,204977,0.0,0.0
2024-11-24 00:00:00+00:00,0.0005760000203736126,0.0007210000185295939,0.000446999998530373,0.0005499999970197678,81450,0.0,0.0
2024-11-25 00:00:00+00:00,0.0005510000046342611,0.000645000021904707,0.0004419999895617366,0.0004600000102072954,42090,0.0,0.0
2024-11-26 00:00:00+00:00,0.0004600000102072954,0.0005939999828115106,0.0003650000144261867,0.0005740000051446259,78043,0.0,0.0
2024-11-27 00:00:00+00:00,0.0005740000051446259,0.0009449999779462814,0.0004459999909158796,0.00048499999684281647,176001,0.0,0.0
2024-11-28 00:00:00+00:00,0.00048499999684281647,0.0005300000193528831,0.00025400001322850585,0.00026699999580159783,97696,0.0,0.0
2024-11-29 00:00:00+00:00,0.00026699999580159783,0.00043799998820759356,0.00026000000070780516,0.00035799999022856355,50954,0.0,0.0
2024-11-30 00:00:00+00:00,0.00035799999022856355,0.0003589999978430569,0.0002610000083222985,0.0002849999873433262,34031,0.0,0.0
2024-12-01 00:00:00+00:00,0.0002849999873433262,0.0004820000031031668,0.0002849999873433262,0.00029799999902024865,74965,0.0,0.0
2024-12-02 00:00:00+00:00,0.00029799999902024865,0.00032900000223889947,0.00023799999326001853,0.00023799999326001853,35117,0.0,0.0
2024-12-03 00:00:00+00:00,0.00023799999326001853,0.00024199999461416155,0.00020900000527035445,0.00023200000578071922,13299,0.0,0.0
2024-12-04 00:00:00+00:00,0.00023200000578071922,0.00029399999766610563,0.00023200000578071922,0.0002530000056140125,41380,0.0,0.0
2024-12-05 00:00:00+00:00,0.0002530000056140125,0.0002789999998640269,0.00019299999985378236,0.00019299999985378236,32565,0.0,0.0
2024-12-06 00:00:00+00:00,0.00019500000053085387,0.00023999999393709004,0.0001880000054370612,0.00023999999393709004,20773,0.0,0.0
