TIMESTAMP,HERMY_OPEN_PRICE_USD,HERMY_HIGH_PRICE_USD,HERMY_LOW_PRICE_USD,HERMY_CLOSE_PRICE_USD,HERMY_VOLUME_USD,HERMY_DIVIDENDS_USD,HERMY_STOCK_SPLITS_USD
2025-01-11 00:00:00+00:00,0.0028929999098181725,0.002905000001192093,0.002870999975129962,0.002899999963119626,276,0.0,0.0
2025-01-12 00:00:00+00:00,0.002899999963119626,0.002902999985963106,0.0028989999555051327,0.002902999985963106,534,0.0,0.0
2025-01-13 00:00:00+00:00,0.002902999985963106,0.002902999985963106,0.0026809999253600836,0.0026809999253600836,114,0.0,0.0
2025-01-14 00:00:00+00:00,0.0026809999253600836,0.0028780000284314156,0.0026809999253600836,0.002858000108972192,209,0.0,0.0
2025-01-15 00:00:00+00:00,0.002858000108972192,0.00317499996162951,0.002858000108972192,0.003155000042170286,2535,0.0,0.0
2025-01-16 00:00:00+00:00,0.003155000042170286,0.003450999967753887,0.003155000042170286,0.00342700001783669,1433,0.0,0.0
2025-01-17 00:00:00+00:00,0.00342700001783669,0.003708000062033534,0.00342700001783669,0.0036909999325871468,3339,0.0,0.0
2025-01-18 00:00:00+00:00,0.0036909999325871468,0.004563999827951193,0.0036909999325871468,0.0045460001565515995,5610,0.0,0.0
2025-01-19 00:00:00+00:00,0.0045460001565515995,0.004947000183165073,0.0035359999164938927,0.004007999785244465,3383,0.0,0.0
2025-01-20 00:00:00+00:00,0.004007999785244465,0.004228999838232994,0.0038469999562948942,0.004091999959200621,942,0.0,0.0
2025-01-21 00:00:00+00:00,0.004091999959200621,0.004255000036209822,0.00394099997356534,0.004255000036209822,795,0.0,0.0
2025-01-22 00:00:00+00:00,0.004255000036209822,0.004288000054657459,0.0042130001820623875,0.004288000054657459,786,0.0,0.0
2025-01-23 00:00:00+00:00,0.004288000054657459,0.004288000054657459,0.003978999797254801,0.004106000065803528,974,0.0,0.0
2025-01-24 00:00:00+00:00,0.004106000065803528,0.004284000024199486,0.004106000065803528,0.004273999948054552,942,0.0,0.0
