TIMESTAMP,FIRU_OPEN_PRICE_USD,FIRU_HIGH_PRICE_USD,FIRU_LOW_PRICE_USD,FIRU_CLOSE_PRICE_USD,FIRU_VOLUME_USD,FIRU_DIVIDENDS_USD,FIRU_STOCK_SPLITS_USD
2021-12-01 00:00:00+00:00,,,,0.0,539122,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,24834,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,3996,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,2725,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,5356,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,2140,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,2528,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,1657,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,2430,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,2096,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,833,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,1823,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,340,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,1300,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,1062,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,674,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,6361,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,1276,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,1115,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,1369,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,2271,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,558,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,128,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,8,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,7,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,8,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,40,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,8,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,16,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-06-01 00:00:00+00:00,8.001680047720061e-12,8.001680047720061e-12,8.001680047720061e-12,8.001680047720061e-12,7,0.0,0.0
