TIMESTAMP,LOVESNOOPY_OPEN_PRICE_USD,LOVESNOOPY_HIGH_PRICE_USD,LOVESNOOPY_LOW_PRICE_USD,LOVESNOOPY_CLOSE_PRICE_USD,LOVESNOOPY_VOLUME_USD,LOVESNOOPY_DIVIDENDS_USD,LOVESNOOPY_STOCK_SPLITS_USD
2023-05-18 00:00:00+00:00,,,,0.0,2369130,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1510835,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1356996,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,5994524,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,7036282,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,1918282,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1995999,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,1625852,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1030068,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,1058138,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,923742,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,2654997,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,2536403,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,2752796,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,2207311,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1727395,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,2364010,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,2111708,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1486743,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1898807,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,2018175,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1632370,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,2741000,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1902786,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,2388186,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,2385545,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,2312082,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,2611233,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,2594559,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,2882153,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,2262591,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,3012653,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,2877877,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,2956992,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2583882,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,2472422,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,2376368,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,2526095,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,2141668,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2182814,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,2447520,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,2531039,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,3020493,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,2275047,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,1888540,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,1994102,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,2283928,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,1148212,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,1113964,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,1298821,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,896344,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1142336,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,1185366,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,1173302,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1107398,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,1043205,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1033695,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,836835,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,820060,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,1060877,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,1036153,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1566856,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1654631,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1708631,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,2081015,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,1535291,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1067098,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1654333,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1405725,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,1531111,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,1816678,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1638714,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,1473276,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,1432747,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,1377189,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,1306105,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,1086899,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,1339037,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,973479,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,920432,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,836959,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,922388,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,794223,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,955213,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1346895,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1082675,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,1097067,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,1094967,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,1147330,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,1066516,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,980752,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,972850,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,987204,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,954488,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,973749,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,1059611,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,921813,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,917413,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,910038,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,1030625,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,927442,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,916316,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,748592,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,861939,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,863014,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,825269,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,595385,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,879358,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,1039907,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,459779,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,590052,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,703811,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,559423,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,586226,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,438102,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,428500,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,897175,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,705800,0.0,0.0
