TIMESTAMP,SKBDI_OPEN_PRICE_USD,SKBDI_HIGH_PRICE_USD,SKBDI_LOW_PRICE_USD,SKBDI_CLOSE_PRICE_USD,SKBDI_VOLUME_USD,SKBDI_DIVIDENDS_USD,SKBDI_STOCK_SPLITS_USD
2024-07-25 00:00:00+00:00,0.06533200293779373,0.075825996696949,0.06504400074481964,0.07115700095891953,533032,0.0,0.0
2024-07-26 00:00:00+00:00,0.07115700095891953,0.19186699390411377,0.07015799731016159,0.1515679955482483,3637627,0.0,0.0
2024-07-27 00:00:00+00:00,0.1502159982919693,0.21562199294567108,0.0956289991736412,0.15004299581050873,3039292,0.0,0.0
2024-07-28 00:00:00+00:00,0.15004299581050873,0.2195809930562973,0.11593399941921234,0.17554500699043274,1034766,0.0,0.0
2024-07-29 00:00:00+00:00,0.17554500699043274,0.24890899658203125,0.15142400562763214,0.20509399473667145,2041863,0.0,0.0
2024-07-30 00:00:00+00:00,0.20509399473667145,0.2274170070886612,0.1291940063238144,0.13716499507427216,1287216,0.0,0.0
2024-07-31 00:00:00+00:00,0.13716499507427216,0.17730000615119934,0.11281599849462509,0.11738599836826324,776893,0.0,0.0
2024-08-01 00:00:00+00:00,0.11670000106096268,0.1461459994316101,0.08775600045919418,0.11559800058603287,652829,0.0,0.0
2024-08-02 00:00:00+00:00,0.12246599793434143,0.1248520016670227,0.08410999923944473,0.09174399822950363,405716,0.0,0.0
2024-08-03 00:00:00+00:00,0.09174399822950363,0.104482002556324,0.06668800115585327,0.0823419988155365,692409,0.0,0.0
2024-08-04 00:00:00+00:00,0.0823419988155365,0.08317899703979492,0.050645001232624054,0.07394800335168839,549324,0.0,0.0
2024-08-05 00:00:00+00:00,0.07319299876689911,0.08724399656057358,0.0333780013024807,0.06779299676418304,696550,0.0,0.0
2024-08-06 00:00:00+00:00,0.06779299676418304,0.08585699647665024,0.0661109983921051,0.0674699991941452,282777,0.0,0.0
2024-08-07 00:00:00+00:00,0.06718099862337112,0.06745699793100357,0.03554400056600571,0.048969000577926636,742323,0.0,0.0
2024-08-08 00:00:00+00:00,0.048969000577926636,0.05524300038814545,0.04438300058245659,0.04875199869275093,136374,0.0,0.0
2024-08-09 00:00:00+00:00,0.0622979998588562,0.06546799838542938,0.04361400008201599,0.04607100039720535,156565,0.0,0.0
2024-08-10 00:00:00+00:00,0.04607100039720535,0.05112700164318085,0.04063599929213524,0.04193300008773804,85559,0.0,0.0
2024-08-11 00:00:00+00:00,0.04193300008773804,0.0425649993121624,0.03297000005841255,0.03473199903964996,126701,0.0,0.0
2024-08-12 00:00:00+00:00,0.03473199903964996,0.050147999078035355,0.03299500048160553,0.041735000908374786,121808,0.0,0.0
2024-08-13 00:00:00+00:00,0.041735000908374786,0.06304699927568436,0.041517000645399094,0.060805000364780426,149941,0.0,0.0
2024-08-14 00:00:00+00:00,0.060805000364780426,0.063120998442173,0.044137999415397644,0.04606299847364426,191847,0.0,0.0
