TIMESTAMP,TIG_OPEN_PRICE_USD,TIG_HIGH_PRICE_USD,TIG_LOW_PRICE_USD,TIG_CLOSE_PRICE_USD,TIG_VOLUME_USD,TIG_DIVIDENDS_USD,TIG_STOCK_SPLITS_USD
2023-06-13 00:00:00+00:00,5.914574146270752,7.671143054962158,5.677738189697266,7.00665807723999,300734,0.0,0.0
2023-06-14 00:00:00+00:00,7.00665807723999,8.409485816955566,5.948112964630127,6.571527004241943,409757,0.0,0.0
2023-06-15 00:00:00+00:00,6.571915149688721,6.572467803955078,5.156128883361816,5.922152996063232,314359,0.0,0.0
2023-06-16 00:00:00+00:00,5.92232084274292,7.9138569831848145,5.121332168579102,6.7286810874938965,449899,0.0,0.0
2023-06-17 00:00:00+00:00,6.7286200523376465,7.76881217956543,6.645830154418945,7.632617950439453,143989,0.0,0.0
2023-06-18 00:00:00+00:00,7.631529808044434,7.9075927734375,6.394550800323486,6.749663829803467,231449,0.0,0.0
2023-06-19 00:00:00+00:00,6.749411106109619,8.37642765045166,6.591446876525879,7.950593948364258,206790,0.0,0.0
2023-06-20 00:00:00+00:00,7.952093124389648,9.838440895080566,7.2454938888549805,8.85278606414795,522311,0.0,0.0
2023-06-21 00:00:00+00:00,8.853440284729004,9.47391128540039,7.5759382247924805,8.363866806030273,427232,0.0,0.0
2023-06-22 00:00:00+00:00,8.361804008483887,9.3243408203125,6.614667892456055,7.367953777313232,371029,0.0,0.0
2023-06-23 00:00:00+00:00,7.466780185699463,8.138949394226074,6.243626117706299,6.662499904632568,366264,0.0,0.0
2023-06-24 00:00:00+00:00,6.662332057952881,8.344669342041016,6.52434778213501,6.902177810668945,291880,0.0,0.0
2023-06-25 00:00:00+00:00,6.902742862701416,7.304563045501709,6.179145812988281,6.532199859619141,165904,0.0,0.0
2023-06-26 00:00:00+00:00,6.532760143280029,6.596814155578613,5.933401107788086,6.2458062171936035,121262,0.0,0.0
2023-06-27 00:00:00+00:00,6.248939037322998,6.511703014373779,5.6826629638671875,6.193188190460205,152196,0.0,0.0
2023-06-28 00:00:00+00:00,6.193580150604248,6.193580150604248,5.196596145629883,5.403861999511719,148588,0.0,0.0
2023-06-29 00:00:00+00:00,5.403510093688965,5.474309921264648,4.250078201293945,4.370858192443848,160347,0.0,0.0
2023-06-30 00:00:00+00:00,4.370822906494141,4.982468128204346,3.203479051589966,3.3981130123138428,356688,0.0,0.0
2023-07-01 00:00:00+00:00,3.398355007171631,5.106706142425537,3.398355007171631,4.988325119018555,169165,0.0,0.0
2023-07-02 00:00:00+00:00,4.987308979034424,4.994540214538574,4.41233491897583,4.858825206756592,71621,0.0,0.0
2023-07-03 00:00:00+00:00,4.858817100524902,5.002903938293457,4.445552825927734,4.451930999755859,39988,0.0,0.0
2023-07-04 00:00:00+00:00,4.452238082885742,4.932220935821533,4.053835868835449,4.227934837341309,100577,0.0,0.0
2023-07-05 00:00:00+00:00,4.228837966918945,4.246771812438965,3.366806983947754,3.8760299682617188,125307,0.0,0.0
2023-07-06 00:00:00+00:00,3.8760299682617188,3.8760299682617188,2.3257720470428467,2.5157079696655273,194629,0.0,0.0
2023-07-07 00:00:00+00:00,2.5157079696655273,2.9971859455108643,2.321928024291992,2.7567620277404785,112395,0.0,0.0
2023-07-08 00:00:00+00:00,2.7857329845428467,2.8708860874176025,2.5521039962768555,2.841054916381836,44937,0.0,0.0
2023-07-09 00:00:00+00:00,2.841054916381836,3.3234870433807373,2.7308878898620605,3.303757905960083,66109,0.0,0.0
2023-07-10 00:00:00+00:00,3.3037779331207275,4.870181083679199,3.0789949893951416,4.0719709396362305,317952,0.0,0.0
2023-07-11 00:00:00+00:00,4.0719709396362305,6.790916919708252,3.9979310035705566,6.695988178253174,262304,0.0,0.0
2023-07-12 00:00:00+00:00,6.695586204528809,7.789384841918945,5.4167561531066895,7.071623802185059,421177,0.0,0.0
2023-07-13 00:00:00+00:00,7.069265842437744,11.603687286376953,6.322044849395752,10.328389167785645,538145,0.0,0.0
2023-07-14 00:00:00+00:00,10.326845169067383,12.62839126586914,7.805624008178711,9.71785831451416,763977,0.0,0.0
2023-07-15 00:00:00+00:00,9.71763801574707,10.177103042602539,8.520927429199219,9.390471458435059,207050,0.0,0.0
2023-07-16 00:00:00+00:00,9.39134407043457,10.802714347839355,8.865208625793457,9.040515899658203,235978,0.0,0.0
2023-07-17 00:00:00+00:00,9.040262222290039,9.458779335021973,7.292234897613525,8.212358474731445,314219,0.0,0.0
2023-07-18 00:00:00+00:00,8.213239669799805,10.15219783782959,7.112678050994873,9.82579231262207,336671,0.0,0.0
2023-07-19 00:00:00+00:00,9.825819969177246,10.9570951461792,8.698690414428711,9.370279312133789,251414,0.0,0.0
