,MSE,RMSE,MAE,MAPE,R2
0,0.0006405720367166105,0.025309524624469153,0.01994318573834279,0.05598290261880898,0.7870622448520731
1,0.00012399053618469558,0.011135103779700286,0.008537800858310983,0.029589883627291372,0.8019867695379744
2,0.00035298231472009466,0.018787823575925303,0.014738744820740127,0.03775517705711831,0.8412195654088881
3,0.0010181026011050957,0.03190772008629096,0.02113602398022225,0.04863831324806489,0.6170026806195255
4,0.0002774140874333949,0.016655752382687336,0.013309742172061871,0.03143409038976959,0.8630830646992478
5,0.0013913781639982741,0.03730118180431116,0.028593780109847915,0.05222751721995563,0.7370278858448096
6,0.0006056612883439138,0.024610186678363774,0.016872886450410737,0.04297623119727826,0.8130884557219422
7,0.00021908117938905096,0.014801391130196207,0.011234252543083465,0.036935645648371075,0.8614489500567668
8,0.00020674347300974783,0.014378576877067766,0.01167774227912194,0.04427345839758502,0.7537448280509812
9,0.00012995366797532472,0.011399722276236588,0.00924998337552032,0.0393983460466655,0.7092462075586627
10,0.00013259334433999139,0.01151491833839873,0.009086690500767595,0.03671333056842715,0.7820644735082652
11,0.0002403742110922448,0.015504006291673285,0.011240060267670684,0.07643206305379337,0.8552966757846576
Mean,0.00044490390869237,0.019442158987110048,0.014635074424675057,0.044363079922760756,0.7851893168036496
