,MSE,RMSE,MAE,MAPE,R2
0,0.0018657818282687623,0.04319469676093076,0.03371918760381775,0.07094600768545867,0.5181841090147299
1,0.00026057293057435833,0.01614227154319857,0.01377067087124673,0.0352752011604382,0.4136427773657706
2,0.0005057292497312864,0.022488424794353347,0.01867048125427979,0.03574601542178502,0.8292981074912958
3,0.001058452954610434,0.0325338739563925,0.022979578794942706,0.044619168831420475,0.6955347940726944
4,0.0003236754987708489,0.017990983818870186,0.014917046838696615,0.028539974801296046,0.7266363463887576
5,0.0006194018818724578,0.024887785796901617,0.019918848644664363,0.04029544389179956,0.4198048482160661
6,0.00043968531034838175,0.02096867450146484,0.01682639999391093,0.043240744253138154,0.7411227249117984
7,0.0004912291440420575,0.022163689765967613,0.019327089147035542,0.05190023365811336,0.8722792272083717
8,0.00020585849444933153,0.014347769668116767,0.011563783484264954,0.03876987437369196,0.7789413059860926
9,0.0006475385080958605,0.02544677795116428,0.017413408288258034,0.05209655845225413,0.5277825547208718
10,0.00045216866555673627,0.021264257935717772,0.01734758751846869,0.037640558598484766,0.7491823960448558
11,0.0008968694009576552,0.02994777789682659,0.02409969326048259,0.07107144337272335,0.7569630739615917
Mean,0.0006472469889398476,0.024281415365825402,0.01921281464167239,0.04584510204171697,0.6691143554485749
