,MSE,RMSE,MAE,MAPE,R2
0,0.0008850615075252405,0.029749983319747264,0.024705351882657527,0.04538197652874933,0.8239477393486704
1,0.0004715310433141173,0.02171476555973187,0.017495681701218655,0.03574031004097899,0.660143861359596
2,0.0008127436688932847,0.028508659542203746,0.022702103321020083,0.03189714032018869,0.8729957819556486
3,0.001854759574797708,0.04306691972730007,0.03329890611165236,0.041943608207043355,0.678504488567958
4,0.0009270202503161998,0.03044700724728458,0.0252224778387408,0.029575172256253692,0.8991897157312136
5,0.0017018284562798941,0.04125322358652587,0.03277783963708322,0.03145656285799225,0.395666756325566
6,0.0017220892598517128,0.041498063326518175,0.03196565696530725,0.03238705143449209,0.37668012656932426
7,0.001039128515455381,0.032235516367128056,0.024938081645906943,0.03353694198473173,0.9169672511766844
8,0.0007730638670381812,0.02780402609404223,0.020927870070916448,0.030584220388600026,0.7401299835384763
9,0.0006655329527075039,0.02579792535665424,0.019557762595301308,0.029913510226494383,0.699193461627805
10,0.0005070389097757986,0.02251752450372373,0.01741620436897296,0.02305214754621082,0.7495054899435465
11,0.0007877906506696767,0.02806760856698833,0.02392842778962678,0.04425940229280723,0.9132017013986684
Mean,0.001012299054718725,0.031055101933154017,0.024578030327367027,0.034144003673711884,0.7271771964619297
