,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),17001.0,1499.140325274984,1473.56,1219.5270224512526,82.17,108.7,137.28,171.91,290.91,1473.56,2429.66,3326.32,3687.44,4292.28,4846.71
ETH High Price ($),17001.0,1516.6830239397682,1497.74,1232.747071017863,83.68,110.8,138.84,173.9,294.87,1497.74,2462.9,3362.0,3719.71,4343.45,4868.0
ETH Low Price ($),17001.0,1479.980468795953,1446.66,1205.1141029021023,81.79,107.0,135.68,169.87,285.28,1446.66,2400.0,3281.63,3641.5,4230.0,4776.37
ETH Close Price ($),17001.0,1499.268650667608,1474.17,1219.5157368757834,82.17,108.7,137.28,171.91,290.91,1474.17,2430.27,3326.32,3687.44,4292.28,4846.71
