,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),8501.0,1499.2811692742034,1471.7,1219.7504911371775,82.17,108.86,137.37,172.11,290.87,1471.7,2428.6,3326.02,3681.57,4287.8,4846.71
ETH High Price ($),8501.0,1524.2188530761089,1518.42,1238.4366651423227,84.47,112.41,139.38,174.85,296.37,1518.42,2474.09,3374.85,3738.98,4366.0,4868.0
ETH Low Price ($),8501.0,1471.4479931772732,1435.58,1198.6785033998833,81.79,106.57,135.2,168.68,283.5,1435.58,2376.72,3267.17,3617.42,4207.27,4775.77
ETH Close Price ($),8501.0,1499.537804964122,1471.97,1219.7278808793976,82.17,108.86,137.37,172.11,290.87,1471.97,2428.92,3326.02,3681.57,4287.8,4846.71
