,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),34001.0,1499.2229107967412,1473.68,1219.697865889295,82.17,108.64,137.27,172.02,290.79,1473.68,2430.41,3327.29,3687.44,4292.84,4846.71
ETH High Price ($),34001.0,1511.428956795388,1492.28,1228.8132172061107,83.23,110.0,138.34,173.38,293.77,1492.28,2453.28,3350.01,3709.43,4329.46,4868.0
ETH Low Price ($),34001.0,1485.9962109937942,1455.17,1209.7049744557696,81.79,107.48,136.12,170.54,287.0,1455.17,2409.67,3298.03,3659.0,4257.42,4824.09
ETH Close Price ($),34001.0,1499.286867150966,1474.17,1219.6920539411105,82.17,108.64,137.27,172.02,290.79,1474.17,2430.43,3327.29,3687.44,4292.84,4846.71
