,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),2771.0,1419.1762540599063,1232.5,1223.530597674629,83.75,109.572,136.765,170.73,264.725,1232.5,2319.045,3310.83,3679.945,4294.756,4807.98
ETH High Price ($),2771.0,1461.2271346084444,1276.7,1256.696144218019,85.0,115.143,140.535,175.85,274.32000000000005,1276.7,2387.385,3416.76,3814.3450000000003,4427.718000000002,4868.0
ETH Low Price ($),2771.0,1372.2141176470589,1193.18,1185.960566367722,81.79,104.478,132.45999999999998,165.04,251.28,1193.18,2242.045,3202.79,3541.835,4115.990000000008,4713.89
ETH Close Price ($),2771.0,1420.3020461927101,1232.62,1223.872978303795,83.76,109.586,136.765,170.74,264.825,1232.62,2321.495,3317.66,3679.945,4294.7660000000005,4807.98
