,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),11335.0,1499.2742646669606,1472.62,1219.8477892793974,82.81,108.6808,137.27,172.14,290.51,1472.62,2427.77,3326.5620000000004,3687.462,4290.756799999999,4839.12
ETH High Price ($),11335.0,1520.7505831495369,1510.43,1235.8542611258208,83.96,111.1704,139.194,174.558,295.97,1510.43,2470.1049999999996,3366.5879999999997,3732.4869999999996,4348.6498,4868.0
ETH Low Price ($),11335.0,1475.4133092192326,1443.87,1201.6629243102363,81.79,106.7738,135.32,169.444,284.53999999999996,1443.87,2384.275,3273.1340000000005,3626.187,4220.478999999999,4776.37
ETH Close Price ($),11335.0,1499.468030877812,1472.75,1219.8318920137965,82.81,108.6808,137.27,172.14,290.51,1472.75,2428.66,3326.5620000000004,3687.462,4290.756799999999,4839.12
