,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
ETH Opening Price ($),68002.0,1499.254529425605,1475.03,1219.7070118038168,82.17,108.5307,137.29,171.982,290.56,1475.03,2430.245,3327.285,3687.142,4293.1188,4846.71
ETH High Price ($),68002.0,1507.811903473427,1487.7600000000002,1226.1180992560608,82.95,109.6302,138.03,173.0,292.78,1487.7600000000002,2445.9875,3344.2349999999997,3700.8469999999993,4319.9699,4868.0
ETH Low Price ($),68002.0,1490.097494779565,1461.53,1212.7792223273266,81.79,107.75,136.52,170.942,288.0,1461.53,2414.985,3308.095,3668.2565,4269.996900000002,4833.19
ETH Close Price ($),68002.0,1499.2865076027176,1475.115,1219.7041054879298,82.17,108.5307,137.29,171.982,290.56,1475.115,2430.375,3327.285,3687.142,4293.1188,4846.71
