TIMESTAMP,LOOPY33395_OPEN_PRICE_USD,LOOPY33395_HIGH_PRICE_USD,LOOPY33395_LOW_PRICE_USD,LOOPY33395_CLOSE_PRICE_USD,LOOPY33395_VOLUME_USD,LOOPY33395_DIVIDENDS_USD,LOOPY33395_STOCK_SPLITS_USD
2024-10-10 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.000000318337698e-06,1.1000000085914508e-05,3088873,0.0,0.0
2024-10-11 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,1479490,0.0,0.0
2024-10-12 00:00:00+00:00,9.999999747378752e-06,1.4999999621068127e-05,9.000000318337698e-06,9.000000318337698e-06,304961,0.0,0.0
2024-10-13 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,6.000000212225132e-06,7.999999979801942e-06,1660867,0.0,0.0
2024-10-14 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,4.999999873689376e-06,1740819,0.0,0.0
2024-10-15 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1966747,0.0,0.0
2024-10-16 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,1743422,0.0,0.0
2024-10-17 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1271479,0.0,0.0
2024-10-18 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,1513869,0.0,0.0
2024-10-19 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,1605233,0.0,0.0
2024-10-20 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,1642217,0.0,0.0
2024-10-21 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,896669,0.0,0.0
2024-10-22 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,501065,0.0,0.0
2024-10-23 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,415749,0.0,0.0
2024-10-24 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,403193,0.0,0.0
2024-10-25 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,371089,0.0,0.0
2024-10-26 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,397885,0.0,0.0
2024-10-27 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,879246,0.0,0.0
2024-10-28 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,811530,0.0,0.0
2024-10-29 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,836581,0.0,0.0
2024-10-30 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,509588,0.0,0.0
2024-10-31 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,378015,0.0,0.0
2024-11-01 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,362366,0.0,0.0
2024-11-02 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,506166,0.0,0.0
2024-11-03 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,377615,0.0,0.0
2024-11-04 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,422552,0.0,0.0
2024-11-05 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,401919,0.0,0.0
2024-11-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,492464,0.0,0.0
2024-11-07 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,6.000000212225132e-06,677084,0.0,0.0
2024-11-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,437832,0.0,0.0
2024-11-09 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,332180,0.0,0.0
2024-11-10 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,3044151,0.0,0.0
2024-11-11 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,2129336,0.0,0.0
2024-11-12 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,2408937,0.0,0.0
2024-11-13 00:00:00+00:00,9.000000318337698e-06,1.5999999959603883e-05,7.999999979801942e-06,1.2999999853491317e-05,2711459,0.0,0.0
2024-11-14 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,1489186,0.0,0.0
2024-11-15 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2999999853491317e-05,1154641,0.0,0.0
2024-11-16 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,949877,0.0,0.0
2024-11-17 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,2176651,0.0,0.0
2024-11-18 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,2019148,0.0,0.0
2024-11-19 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,2101997,0.0,0.0
2024-11-20 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,1490270,0.0,0.0
2024-11-21 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,1051951,0.0,0.0
2024-11-22 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,985473,0.0,0.0
2024-11-23 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,772437,0.0,0.0
2024-11-24 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,682447,0.0,0.0
2024-11-25 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,584574,0.0,0.0
2024-11-26 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,492211,0.0,0.0
2024-11-27 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,504070,0.0,0.0
2024-11-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,505573,0.0,0.0
2024-11-29 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,513972,0.0,0.0
2024-11-30 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,425444,0.0,0.0
2024-12-01 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,371289,0.0,0.0
2024-12-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,441151,0.0,0.0
2024-12-03 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,443452,0.0,0.0
2024-12-04 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,452034,0.0,0.0
2024-12-05 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,445546,0.0,0.0
2024-12-06 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,335315,0.0,0.0
2024-12-07 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,343122,0.0,0.0
2024-12-08 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,342173,0.0,0.0
2024-12-09 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,324976,0.0,0.0
2024-12-10 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,348165,0.0,0.0
2024-12-11 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,359301,0.0,0.0
2024-12-12 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,341501,0.0,0.0
2024-12-13 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,358668,0.0,0.0
2024-12-14 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,6.000000212225132e-06,9.000000318337698e-06,341566,0.0,0.0
2024-12-15 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,339574,0.0,0.0
2024-12-16 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,417150,0.0,0.0
2024-12-17 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,354688,0.0,0.0
2024-12-18 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,375108,0.0,0.0
2024-12-19 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,361826,0.0,0.0
2024-12-20 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,361607,0.0,0.0
2024-12-21 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,367826,0.0,0.0
2024-12-22 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,342559,0.0,0.0
2024-12-23 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,333921,0.0,0.0
2024-12-24 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,419713,0.0,0.0
2024-12-25 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,414773,0.0,0.0
2024-12-26 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,344838,0.0,0.0
2024-12-27 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,360710,0.0,0.0
2024-12-28 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,364254,0.0,0.0
2024-12-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,345912,0.0,0.0
2024-12-30 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,330066,0.0,0.0
2024-12-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,421856,0.0,0.0
2025-01-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,327381,0.0,0.0
2025-01-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,369082,0.0,0.0
2025-01-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,240644,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,289904,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,450336,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,462708,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,532254,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,496594,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,550617,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,529854,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,513279,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,412023,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,531007,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,561409,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,517863,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,567825,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,548630,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,548154,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,548071,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,549034,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,549230,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,548518,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,548620,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,548429,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,581419,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,548379,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,548573,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,548313,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,548678,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,549230,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,548324,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,548776,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,548646,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,549031,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,548671,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,548569,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,548435,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,548539,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,548735,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,548820,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,548444,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,548346,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,548737,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,548497,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,548434,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,548445,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,548419,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,548330,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,548162,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,548322,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,548516,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,548105,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,548572,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,548397,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,548198,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,547779,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,547548,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,547809,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,548200,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,548268,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,548421,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,547983,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,548256,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,548335,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,548452,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,548131,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,548210,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,548226,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,548401,0.0,0.0
