TIMESTAMP,FROGE28589_OPEN_PRICE_USD,FROGE28589_HIGH_PRICE_USD,FROGE28589_LOW_PRICE_USD,FROGE28589_CLOSE_PRICE_USD,FROGE28589_VOLUME_USD,FROGE28589_DIVIDENDS_USD,FROGE28589_STOCK_SPLITS_USD
2023-12-05 00:00:00+00:00,,,,0.0,3648970,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,2522891,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,1736512,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,985201,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,1231439,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,659928,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,787291,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,734957,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,1030787,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,1002085,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,677490,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,519860,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,590105,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,569955,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,634683,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,702618,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,574931,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,594377,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,537548,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,585085,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,523806,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,486199,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,514673,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,520480,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,1063513,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,577353,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,1409253,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,756825,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,667088,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,647253,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,611519,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,578304,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,669990,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,518050,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,850838,0.0,0.0
