TIMESTAMP,PLN_OPEN_PRICE_USD,PLN_HIGH_PRICE_USD,PLN_LOW_PRICE_USD,PLN_CLOSE_PRICE_USD,PLN_VOLUME_USD,PLN_DIVIDENDS_USD,PLN_STOCK_SPLITS_USD
2021-11-22 00:00:00+00:00,0.00035099999513477087,0.00042100000428035855,0.00019099999917671084,0.0002690000110305846,1133470,0.0,0.0
2021-11-23 00:00:00+00:00,0.0002690000110305846,0.0002880000101868063,0.00010800000018207356,0.00010900000052060932,966377,0.0,0.0
2021-11-24 00:00:00+00:00,0.00010900000052060932,0.00014000000373926014,0.0,0.00010699999984353781,133790,0.0,0.0
2021-11-25 00:00:00+00:00,9.699999645818025e-05,0.00011000000085914508,8.600000001024455e-05,9.000000136438757e-05,47177,0.0,0.0
2021-11-26 00:00:00+00:00,0.00010800000018207356,0.00011000000085914508,8.299999899463728e-05,8.299999899463728e-05,26024,0.0,0.0
2021-11-27 00:00:00+00:00,8.299999899463728e-05,8.900000102585182e-05,8.299999899463728e-05,8.70000003487803e-05,0,0.0,0.0
2021-11-28 00:00:00+00:00,8.70000003487803e-05,8.900000102585182e-05,8.399999933317304e-05,8.800000068731606e-05,0,0.0,0.0
2021-11-29 00:00:00+00:00,8.800000068731606e-05,9.100000170292333e-05,8.70000003487803e-05,9.000000136438757e-05,0,0.0,0.0
2021-11-30 00:00:00+00:00,9.000000136438757e-05,9.200000204145908e-05,6.70000008540228e-05,6.70000008540228e-05,9735,0.0,0.0
2021-12-01 00:00:00+00:00,6.500000017695129e-05,7.599999662488699e-05,5.999999848427251e-05,6.70000008540228e-05,15614,0.0,0.0
2021-12-02 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,5.8000001445179805e-05,5.900000178371556e-05,10350,0.0,0.0
2021-12-03 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,4.8000001697801054e-05,5.0999999075429514e-05,9551,0.0,0.0
2021-12-04 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.400000034365803e-05,4.999999873689376e-05,5869,0.0,0.0
2021-12-05 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.8000001697801054e-05,5.0999999075429514e-05,3250,0.0,0.0
2021-12-06 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.70000013592653e-05,4.999999873689376e-05,3003,0.0,0.0
2021-12-07 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.400000034365803e-05,4.8000001697801054e-05,4525,0.0,0.0
2021-12-08 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.5000000682193786e-05,4.70000013592653e-05,4177,0.0,0.0
2021-12-09 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.3000000005122274e-05,4.5000000682193786e-05,1749,0.0,0.0
2021-12-10 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.400000034365803e-05,4.400000034365803e-05,2266,0.0,0.0
2021-12-11 00:00:00+00:00,4.400000034365803e-05,4.70000013592653e-05,4.199999966658652e-05,4.70000013592653e-05,2394,0.0,0.0
2021-12-12 00:00:00+00:00,4.70000013592653e-05,4.8999998398358e-05,4.400000034365803e-05,4.8999998398358e-05,2173,0.0,0.0
2021-12-13 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.5000000682193786e-05,4.5000000682193786e-05,1019,0.0,0.0
2021-12-14 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.199999966658652e-05,4.400000034365803e-05,1145,0.0,0.0
2021-12-15 00:00:00+00:00,4.400000034365803e-05,4.600000102072954e-05,3.9999998989515007e-05,4.600000102072954e-05,1210,0.0,0.0
2021-12-16 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.5000000682193786e-05,4.5000000682193786e-05,284,0.0,0.0
2021-12-17 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.400000034365803e-05,4.70000013592653e-05,753,0.0,0.0
2021-12-18 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.600000102072954e-05,4.70000013592653e-05,803,0.0,0.0
2021-12-19 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.400000034365803e-05,4.400000034365803e-05,1264,0.0,0.0
2021-12-20 00:00:00+00:00,4.400000034365803e-05,5.500000042957254e-05,4.199999966658652e-05,5.400000009103678e-05,7412,0.0,0.0
2021-12-21 00:00:00+00:00,5.400000009103678e-05,5.6000000768108293e-05,5.400000009103678e-05,5.6000000768108293e-05,7844,0.0,0.0
