TIMESTAMP,DUCK36220_OPEN_PRICE_USD,DUCK36220_HIGH_PRICE_USD,DUCK36220_LOW_PRICE_USD,DUCK36220_CLOSE_PRICE_USD,DUCK36220_VOLUME_USD,DUCK36220_DIVIDENDS_USD,DUCK36220_STOCK_SPLITS_USD
2025-04-08 00:00:00+00:00,0.00015500000154133886,0.00024399999529123306,0.00015500000154133886,0.00019799999427050352,360250,0.0,0.0
2025-04-09 00:00:00+00:00,0.00019799999427050352,0.00022200000239536166,0.00010099999781232327,0.000195999993593432,413670,0.0,0.0
2025-04-10 00:00:00+00:00,0.000195999993593432,0.0002800000074785203,0.00014400000509340316,0.00014699999883305281,351178,0.0,0.0
2025-04-11 00:00:00+00:00,0.00014699999883305281,0.00031400000443682075,0.0001449999981559813,0.00021800000104121864,481967,0.0,0.0
2025-04-12 00:00:00+00:00,0.00021899999410379678,0.00030399998649954796,0.00020900000527035445,0.00021499999274965376,425268,0.0,0.0
2025-04-13 00:00:00+00:00,0.00021399999968707561,0.00021600000036414713,0.00015300000086426735,0.00016900000628083944,115206,0.0,0.0
2025-04-14 00:00:00+00:00,0.00016900000628083944,0.0001720000000204891,9.40000027185306e-05,9.600000339560211e-05,51893,0.0,0.0
2025-04-15 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,7.200000254670158e-05,7.200000254670158e-05,8522,0.0,0.0
2025-04-16 00:00:00+00:00,7.200000254670158e-05,7.699999696342275e-05,4.600000102072954e-05,4.600000102072954e-05,9172,0.0,0.0
2025-04-17 00:00:00+00:00,4.600000102072954e-05,5.8000001445179805e-05,4.600000102072954e-05,4.8000001697801054e-05,8764,0.0,0.0
2025-04-18 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.5000000682193786e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,728,0.0,0.0
2025-04-21 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,1085,0.0,0.0
2025-04-22 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.5000000934815034e-05,3.5000000934815034e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.400000059627928e-05,3.400000059627928e-05,167,0.0,0.0
2025-04-24 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,3.199999991920777e-05,4.5000000682193786e-05,3.199999991920777e-05,3.899999865097925e-05,5203,0.0,0.0
2025-04-27 00:00:00+00:00,3.899999865097925e-05,7.300000288523734e-05,3.899999865097925e-05,5.999999848427251e-05,21720,0.0,0.0
2025-04-28 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.199999941396527e-05,5.400000009103678e-05,0,0.0,0.0
2025-04-29 00:00:00+00:00,5.400000009103678e-05,5.400000009103678e-05,4.400000034365803e-05,4.400000034365803e-05,2640,0.0,0.0
2025-04-30 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-01 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,4.099999932805076e-05,35,0.0,0.0
2025-05-02 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-03 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-04 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-05 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-06 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,3.099999958067201e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.199999991920777e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-11 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-12 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.300000025774352e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-13 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-14 00:00:00+00:00,3.199999991920777e-05,3.300000025774352e-05,3.199999991920777e-05,3.300000025774352e-05,0,0.0,0.0
2025-05-15 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.199999991920777e-05,0,0.0,0.0
