TIMESTAMP,TMC19615_OPEN_PRICE_USD,TMC19615_HIGH_PRICE_USD,TMC19615_LOW_PRICE_USD,TMC19615_CLOSE_PRICE_USD,TMC19615_VOLUME_USD,TMC19615_DIVIDENDS_USD,TMC19615_STOCK_SPLITS_USD
2022-04-20 00:00:00+00:00,,,,0.0,1689285,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,631644,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,161012,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,256646,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,251511,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,43704,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,19884,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,14732,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,304207,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,331777,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,106077,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,98422,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,93785,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,38589,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,24583,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,25110,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,20481,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,18865,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,17471,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,5236,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,4677,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,7215,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,9975,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,9588,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,16036,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,26381,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,22077,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,13044,0.0,0.0
