TIMESTAMP,DF_OPEN_PRICE_USD,DF_HIGH_PRICE_USD,DF_LOW_PRICE_USD,DF_CLOSE_PRICE_USD,DF_VOLUME_USD,DF_DIVIDENDS_USD,DF_STOCK_SPLITS_USD
2020-06-22 00:00:00+00:00,0.37234801054000854,0.3768619894981384,0.29772600531578064,0.3600209951400757,240181,0.0,0.0
2020-06-23 00:00:00+00:00,0.3616139888763428,0.4459809958934784,0.3216710090637207,0.39320099353790283,149736,0.0,0.0
2020-06-24 00:00:00+00:00,0.388931006193161,0.6302909851074219,0.3832939863204956,0.483491986989975,516735,0.0,0.0
2020-06-25 00:00:00+00:00,0.47020599246025085,0.49764901399612427,0.40532299876213074,0.42656800150871277,227588,0.0,0.0
2020-06-26 00:00:00+00:00,0.42631399631500244,0.4898490011692047,0.38558900356292725,0.42236700654029846,225487,0.0,0.0
2020-06-27 00:00:00+00:00,0.41975799202919006,0.4225580096244812,0.3452329933643341,0.36316999793052673,163148,0.0,0.0
2020-06-28 00:00:00+00:00,0.36316999793052673,0.4065589904785156,0.339711993932724,0.38127601146698,151797,0.0,0.0
2020-06-29 00:00:00+00:00,0.3809329867362976,0.38769999146461487,0.3419399857521057,0.36062100529670715,110910,0.0,0.0
2020-06-30 00:00:00+00:00,0.36009201407432556,0.3799610137939453,0.35258400440216064,0.3611379861831665,70419,0.0,0.0
2020-07-01 00:00:00+00:00,0.3617419898509979,0.543258011341095,0.35794198513031006,0.5029990077018738,350003,0.0,0.0
2020-07-02 00:00:00+00:00,0.5029450058937073,0.5064679980278015,0.391743004322052,0.42418399453163147,182491,0.0,0.0
2020-07-03 00:00:00+00:00,0.4230650067329407,0.48601600527763367,0.3215450048446655,0.339123010635376,364973,0.0,0.0
2020-07-04 00:00:00+00:00,0.33964699506759644,0.3424769937992096,0.2674799859523773,0.26822200417518616,244468,0.0,0.0
2020-07-05 00:00:00+00:00,0.2690719962120056,0.2718389928340912,0.2075430005788803,0.24163299798965454,255939,0.0,0.0
2020-07-06 00:00:00+00:00,0.24163299798965454,0.29648900032043457,0.241224005818367,0.2624019980430603,232437,0.0,0.0
2020-07-07 00:00:00+00:00,0.262364000082016,0.2798689901828766,0.2565250098705292,0.2695460021495819,209850,0.0,0.0
2020-07-08 00:00:00+00:00,0.2695460021495819,0.271261990070343,0.2610990107059479,0.2673490047454834,192530,0.0,0.0
2020-07-09 00:00:00+00:00,0.2673789858818054,0.2871589958667755,0.2658720016479492,0.2801080048084259,220161,0.0,0.0
2020-07-10 00:00:00+00:00,0.27960601449012756,0.2868629992008209,0.27658799290657043,0.28497201204299927,175633,0.0,0.0
2020-07-11 00:00:00+00:00,0.2851699888706207,0.2952820062637329,0.28237900137901306,0.2827340066432953,192526,0.0,0.0
