TIMESTAMP,TEE_OPEN_PRICE_USD,TEE_HIGH_PRICE_USD,TEE_LOW_PRICE_USD,TEE_CLOSE_PRICE_USD,TEE_VOLUME_USD,TEE_DIVIDENDS_USD,TEE_STOCK_SPLITS_USD
2023-09-29 00:00:00+00:00,4.5365471839904785,4.536552906036377,4.460329055786133,4.521091938018799,76811,0.0,0.0
2023-09-30 00:00:00+00:00,4.521114826202393,4.538904190063477,4.461082935333252,4.534319877624512,75511,0.0,0.0
2023-10-01 00:00:00+00:00,4.534172058105469,4.552164077758789,4.461655139923096,4.528593063354492,74634,0.0,0.0
2023-10-02 00:00:00+00:00,4.52831506729126,4.535201072692871,4.32029390335083,4.421300888061523,73929,0.0,0.0
2023-10-03 00:00:00+00:00,4.421004772186279,4.434474945068359,4.35062313079834,4.4193501472473145,74694,0.0,0.0
2023-10-04 00:00:00+00:00,4.419216156005859,4.433173179626465,4.350139141082764,4.420246124267578,73485,0.0,0.0
2023-10-05 00:00:00+00:00,4.420372009277344,4.430823802947998,4.34893798828125,4.421854019165039,73601,0.0,0.0
2023-10-06 00:00:00+00:00,4.421976089477539,4.4306159019470215,4.350873947143555,4.4195661544799805,72602,0.0,0.0
2023-10-07 00:00:00+00:00,4.41963005065918,4.54438591003418,4.39251184463501,4.520339012145996,78754,0.0,0.0
2023-10-08 00:00:00+00:00,4.520442962646484,4.539937973022461,4.464406967163086,4.515402793884277,73767,0.0,0.0
2023-10-09 00:00:00+00:00,4.5153889656066895,4.536969184875488,4.27144193649292,4.412477970123291,72950,0.0,0.0
2023-10-10 00:00:00+00:00,4.412394046783447,4.444684028625488,4.362086772918701,4.42181396484375,71832,0.0,0.0
2023-10-11 00:00:00+00:00,4.42172908782959,4.442331790924072,4.361617088317871,4.379508972167969,67927,0.0,0.0
2023-10-12 00:00:00+00:00,4.379195213317871,4.436318874359131,4.3645172119140625,4.406476974487305,61165,0.0,0.0
2023-10-13 00:00:00+00:00,4.406344890594482,4.435172080993652,4.3622589111328125,4.408217906951904,62082,0.0,0.0
2023-10-14 00:00:00+00:00,4.4082207679748535,4.439638137817383,4.363434791564941,4.383494853973389,59006,0.0,0.0
2023-10-15 00:00:00+00:00,4.38356876373291,4.432759761810303,4.374146938323975,4.418614864349365,53696,0.0,0.0
2023-10-16 00:00:00+00:00,4.41871976852417,5.394679069519043,4.303586006164551,5.333169937133789,86617,0.0,0.0
2023-10-17 00:00:00+00:00,5.332965850830078,11.347187042236328,5.32686185836792,11.234519004821777,358018,0.0,0.0
2023-10-18 00:00:00+00:00,11.234514236450195,11.272457122802734,11.138677597045898,11.239144325256348,120512,0.0,0.0
2023-10-19 00:00:00+00:00,11.239227294921875,11.251587867736816,11.155832290649414,11.216651916503906,117213,0.0,0.0
2023-10-20 00:00:00+00:00,11.216721534729004,11.28654956817627,11.131661415100098,11.159041404724121,116777,0.0,0.0
2023-10-21 00:00:00+00:00,11.158316612243652,11.279069900512695,11.129484176635742,11.143030166625977,118507,0.0,0.0
2023-10-22 00:00:00+00:00,11.142767906188965,11.276806831359863,11.13904094696045,11.159014701843262,116695,0.0,0.0
2023-10-23 00:00:00+00:00,11.14722728729248,11.288412094116211,11.130773544311523,11.23777961730957,118401,0.0,0.0
2023-10-24 00:00:00+00:00,11.239174842834473,11.266222953796387,11.149948120117188,11.207218170166016,115001,0.0,0.0
2023-10-25 00:00:00+00:00,11.207603454589844,11.292884826660156,11.11724853515625,11.151082038879395,107462,0.0,0.0
2023-10-26 00:00:00+00:00,11.151165008544922,11.282369613647461,11.134848594665527,11.233477592468262,111178,0.0,0.0
2023-10-27 00:00:00+00:00,11.23339557647705,11.274500846862793,11.145703315734863,11.241669654846191,108196,0.0,0.0
2023-10-28 00:00:00+00:00,11.241706848144531,11.25935173034668,11.060503959655762,11.127484321594238,104995,0.0,0.0
2023-10-29 00:00:00+00:00,11.127679824829102,11.22581958770752,11.048194885253906,11.172138214111328,105371,0.0,0.0
2023-10-30 00:00:00+00:00,11.172368049621582,11.239657402038574,11.071162223815918,11.156696319580078,102881,0.0,0.0
2023-10-31 00:00:00+00:00,11.157198905944824,11.242776870727539,11.077412605285645,11.107236862182617,99539,0.0,0.0
2023-11-01 00:00:00+00:00,11.1071195602417,16.59620475769043,11.087601661682129,16.524744033813477,258125,0.0,0.0
2023-11-02 00:00:00+00:00,16.524879455566406,17.88562774658203,16.459070205688477,17.54825210571289,227782,0.0,0.0
2023-11-03 00:00:00+00:00,17.547740936279297,17.642236709594727,17.46765899658203,17.611845016479492,144640,0.0,0.0
2023-11-04 00:00:00+00:00,17.6124324798584,17.659717559814453,17.37033462524414,17.542583465576172,125847,0.0,0.0
2023-11-05 00:00:00+00:00,17.54167938232422,17.66970443725586,17.299591064453125,17.407398223876953,110667,0.0,0.0
2023-11-06 00:00:00+00:00,17.407379150390625,17.483257293701172,16.312143325805664,16.36060905456543,124132,0.0,0.0
2023-11-07 00:00:00+00:00,16.36124610900879,16.70554542541504,16.316604614257812,16.5308837890625,120690,0.0,0.0
2023-11-08 00:00:00+00:00,16.531391143798828,16.813108444213867,16.519760131835938,16.64665985107422,116375,0.0,0.0
2023-11-09 00:00:00+00:00,16.647401809692383,16.81295394897461,16.608911514282227,16.660791397094727,109617,0.0,0.0
2023-11-10 00:00:00+00:00,16.660930633544922,17.294435501098633,16.630109786987305,17.141742706298828,143268,0.0,0.0
2023-11-11 00:00:00+00:00,17.142013549804688,17.311769485473633,16.71410369873047,16.998722076416016,115811,0.0,0.0
2023-11-12 00:00:00+00:00,16.99863052368164,18.59889793395996,16.958425521850586,18.4079532623291,263825,0.0,0.0
