TIMESTAMP,RDO36634_OPEN_PRICE_USD,RDO36634_HIGH_PRICE_USD,RDO36634_LOW_PRICE_USD,RDO36634_CLOSE_PRICE_USD,Adj Close,RDO36634_VOLUME_USD,RDO36634_DIVIDENDS_USD,RDO36634_STOCK_SPLITS_USD
,0.008284938521683216,0.009679502807557583,0.008284938521683216,0.008300930261611938,,16250610.0,0.0,0.0
