TIMESTAMP,PEPY_OPEN_PRICE_USD,PEPY_HIGH_PRICE_USD,PEPY_LOW_PRICE_USD,PEPY_CLOSE_PRICE_USD,PEPY_VOLUME_USD,PEPY_DIVIDENDS_USD,PEPY_STOCK_SPLITS_USD
2024-04-15 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,289132,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,130830,0.0,0.0
2024-04-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,72374,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,76928,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,69299,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,72473,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,13372,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,38050,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,8380,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,16418,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,16016,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,5061,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,4510,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,9270,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,3186,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,1324,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,1286,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,4638,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,2828,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,5803,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1678,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,1124,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,592,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,2810,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,1709,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,2820,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,2508,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,2252,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,652,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,2135,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,3385,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,2093,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1505,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,6084,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,8181,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,1637,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,10436,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,5301,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,2923,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,675,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,8162,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,1875,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,914,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,2248,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,1067,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,2764,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,3037,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,3246,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,301,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,596,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,818,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,668,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,5785,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,92915,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,10908,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,5397,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,551,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,25729,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,3689,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,2849,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,786,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,3027,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,1040,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,201,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,248,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,4572,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,9129,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,1712,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,1824,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,226,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,721,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,308,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,1096,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,498,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,343,0.0,0.0
