TIMESTAMP,RARE32377_OPEN_PRICE_USD,RARE32377_HIGH_PRICE_USD,RARE32377_LOW_PRICE_USD,RARE32377_CLOSE_PRICE_USD,RARE32377_VOLUME_USD,RARE32377_DIVIDENDS_USD,RARE32377_STOCK_SPLITS_USD
2024-07-24 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,974075,0.0,0.0
2024-07-25 00:00:00+00:00,3.000000106112566e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,1223220,0.0,0.0
2024-07-26 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,714070,0.0,0.0
2024-07-27 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,472629,0.0,0.0
2024-07-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,473102,0.0,0.0
2024-07-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,166747,0.0,0.0
2024-07-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,107840,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,45043,0.0,0.0
2024-08-01 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,82071,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,33846,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,32904,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,25784,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,5300,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,5113,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,6017,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,2373,0.0,0.0
