TIMESTAMP,S34524_OPEN_PRICE_USD,S34524_HIGH_PRICE_USD,S34524_LOW_PRICE_USD,S34524_CLOSE_PRICE_USD,S34524_VOLUME_USD,S34524_DIVIDENDS_USD,S34524_STOCK_SPLITS_USD
2025-01-11 00:00:00+00:00,,,,0.0,814,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,694,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,126,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,246,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,1392,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,1104,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,217,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,2254,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,3525,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,2843,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1502,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,947,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,378,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,798,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,746,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,259,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,196,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,184,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,442,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,996,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,79,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,53,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,335,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,299,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,775,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,118,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,235,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,6433,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,22308,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,632,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,176,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,75,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,35,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,397,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,224,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-06-01 00:00:00+00:00,1.0817331741463931e-07,1.0817331741463931e-07,1.0443184095265678e-07,1.080421014876265e-07,8,0.0,0.0
