TIMESTAMP,STTON_OPEN_PRICE_USD,STTON_HIGH_PRICE_USD,STTON_LOW_PRICE_USD,STTON_CLOSE_PRICE_USD,STTON_VOLUME_USD,STTON_DIVIDENDS_USD,STTON_STOCK_SPLITS_USD
2023-12-21 00:00:00+00:00,2.390573024749756,2.4129130840301514,2.291982889175415,2.294827938079834,200,0.0,0.0
2023-12-22 00:00:00+00:00,2.294827938079834,2.4291141033172607,2.234416961669922,2.319209098815918,490,0.0,0.0
2023-12-23 00:00:00+00:00,2.319159984588623,2.4334490299224854,2.222399950027466,2.27059006690979,546,0.0,0.0
2023-12-24 00:00:00+00:00,2.270704984664917,2.294382095336914,2.1765120029449463,2.230681896209717,132,0.0,0.0
2023-12-25 00:00:00+00:00,2.230681896209717,2.3619210720062256,2.2005650997161865,2.3415799140930176,374,0.0,0.0
2023-12-26 00:00:00+00:00,2.3417720794677734,2.365319013595581,2.171031951904297,2.1773290634155273,200,0.0,0.0
2023-12-27 00:00:00+00:00,2.1773290634155273,2.225822925567627,2.1059610843658447,2.1570470333099365,165,0.0,0.0
2023-12-28 00:00:00+00:00,2.1570470333099365,2.296941041946411,2.148263931274414,2.19394588470459,227,0.0,0.0
2023-12-29 00:00:00+00:00,2.19394588470459,2.3860440254211426,2.18487811088562,2.3679230213165283,1374,0.0,0.0
2023-12-30 00:00:00+00:00,2.3679230213165283,2.509737968444824,2.2612810134887695,2.4590981006622314,759,0.0,0.0
2023-12-31 00:00:00+00:00,2.4590981006622314,2.4616870880126953,2.3522579669952393,2.3892159461975098,119,0.0,0.0
2024-01-01 00:00:00+00:00,2.3892159461975098,2.4126620292663574,2.3406500816345215,2.375936985015869,447,0.0,0.0
2024-01-02 00:00:00+00:00,2.375936985015869,2.454719066619873,2.3104639053344727,2.3391079902648926,583,0.0,0.0
2024-01-03 00:00:00+00:00,2.3391079902648926,2.3509349822998047,1.95694899559021,2.2412540912628174,39,0.0,0.0
2024-01-04 00:00:00+00:00,2.2412540912628174,2.2882750034332275,2.172950029373169,2.209644079208374,351,0.0,0.0
2024-01-05 00:00:00+00:00,2.209644079208374,2.2420690059661865,2.042943000793457,2.076251983642578,240,0.0,0.0
2024-01-06 00:00:00+00:00,2.076251983642578,2.221029043197632,2.042952060699463,2.2053329944610596,0,0.0,0.0
2024-01-07 00:00:00+00:00,2.2053329944610596,2.3828868865966797,2.2053329944610596,2.239319086074829,156,0.0,0.0
2024-01-08 00:00:00+00:00,2.239319086074829,2.2688019275665283,2.161442995071411,2.2663838863372803,0,0.0,0.0
2024-01-09 00:00:00+00:00,2.2663838863372803,2.2663838863372803,2.2663838863372803,2.2663838863372803,0,0.0,0.0
2024-01-10 00:00:00+00:00,2.2663838863372803,2.3166699409484863,2.1978330612182617,2.3166699409484863,812,0.0,0.0
2024-01-11 00:00:00+00:00,2.3166699409484863,2.343079090118408,2.2018771171569824,2.269934892654419,461,0.0,0.0
