TIMESTAMP,RWA_OPEN_PRICE_USD,RWA_HIGH_PRICE_USD,RWA_LOW_PRICE_USD,RWA_CLOSE_PRICE_USD,RWA_VOLUME_USD,RWA_DIVIDENDS_USD,RWA_STOCK_SPLITS_USD
2024-02-09 00:00:00+00:00,0.051072001457214355,0.05218200013041496,0.04631099849939346,0.05000799894332886,68938,0.0,0.0
2024-02-10 00:00:00+00:00,0.05003799870610237,0.05252800136804581,0.04772200062870979,0.05246499925851822,61317,0.0,0.0
2024-02-11 00:00:00+00:00,0.05234700068831444,0.05256599932909012,0.04554999992251396,0.04702199995517731,69824,0.0,0.0
2024-02-12 00:00:00+00:00,0.04702199995517731,0.05310000106692314,0.046658001840114594,0.05247800052165985,67908,0.0,0.0
2024-02-13 00:00:00+00:00,0.05247100070118904,0.06067600101232529,0.048896998167037964,0.052414000034332275,0,0.0,0.0
2024-02-14 00:00:00+00:00,0.052414000034332275,0.056317999958992004,0.05076200142502785,0.05301100015640259,1347,0.0,0.0
2024-02-15 00:00:00+00:00,0.05301100015640259,0.05302700027823448,0.052893999963998795,0.05302700027823448,1254,0.0,0.0
2024-02-16 00:00:00+00:00,0.05302700027823448,0.053130000829696655,0.052285000681877136,0.052285000681877136,6325,0.0,0.0
2024-02-17 00:00:00+00:00,0.052285000681877136,0.05260699987411499,0.04788200184702873,0.04824100062251091,442,0.0,0.0
2024-02-18 00:00:00+00:00,0.04824100062251091,0.05325299873948097,0.04824100062251091,0.05325299873948097,10983,0.0,0.0
2024-02-19 00:00:00+00:00,0.05325299873948097,0.05783899873495102,0.05316000059247017,0.05755599960684776,31427,0.0,0.0
2024-02-20 00:00:00+00:00,0.05755599960684776,0.06563399732112885,0.05682000145316124,0.06555700302124023,23763,0.0,0.0
2024-02-21 00:00:00+00:00,0.06555700302124023,0.06593199819326401,0.06361199915409088,0.06520599871873856,10097,0.0,0.0
2024-02-22 00:00:00+00:00,0.06520599871873856,0.06895799934864044,0.06520599871873856,0.06895799934864044,13381,0.0,0.0
2024-02-23 00:00:00+00:00,0.06895799934864044,0.08244100213050842,0.06895799934864044,0.08244100213050842,58451,0.0,0.0
2024-02-24 00:00:00+00:00,0.08244100213050842,0.08892600238323212,0.07502800226211548,0.07502800226211548,96053,0.0,0.0
2024-02-25 00:00:00+00:00,0.07502800226211548,0.0879329964518547,0.07425200194120407,0.08733899891376495,74156,0.0,0.0
2024-02-26 00:00:00+00:00,0.08733899891376495,0.0927169993519783,0.07969699800014496,0.07969699800014496,132712,0.0,0.0
2024-02-27 00:00:00+00:00,0.07969699800014496,0.08224400132894516,0.07416900247335434,0.0755859985947609,79468,0.0,0.0
2024-02-28 00:00:00+00:00,0.0755859985947609,0.08356299996376038,0.07504399865865707,0.07983800023794174,33475,0.0,0.0
2024-02-29 00:00:00+00:00,0.07983800023794174,0.08058000355958939,0.07505100220441818,0.07596399635076523,35791,0.0,0.0
2024-03-01 00:00:00+00:00,0.07596399635076523,0.07786700129508972,0.06369300186634064,0.07245100289583206,56265,0.0,0.0
2024-03-02 00:00:00+00:00,0.07240500301122665,0.07365500181913376,0.06862600147724152,0.06870599836111069,60179,0.0,0.0
2024-03-03 00:00:00+00:00,0.06876400113105774,0.08101899921894073,0.06876400113105774,0.08086399734020233,79271,0.0,0.0
