TIMESTAMP,GENE34235_OPEN_PRICE_USD,GENE34235_HIGH_PRICE_USD,GENE34235_LOW_PRICE_USD,GENE34235_CLOSE_PRICE_USD,GENE34235_VOLUME_USD,GENE34235_DIVIDENDS_USD,GENE34235_STOCK_SPLITS_USD
2024-12-08 00:00:00+00:00,,,,0.0,11876,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,8723,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,7460,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,7534,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,4526,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,5417,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,2422,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1797,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,3290,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,703,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,1411,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,730,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,2936,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,879,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1135,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,1183,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,5526,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,2632,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,2071,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1232,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,713,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,1993,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,236,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,222,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,273,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,309,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,1859,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,342,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,355,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,1783,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,583,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1815,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,152,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,226,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,192,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,374,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,120,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,147,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,2546,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,2510,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,452,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,418,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,83,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,51,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,6,0.0,0.0
