TIMESTAMP,TITI_OPEN_PRICE_USD,TITI_HIGH_PRICE_USD,TITI_LOW_PRICE_USD,TITI_CLOSE_PRICE_USD,TITI_VOLUME_USD,TITI_DIVIDENDS_USD,TITI_STOCK_SPLITS_USD
2022-02-21 00:00:00+00:00,,,,0.0,8775601,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,12030214,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,3497182,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,956105,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,363627,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,126782,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,100935,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,96173,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,25319,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,13298,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,12789,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,20592,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,221835,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,213541,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,42727,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,34841,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,4294,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,4343,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,2905,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,1273,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,2258,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,3654,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,3443,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,13784,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,13679,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,2176,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,33310054,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,66304043,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,41652032,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,13032265,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,7697932,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,4635078,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,3982875,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,5285380,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,4455384,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,3086343,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,3858155,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,1916666,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,1047315,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,1032965,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,606291,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,634200,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,873892,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,1022267,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,835386,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,677035,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,449935,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,5188217,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,7131051,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,2785198,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,1831534,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,1208762,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,356655,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,1102033,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,1194226,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,421717,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,534081,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,608404,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,343922,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,288009,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,251902,0.0,0.0
