TIMESTAMP,PENDY_OPEN_PRICE_USD,PENDY_HIGH_PRICE_USD,PENDY_LOW_PRICE_USD,PENDY_CLOSE_PRICE_USD,PENDY_VOLUME_USD,PENDY_DIVIDENDS_USD,PENDY_STOCK_SPLITS_USD
2024-09-08 00:00:00+00:00,,,,0.0,4155,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,3740,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,271,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,886,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,2663,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,892,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,170,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,1436,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,3358,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,542,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,1181,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,1463,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,1457,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,1056,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,1269,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,504,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,691,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,1139,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,2298,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,240,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,92,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,501,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,861,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,73,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,366,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,169,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,577,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,1260,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,1602,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,6863,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,1568,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,2908,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,995,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,896,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,493,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,670,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,431,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,508,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1171,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,801,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,260,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,861,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,297,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,25314,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,15547,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,2729,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,983,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,392,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,590,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,389,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,620,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,68,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,180,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,65,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,651,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,567,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,1170,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,69,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,760,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,938,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,99,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,705,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,241,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,40,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,200,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,151,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,40,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,139,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,199,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,194,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,65,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,33,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,160,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,147,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,162,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,345,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,37,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,48,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,4,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,586,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,283,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,45,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,372,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,80,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,36,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,242,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,2745,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,11328,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,1690,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,209,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,99,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-06-01 00:00:00+00:00,5.8150061155171073e-11,5.817837531174597e-11,5.6642510126714285e-11,5.6876062887178946e-11,79,0.0,0.0
