TIMESTAMP,PRE29149_OPEN_PRICE_USD,PRE29149_HIGH_PRICE_USD,PRE29149_LOW_PRICE_USD,PRE29149_CLOSE_PRICE_USD,PRE29149_VOLUME_USD,PRE29149_DIVIDENDS_USD,PRE29149_STOCK_SPLITS_USD
2024-01-23 00:00:00+00:00,0.0018870000494644046,0.0024900001008063555,0.0016120000509545207,0.0019539999775588512,636283,0.0,0.0
2024-01-24 00:00:00+00:00,0.0019490000559017062,0.005415000021457672,0.001934999949298799,0.003965000156313181,1087708,0.0,0.0
2024-01-25 00:00:00+00:00,0.003957000095397234,0.007368999999016523,0.0038689998909831047,0.007054999936372042,2307459,0.0,0.0
2024-01-26 00:00:00+00:00,0.007056000176817179,0.008958999998867512,0.005133999977260828,0.005394000094383955,2503199,0.0,0.0
2024-01-27 00:00:00+00:00,0.005384000018239021,0.00621700007468462,0.0033809999004006386,0.004695999901741743,1595935,0.0,0.0
2024-01-28 00:00:00+00:00,0.004683999810367823,0.005322999786585569,0.0025110000278800726,0.0033309999853372574,916357,0.0,0.0
2024-01-29 00:00:00+00:00,0.003333000000566244,0.004209000151604414,0.0026700000744313,0.00317199993878603,921360,0.0,0.0
2024-01-30 00:00:00+00:00,0.003134000115096569,0.003134000115096569,0.0013500000350177288,0.002245000097900629,955277,0.0,0.0
2024-01-31 00:00:00+00:00,0.002245000097900629,0.002951999893411994,0.0014659999869763851,0.0016799999866634607,554350,0.0,0.0
2024-02-01 00:00:00+00:00,0.0016659999964758754,0.0017130000051110983,0.0009410000056959689,0.0012629999546334147,494629,0.0,0.0
2024-02-02 00:00:00+00:00,0.0012629999546334147,0.0013419999741017818,0.0009130000253207982,0.0009679999784566462,209818,0.0,0.0
2024-02-03 00:00:00+00:00,0.0009679999784566462,0.0012209999840706587,0.0008980000275187194,0.0010860000038519502,89808,0.0,0.0
2024-02-04 00:00:00+00:00,0.0010860000038519502,0.002056000055745244,0.000981000019237399,0.0013370000524446368,237391,0.0,0.0
2024-02-05 00:00:00+00:00,0.0013370000524446368,0.001572999986819923,0.0008859999943524599,0.0010000000474974513,248869,0.0,0.0
2024-02-06 00:00:00+00:00,0.0010000000474974513,0.0010000000474974513,0.0007479999912902713,0.0008779999916441739,147178,0.0,0.0
2024-02-07 00:00:00+00:00,0.0008730000117793679,0.0008750000270083547,0.0006910000229254365,0.0007029999978840351,100659,0.0,0.0
2024-02-08 00:00:00+00:00,0.0007029999978840351,0.0007919999770820141,0.0005130000063218176,0.000526999996509403,76241,0.0,0.0
2024-02-09 00:00:00+00:00,0.0005310000269673765,0.0009040000149980187,0.00036299999919719994,0.0004720000142697245,166440,0.0,0.0
2024-02-10 00:00:00+00:00,0.0004720000142697245,0.0006089999806135893,0.00039900001138448715,0.0004579999949783087,75118,0.0,0.0
2024-02-11 00:00:00+00:00,0.0004579999949783087,0.00046800001291558146,0.00037299998803064227,0.0004140000091865659,48271,0.0,0.0
2024-02-12 00:00:00+00:00,0.0004140000091865659,0.0004529999860096723,0.0002390000008745119,0.0003330000035930425,116451,0.0,0.0
2024-02-13 00:00:00+00:00,0.0003330000035930425,0.0003330000035930425,0.00013800000306218863,0.00013800000306218863,79229,0.0,0.0
2024-02-14 00:00:00+00:00,0.00013800000306218863,0.00015999999595806003,0.00010299999848939478,0.00011600000289035961,39999,0.0,0.0
2024-02-15 00:00:00+00:00,0.00011600000289035961,0.00018200000340584666,0.0001140000022132881,0.00011500000255182385,37819,0.0,0.0
2024-02-16 00:00:00+00:00,0.00011500000255182385,0.0003020000003743917,0.00011100000119768083,0.00026199998683296144,57656,0.0,0.0
2024-02-17 00:00:00+00:00,0.00026199998683296144,0.0012509999796748161,0.00026199998683296144,0.0009500000160187483,422892,0.0,0.0
2024-02-18 00:00:00+00:00,0.0009539999882690609,0.0009560000034980476,0.0006019999855197966,0.00072900002123788,142056,0.0,0.0
