TIMESTAMP,TATE33648_OPEN_PRICE_USD,TATE33648_HIGH_PRICE_USD,TATE33648_LOW_PRICE_USD,TATE33648_CLOSE_PRICE_USD,TATE33648_VOLUME_USD,TATE33648_DIVIDENDS_USD,TATE33648_STOCK_SPLITS_USD
2024-10-25 00:00:00+00:00,0.014418000355362892,0.018341999500989914,0.011323000304400921,0.016466999426484108,2973721,0.0,0.0
2024-10-26 00:00:00+00:00,0.016109000891447067,0.01768600009381771,0.014507999643683434,0.01604600064456463,704257,0.0,0.0
2024-10-27 00:00:00+00:00,0.016039999201893806,0.02828099951148033,0.013656999915838242,0.022741999477148056,3524087,0.0,0.0
2024-10-28 00:00:00+00:00,0.02283399924635887,0.036212000995874405,0.016516000032424927,0.02380800060927868,6042634,0.0,0.0
2024-10-29 00:00:00+00:00,0.02250700071454048,0.032767001539468765,0.017254000529646873,0.01775299943983555,4762587,0.0,0.0
2024-10-30 00:00:00+00:00,0.01775299943983555,0.021500999107956886,0.01294699963182211,0.01374099962413311,3619894,0.0,0.0
2024-10-31 00:00:00+00:00,0.01374099962413311,0.015340999700129032,0.007400999777019024,0.008015000261366367,1628385,0.0,0.0
2024-11-01 00:00:00+00:00,0.008015000261366367,0.008927999995648861,0.005251999944448471,0.006477000191807747,884536,0.0,0.0
2024-11-02 00:00:00+00:00,0.006506999954581261,0.007807999849319458,0.005588999949395657,0.0058929999358952045,403215,0.0,0.0
2024-11-03 00:00:00+00:00,0.0058929999358952045,0.006417000200599432,0.005198999773710966,0.005611000116914511,230057,0.0,0.0
2024-11-04 00:00:00+00:00,0.005611000116914511,0.007606999948620796,0.005042000208050013,0.005444999784231186,356083,0.0,0.0
2024-11-05 00:00:00+00:00,0.005444999784231186,0.005803999956697226,0.004951000213623047,0.005055000074207783,168353,0.0,0.0
2024-11-06 00:00:00+00:00,0.005055000074207783,0.006297000218182802,0.003131000092253089,0.0040270001627504826,745047,0.0,0.0
2024-11-07 00:00:00+00:00,0.0040270001627504826,0.004435999784618616,0.0035359999164938927,0.003766000038012862,136626,0.0,0.0
2024-11-08 00:00:00+00:00,0.003766000038012862,0.011462000198662281,0.003513999981805682,0.006426000036299229,1451693,0.0,0.0
2024-11-09 00:00:00+00:00,0.006432000081986189,0.007340000011026859,0.004602000117301941,0.005485000088810921,977534,0.0,0.0
2024-11-10 00:00:00+00:00,0.005485000088810921,0.0061519998125731945,0.004298000130802393,0.005714000202715397,1079630,0.0,0.0
2024-11-11 00:00:00+00:00,0.005714000202715397,0.014732000418007374,0.004490000195801258,0.005824000108987093,3710301,0.0,0.0
2024-11-12 00:00:00+00:00,0.005824000108987093,0.008535999804735184,0.0054709999822080135,0.005942000076174736,1857490,0.0,0.0
2024-11-13 00:00:00+00:00,0.005942000076174736,0.006219000089913607,0.004600000102072954,0.0057680001482367516,1151490,0.0,0.0
2024-11-14 00:00:00+00:00,0.0057680001482367516,0.005841999780386686,0.004188000224530697,0.004863999783992767,900138,0.0,0.0
2024-11-15 00:00:00+00:00,0.004863999783992767,0.005541000049561262,0.00406700000166893,0.004774999804794788,917323,0.0,0.0
2024-11-16 00:00:00+00:00,0.004774999804794788,0.00482900021597743,0.004126000218093395,0.0042940001003444195,502390,0.0,0.0
2024-11-17 00:00:00+00:00,0.0042940001003444195,0.004573000129312277,0.003582000033929944,0.0037579999770969152,678715,0.0,0.0
2024-11-18 00:00:00+00:00,0.0037579999770969152,0.0038840000052005053,0.0029670000076293945,0.003017999930307269,490513,0.0,0.0
2024-11-19 00:00:00+00:00,0.003017999930307269,0.003918999806046486,0.0028550000861287117,0.002893999917432666,467900,0.0,0.0
2024-11-20 00:00:00+00:00,0.00291300006210804,0.0029929999727755785,0.002245000097900629,0.002633000025525689,333112,0.0,0.0
2024-11-21 00:00:00+00:00,0.002633000025525689,0.006508000195026398,0.0022169998846948147,0.0022360000293701887,2646139,0.0,0.0
2024-11-22 00:00:00+00:00,0.0022440000902861357,0.0023399998899549246,0.00202700006775558,0.0021559998858720064,229686,0.0,0.0
2024-11-23 00:00:00+00:00,0.002171000000089407,0.0021869998890906572,0.0018629999831318855,0.001921999966725707,122564,0.0,0.0
2024-11-24 00:00:00+00:00,0.001921999966725707,0.0021379999816417694,0.0018700000364333391,0.002051000017672777,87552,0.0,0.0
2024-11-25 00:00:00+00:00,0.002051000017672777,0.002346999943256378,0.0016110000433400273,0.0017219999572262168,263028,0.0,0.0
2024-11-26 00:00:00+00:00,0.0017219999572262168,0.0017460000235587358,0.0015660000499337912,0.0015719999792054296,62698,0.0,0.0
2024-11-27 00:00:00+00:00,0.0015719999792054296,0.002068999921903014,0.0015620000194758177,0.001981999957934022,72631,0.0,0.0
2024-11-28 00:00:00+00:00,0.001981999957934022,0.001981999957934022,0.0015750000020489097,0.0016560000367462635,86124,0.0,0.0
