TIMESTAMP,UNMD_OPEN_PRICE_USD,UNMD_HIGH_PRICE_USD,UNMD_LOW_PRICE_USD,UNMD_CLOSE_PRICE_USD,UNMD_VOLUME_USD,UNMD_DIVIDENDS_USD,UNMD_STOCK_SPLITS_USD
2024-02-13 00:00:00+00:00,0.7007570266723633,0.7051330208778381,0.6750900149345398,0.6960369944572449,130807,0.0,0.0
2024-02-14 00:00:00+00:00,0.6960369944572449,0.7280700206756592,0.6902620196342468,0.725400984287262,134802,0.0,0.0
2024-02-15 00:00:00+00:00,0.725400984287262,0.738618016242981,0.7084289789199829,0.7269949913024902,137235,0.0,0.0
2024-02-16 00:00:00+00:00,0.7269949913024902,0.7345409989356995,0.7117239832878113,0.7303450107574463,137322,0.0,0.0
2024-02-17 00:00:00+00:00,0.7303450107574463,0.7319120168685913,0.710191011428833,0.7234939932823181,137288,0.0,0.0
2024-02-18 00:00:00+00:00,0.7234939932823181,0.7397500276565552,0.7171630263328552,0.7290040254592896,137158,0.0,0.0
2024-02-19 00:00:00+00:00,0.7290040254592896,0.7408220171928406,0.7150170207023621,0.724249005317688,138394,0.0,0.0
2024-02-20 00:00:00+00:00,0.724249005317688,0.7422540187835693,0.70831298828125,0.7320989966392517,137866,0.0,0.0
2024-02-21 00:00:00+00:00,0.7320989966392517,0.7409679889678955,0.7083650231361389,0.7258650064468384,136672,0.0,0.0
2024-02-22 00:00:00+00:00,0.7258650064468384,0.7343729734420776,0.7132189869880676,0.7183859944343567,123586,0.0,0.0
2024-02-23 00:00:00+00:00,0.7183859944343567,0.7209320068359375,0.7079790234565735,0.7109730243682861,119313,0.0,0.0
2024-02-24 00:00:00+00:00,0.7109730243682861,0.7234979867935181,0.708200991153717,0.7220489978790283,119788,0.0,0.0
2024-02-25 00:00:00+00:00,0.7220489978790283,0.7334679961204529,0.7184550166130066,0.7243959903717041,120645,0.0,0.0
2024-02-26 00:00:00+00:00,0.7243959903717041,0.768222987651825,0.7130699753761292,0.7630900144577026,122445,0.0,0.0
2024-02-27 00:00:00+00:00,0.7630900144577026,0.8048089742660522,0.7625510096549988,0.7985950112342834,132127,0.0,0.0
2024-02-28 00:00:00+00:00,0.7985950112342834,0.8920739889144897,0.7943800091743469,0.8753899931907654,139200,0.0,0.0
2024-02-29 00:00:00+00:00,0.8753899931907654,0.890263020992279,0.8294550180435181,0.8584610223770142,145012,0.0,0.0
2024-03-01 00:00:00+00:00,0.8584610223770142,0.8836309909820557,0.8511580228805542,0.8745499849319458,145959,0.0,0.0
2024-03-02 00:00:00+00:00,0.8745499849319458,0.8813859820365906,0.8456940054893494,0.8682309985160828,145301,0.0,0.0
