TIMESTAMP,PUFETH_OPEN_PRICE_USD,PUFETH_HIGH_PRICE_USD,PUFETH_LOW_PRICE_USD,PUFETH_CLOSE_PRICE_USD,PUFETH_VOLUME_USD,PUFETH_DIVIDENDS_USD,PUFETH_STOCK_SPLITS_USD
2024-02-09 00:00:00+00:00,2338.574951171875,2471.9306640625,2256.90478515625,2406.005126953125,154717,0.0,0.0
2024-02-10 00:00:00+00:00,2406.005126953125,2414.920654296875,2282.05029296875,2395.319091796875,181741,0.0,0.0
2024-02-11 00:00:00+00:00,2395.319091796875,2420.11572265625,2353.71435546875,2353.71435546875,88855,0.0,0.0
2024-02-12 00:00:00+00:00,2353.71435546875,2543.089599609375,2305.584716796875,2543.089599609375,1186330,0.0,0.0
2024-02-13 00:00:00+00:00,2543.089599609375,2628.57763671875,2516.72998046875,2540.124755859375,454961,0.0,0.0
2024-02-14 00:00:00+00:00,2540.124755859375,2706.33642578125,2529.34716796875,2676.845947265625,833514,0.0,0.0
2024-02-15 00:00:00+00:00,2676.845947265625,2748.84228515625,2676.845947265625,2698.400634765625,500078,0.0,0.0
2024-02-16 00:00:00+00:00,2698.400634765625,2745.32080078125,2680.929443359375,2715.185791015625,858160,0.0,0.0
2024-02-17 00:00:00+00:00,2715.185791015625,2715.185791015625,2623.646728515625,2672.572509765625,1083048,0.0,0.0
2024-02-18 00:00:00+00:00,2672.572509765625,2728.217041015625,2545.0107421875,2714.169921875,566234,0.0,0.0
2024-02-19 00:00:00+00:00,2714.169921875,2870.351806640625,2700.833251953125,2798.359375,2836223,0.0,0.0
2024-02-20 00:00:00+00:00,2798.359375,2874.234619140625,2759.507568359375,2873.534423828125,2493519,0.0,0.0
2024-02-21 00:00:00+00:00,2873.534423828125,2876.5361328125,2760.02978515625,2833.14990234375,2407865,0.0,0.0
2024-02-22 00:00:00+00:00,2833.14990234375,2877.357666015625,2743.61181640625,2822.406494140625,3854471,0.0,0.0
2024-02-23 00:00:00+00:00,2822.406494140625,2859.90625,2798.319091796875,2809.28515625,1315513,0.0,0.0
2024-02-24 00:00:00+00:00,2809.28515625,2875.700439453125,2794.482177734375,2871.779052734375,1231258,0.0,0.0
2024-02-25 00:00:00+00:00,2871.779052734375,2969.29296875,2867.486328125,2968.292724609375,2556292,0.0,0.0
2024-02-26 00:00:00+00:00,2968.292724609375,3096.190673828125,2945.202392578125,3070.312744140625,14182472,0.0,0.0
2024-02-27 00:00:00+00:00,3070.312744140625,3416.76171875,3062.820556640625,3180.602783203125,13595748,0.0,0.0
2024-02-28 00:00:00+00:00,3180.602783203125,3350.41650390625,3146.5615234375,3244.135009765625,5100685,0.0,0.0
2024-02-29 00:00:00+00:00,3244.135009765625,3397.278076171875,3223.607421875,3233.390625,5936177,0.0,0.0
2024-03-01 00:00:00+00:00,3233.390625,3312.686767578125,3230.0146484375,3273.67529296875,2098916,0.0,0.0
2024-03-02 00:00:00+00:00,3273.67529296875,3316.666015625,3256.8466796875,3286.711669921875,3860317,0.0,0.0
2024-03-03 00:00:00+00:00,3286.711669921875,3342.97021484375,3270.5517578125,3339.577392578125,2016645,0.0,0.0
2024-03-04 00:00:00+00:00,3339.577392578125,3473.5224609375,3339.577392578125,3472.4453125,2336274,0.0,0.0
2024-03-05 00:00:00+00:00,3471.149658203125,3635.7822265625,3468.947265625,3507.10498046875,1035368,0.0,0.0
