TIMESTAMP,SCAT33044_OPEN_PRICE_USD,SCAT33044_HIGH_PRICE_USD,SCAT33044_LOW_PRICE_USD,SCAT33044_CLOSE_PRICE_USD,SCAT33044_VOLUME_USD,SCAT33044_DIVIDENDS_USD,SCAT33044_STOCK_SPLITS_USD
2024-09-17 00:00:00+00:00,0.00011600000289035961,0.0001900000061141327,1.700000029813964e-05,1.700000029813964e-05,114112,0.0,0.0
2024-09-18 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,6.000000212225132e-06,7.999999979801942e-06,8300,0.0,0.0
2024-09-19 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,4.999999873689376e-06,4.999999873689376e-06,6801,0.0,0.0
2024-09-20 00:00:00+00:00,4.999999873689376e-06,1.1000000085914508e-05,3.000000106112566e-06,7.000000096013537e-06,51891,0.0,0.0
2024-09-21 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,4.999999873689376e-06,4501,0.0,0.0
2024-09-22 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,649,0.0,0.0
2024-09-23 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,4.999999873689376e-06,1717,0.0,0.0
2024-09-24 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,1114,0.0,0.0
2024-09-25 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,1022,0.0,0.0
2024-09-26 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1415,0.0,0.0
2024-09-27 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,332,0.0,0.0
2024-09-28 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,1795,0.0,0.0
2024-09-29 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,125,0.0,0.0
2024-09-30 00:00:00+00:00,3.000000106112566e-06,9.999999747378752e-06,3.000000106112566e-06,3.999999989900971e-06,4846,0.0,0.0
2024-10-01 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,520,0.0,0.0
2024-10-02 00:00:00+00:00,3.000000106112566e-06,9.999999747378752e-06,3.000000106112566e-06,9.999999747378752e-06,3586,0.0,0.0
2024-10-03 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,4.999999873689376e-06,9.999999747378752e-06,4927,0.0,0.0
2024-10-04 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,6.000000212225132e-06,6.000000212225132e-06,1010,0.0,0.0
2024-10-05 00:00:00+00:00,6.000000212225132e-06,1.700000029813964e-05,4.999999873689376e-06,1.5999999959603883e-05,2622,0.0,0.0
2024-10-06 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,6.000000212225132e-06,9.999999747378752e-06,4885,0.0,0.0
2024-10-07 00:00:00+00:00,9.999999747378752e-06,2.099999983329326e-05,9.999999747378752e-06,1.2999999853491317e-05,5748,0.0,0.0
2024-10-08 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.000000318337698e-06,9.999999747378752e-06,2341,0.0,0.0
2024-10-09 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,1032,0.0,0.0
2024-10-10 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,279,0.0,0.0
2024-10-11 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,1175,0.0,0.0
2024-10-12 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,6.000000212225132e-06,7.999999979801942e-06,3526,0.0,0.0
2024-10-13 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,1038,0.0,0.0
2024-10-14 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.999999979801942e-06,1243,0.0,0.0
2024-10-15 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,496,0.0,0.0
2024-10-16 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,331,0.0,0.0
2024-10-17 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,353,0.0,0.0
2024-10-18 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,512,0.0,0.0
2024-10-19 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,430,0.0,0.0
2024-10-20 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,141,0.0,0.0
2024-10-21 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,6.000000212225132e-06,1115,0.0,0.0
2024-10-22 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,84,0.0,0.0
2024-10-23 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,80,0.0,0.0
2024-10-24 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,191,0.0,0.0
2024-10-25 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,142,0.0,0.0
2024-10-26 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,18,0.0,0.0
2024-10-27 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,554,0.0,0.0
2024-10-28 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,931,0.0,0.0
2024-10-29 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,542,0.0,0.0
2024-10-30 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,530,0.0,0.0
2024-10-31 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,1479,0.0,0.0
2024-11-01 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,340,0.0,0.0
2024-11-02 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,168,0.0,0.0
2024-11-03 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,92,0.0,0.0
2024-11-04 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,4.999999873689376e-06,622,0.0,0.0
2024-11-05 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,643,0.0,0.0
2024-11-06 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,88,0.0,0.0
2024-11-07 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,354,0.0,0.0
2024-11-08 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,335,0.0,0.0
2024-11-09 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,52,0.0,0.0
2024-11-10 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.999999989900971e-06,3.999999989900971e-06,1681,0.0,0.0
2024-11-11 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,432,0.0,0.0
2024-11-12 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,4.999999873689376e-06,6.000000212225132e-06,3354,0.0,0.0
2024-11-13 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,614,0.0,0.0
2024-11-14 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,688,0.0,0.0
2024-11-15 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,560,0.0,0.0
