TIMESTAMP,CHFU_OPEN_PRICE_USD,CHFU_HIGH_PRICE_USD,CHFU_LOW_PRICE_USD,CHFU_CLOSE_PRICE_USD,CHFU_VOLUME_USD,CHFU_DIVIDENDS_USD,CHFU_STOCK_SPLITS_USD
2021-11-09 00:00:00+00:00,1.0959500074386597,1.1010409593582153,1.093729019165039,1.0990569591522217,1161278,0.0,0.0
2021-11-10 00:00:00+00:00,1.099141001701355,1.0996270179748535,1.0861300230026245,1.0881810188293457,1233733,0.0,0.0
2021-11-11 00:00:00+00:00,1.0881249904632568,1.0900440216064453,1.082298994064331,1.0860530138015747,1188187,0.0,0.0
2021-11-12 00:00:00+00:00,1.0846829414367676,1.0872290134429932,1.081455945968628,1.0848480463027954,1165817,0.0,0.0
2021-11-13 00:00:00+00:00,1.0861740112304688,1.089648962020874,1.0804049968719482,1.089089035987854,1229498,0.0,0.0
2021-11-14 00:00:00+00:00,1.0890140533447266,1.091094970703125,1.0810999870300293,1.0894889831542969,1240961,0.0,0.0
2021-11-15 00:00:00+00:00,1.0897029638290405,1.1012550592422485,1.0823639631271362,1.0985020399093628,1179638,0.0,0.0
2021-11-16 00:00:00+00:00,1.1001969575881958,1.1286779642105103,1.0746920108795166,1.0769569873809814,1172220,0.0,0.0
2021-11-17 00:00:00+00:00,1.0767879486083984,1.0971709489822388,1.0720800161361694,1.0768630504608154,1132439,0.0,0.0
2021-11-18 00:00:00+00:00,1.0767370462417603,1.082705020904541,1.0755269527435303,1.078940987586975,1104770,0.0,0.0
2021-11-19 00:00:00+00:00,1.0788240432739258,1.081436038017273,0.19251200556755066,1.075996994972229,1155775,0.0,0.0
2021-11-20 00:00:00+00:00,1.0759010314941406,1.0810279846191406,1.0723270177841187,1.078713059425354,1129001,0.0,0.0
2021-11-21 00:00:00+00:00,1.0793980360031128,1.0821499824523926,1.0723479986190796,1.0778080224990845,1109670,0.0,0.0
