TIMESTAMP,ATRS_OPEN_PRICE_USD,ATRS_HIGH_PRICE_USD,ATRS_LOW_PRICE_USD,ATRS_CLOSE_PRICE_USD,ATRS_VOLUME_USD,ATRS_DIVIDENDS_USD,ATRS_STOCK_SPLITS_USD
2024-07-17 00:00:00+00:00,0.03761899843811989,0.03853100165724754,0.032412998378276825,0.03372199833393097,187031,0.0,0.0
2024-07-18 00:00:00+00:00,0.03372599929571152,0.0340920016169548,0.030511999502778053,0.030758999288082123,161643,0.0,0.0
2024-07-19 00:00:00+00:00,0.03079500049352646,0.03080100007355213,0.025950999930500984,0.027202000841498375,164016,0.0,0.0
2024-07-20 00:00:00+00:00,0.027202000841498375,0.03802099823951721,0.026220999658107758,0.034297000616788864,167091,0.0,0.0
2024-07-21 00:00:00+00:00,0.034292999655008316,0.037661001086235046,0.028649000450968742,0.030406000092625618,170854,0.0,0.0
2024-07-22 00:00:00+00:00,0.030673999339342117,0.0316229984164238,0.027219999581575394,0.027567999437451363,164638,0.0,0.0
2024-07-23 00:00:00+00:00,0.027567999437451363,0.032951001077890396,0.025484999641776085,0.027747999876737595,159004,0.0,0.0
2024-07-24 00:00:00+00:00,0.02774200029671192,0.029103999957442284,0.020697999745607376,0.022638000547885895,175025,0.0,0.0
2024-07-25 00:00:00+00:00,0.022638000547885895,0.025252999737858772,0.020540999248623848,0.024658000096678734,154185,0.0,0.0
2024-07-26 00:00:00+00:00,0.02466299943625927,0.024900000542402267,0.02227099984884262,0.02321000024676323,152168,0.0,0.0
2024-07-27 00:00:00+00:00,0.02321000024676323,0.025922000408172607,0.022979000583291054,0.02509400062263012,157142,0.0,0.0
2024-07-28 00:00:00+00:00,0.02509400062263012,0.025983000174164772,0.022748000919818878,0.022888999432325363,151645,0.0,0.0
2024-07-29 00:00:00+00:00,0.022898999974131584,0.024707000702619553,0.02281700074672699,0.024322999641299248,149452,0.0,0.0
2024-07-30 00:00:00+00:00,0.024322999641299248,0.025093000382184982,0.02268199995160103,0.023242000490427017,155515,0.0,0.0
2024-07-31 00:00:00+00:00,0.023242000490427017,0.024111000820994377,0.022453000769019127,0.022910000756382942,158152,0.0,0.0
2024-08-01 00:00:00+00:00,0.022904999554157257,0.023076999932527542,0.019220000132918358,0.019223999232053757,149699,0.0,0.0
2024-08-02 00:00:00+00:00,0.019235000014305115,0.022305000573396683,0.015984000638127327,0.019847000017762184,173982,0.0,0.0
2024-08-03 00:00:00+00:00,0.019860999658703804,0.02104800008237362,0.018244000151753426,0.01840999908745289,153591,0.0,0.0
2024-08-04 00:00:00+00:00,0.01840999908745289,0.030160000547766685,0.015723999589681625,0.017100000753998756,151277,0.0,0.0
2024-08-05 00:00:00+00:00,0.020076999440789223,0.034929998219013214,0.014035999774932861,0.026311000809073448,199353,0.0,0.0
2024-08-06 00:00:00+00:00,0.026311000809073448,0.026319000869989395,0.01815200038254261,0.021195000037550926,170758,0.0,0.0
2024-08-07 00:00:00+00:00,0.021230999380350113,0.02758600004017353,0.019365999847650528,0.02024799957871437,169772,0.0,0.0
