TIMESTAMP,PO32201_OPEN_PRICE_USD,PO32201_HIGH_PRICE_USD,PO32201_LOW_PRICE_USD,PO32201_CLOSE_PRICE_USD,PO32201_VOLUME_USD,PO32201_DIVIDENDS_USD,PO32201_STOCK_SPLITS_USD
2024-07-12 00:00:00+00:00,0.00023499999952036887,0.0002460000105202198,0.0001449999981559813,0.00016999999934341758,89198,0.0,0.0
2024-07-13 00:00:00+00:00,0.00017299999308306724,0.00017499999376013875,8.900000102585182e-05,0.00010199999815085903,64726,0.0,0.0
2024-07-14 00:00:00+00:00,0.00010199999815085903,0.00010599999950500205,5.700000110664405e-05,6.399999983841553e-05,35989,0.0,0.0
2024-07-15 00:00:00+00:00,6.399999983841553e-05,7.200000254670158e-05,2.9000000722589903e-05,3.099999958067201e-05,45744,0.0,0.0
2024-07-16 00:00:00+00:00,3.099999958067201e-05,3.7999998312443495e-05,2.099999983329326e-05,2.300000051036477e-05,19655,0.0,0.0
2024-07-17 00:00:00+00:00,2.300000051036477e-05,2.8000000384054147e-05,1.9999999494757503e-05,2.2000000171829015e-05,8635,0.0,0.0
2024-07-18 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.8000000636675395e-05,2.300000051036477e-05,5960,0.0,0.0
2024-07-19 00:00:00+00:00,2.300000051036477e-05,2.700000004551839e-05,1.9999999494757503e-05,2.700000004551839e-05,5075,0.0,0.0
2024-07-20 00:00:00+00:00,2.700000004551839e-05,4.70000013592653e-05,2.499999936844688e-05,2.9999999242136255e-05,11049,0.0,0.0
2024-07-21 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.7000001611886546e-05,4823,0.0,0.0
2024-07-22 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,3.099999958067201e-05,3.099999958067201e-05,2296,0.0,0.0
2024-07-23 00:00:00+00:00,3.099999958067201e-05,3.7000001611886546e-05,2.700000004551839e-05,2.700000004551839e-05,6411,0.0,0.0
2024-07-24 00:00:00+00:00,2.700000004551839e-05,3.300000025774352e-05,2.5999999706982635e-05,2.9999999242136255e-05,3324,0.0,0.0
2024-07-25 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.099999983329326e-05,2.2000000171829015e-05,2173,0.0,0.0
2024-07-26 00:00:00+00:00,2.2000000171829015e-05,2.499999936844688e-05,2.2000000171829015e-05,2.499999936844688e-05,396,0.0,0.0
2024-07-27 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.8000000636675395e-05,1.9999999494757503e-05,1767,0.0,0.0
2024-07-28 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.4999999621068127e-05,1281,0.0,0.0
2024-07-29 00:00:00+00:00,1.4999999621068127e-05,2.4000000848900527e-05,1.4999999621068127e-05,1.9999999494757503e-05,15037,0.0,0.0
2024-07-30 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.300000051036477e-05,21367,0.0,0.0
2024-07-31 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.9999999494757503e-05,1.9999999494757503e-05,10284,0.0,0.0
2024-08-01 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,253,0.0,0.0
2024-08-02 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4000000192027073e-05,446,0.0,0.0
2024-08-03 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,259,0.0,0.0
2024-08-04 00:00:00+00:00,1.2999999853491317e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.8000000636675395e-05,1016,0.0,0.0
2024-08-05 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.5999999959603883e-05,144,0.0,0.0
2024-08-06 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.8000000636675395e-05,615,0.0,0.0
2024-08-07 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,195,0.0,0.0
2024-08-08 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8999999156221747e-05,46,0.0,0.0
2024-08-09 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.700000029813964e-05,249,0.0,0.0
2024-08-10 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.700000029813964e-05,389,0.0,0.0
2024-08-11 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.5999999959603883e-05,658,0.0,0.0
2024-08-12 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,118,0.0,0.0
2024-08-13 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.5999999959603883e-05,598,0.0,0.0
2024-08-14 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,356,0.0,0.0
2024-08-15 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,5,0.0,0.0
2024-08-16 00:00:00+00:00,1.4000000192027073e-05,2.099999983329326e-05,1.4000000192027073e-05,1.8999999156221747e-05,693,0.0,0.0
2024-08-17 00:00:00+00:00,2.2000000171829015e-05,3.7000001611886546e-05,2.2000000171829015e-05,3.7000001611886546e-05,2026,0.0,0.0
2024-08-18 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.4000000848900527e-05,3.099999958067201e-05,1767,0.0,0.0
2024-08-19 00:00:00+00:00,3.099999958067201e-05,4.8999998398358e-05,3.099999958067201e-05,4.3000000005122274e-05,4713,0.0,0.0
2024-08-20 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,2.700000004551839e-05,2.700000004551839e-05,2516,0.0,0.0
2024-08-21 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.4000000848900527e-05,2.5999999706982635e-05,23446,0.0,0.0
2024-08-22 00:00:00+00:00,2.700000004551839e-05,3.9999998989515007e-05,2.499999936844688e-05,3.600000127335079e-05,55083,0.0,0.0
2024-08-23 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,2.9000000722589903e-05,3.199999991920777e-05,13370,0.0,0.0
2024-08-24 00:00:00+00:00,3.199999991920777e-05,3.7999998312443495e-05,2.9999999242136255e-05,2.9999999242136255e-05,5120,0.0,0.0
2024-08-25 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9999999242136255e-05,2.9999999242136255e-05,292,0.0,0.0
2024-08-26 00:00:00+00:00,2.9999999242136255e-05,3.899999865097925e-05,2.700000004551839e-05,2.700000004551839e-05,1568,0.0,0.0
2024-08-27 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,43,0.0,0.0
2024-08-28 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,6,0.0,0.0
2024-08-29 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,0,0.0,0.0
2024-08-30 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,87,0.0,0.0
2024-08-31 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,2.300000051036477e-05,73,0.0,0.0
