,ETH
FIRO,0.01058720153717025
RLC,0.01661443334220055
DOGE,0.024512043303790948
ETC,0.04021718475845615
GNO,0.07291439836927635
DGB,0.07517900788960975
SC,0.10422766893896296
BTC,0.1305868246346121
XMR,0.1333676533791482
XEM,0.14237797285157516
BAT,0.1616976661859859
XRP,0.20912841896638865
DASH,0.23083567882321504
GAS,0.23713966546992554
QTUM,0.2650287092778562
WAVES,0.27932833856001693
DCR,0.2906391271940463
LSK,0.30366746589223426
PIVX,0.33443008140707925
ZEN,0.36485625124767757
BTS,0.36859298492371045
KMD,0.3863354381379494
XLM,0.3969764423364117
MIOTA,0.40535318754629446
LTC,0.41369650134108515
ZEC,0.4602863655922729
LUNC,0.4780715137420576
ANT,0.5236575390251894
SYS,0.553793351227472
STEEM,0.565722976856254
ARK,0.6090882004415141
