TIMESTAMP,ICE23700_OPEN_PRICE_USD,ICE23700_HIGH_PRICE_USD,ICE23700_LOW_PRICE_USD,ICE23700_CLOSE_PRICE_USD,ICE23700_VOLUME_USD,ICE23700_DIVIDENDS_USD,ICE23700_STOCK_SPLITS_USD
2023-02-28 00:00:00+00:00,2.053183078765869,2.212769031524658,1.3605940341949463,1.5781060457229614,60336,0.0,0.0
2023-03-01 00:00:00+00:00,1.5784939527511597,1.6347479820251465,1.3949099779129028,1.4367189407348633,9998,0.0,0.0
2023-03-02 00:00:00+00:00,1.4367189407348633,1.4464490413665771,1.175616979598999,1.2842390537261963,44949,0.0,0.0
2023-03-03 00:00:00+00:00,1.276473045349121,1.3328030109405518,1.0746560096740723,1.18674898147583,71263,0.0,0.0
2023-03-04 00:00:00+00:00,1.1886370182037354,1.4539209604263306,1.1315250396728516,1.196619987487793,74569,0.0,0.0
2023-03-05 00:00:00+00:00,1.208474040031433,1.2724260091781616,1.0461889505386353,1.111683964729309,49060,0.0,0.0
2023-03-06 00:00:00+00:00,1.1115620136260986,1.2443729639053345,1.0927109718322754,1.224666953086853,54535,0.0,0.0
2023-03-07 00:00:00+00:00,1.2361700534820557,1.2614959478378296,1.08548903465271,1.185992956161499,49335,0.0,0.0
2023-03-08 00:00:00+00:00,1.185418963432312,1.246359944343567,1.1106020212173462,1.1806130409240723,62383,0.0,0.0
2023-03-09 00:00:00+00:00,1.2043700218200684,1.2156959772109985,1.069962978363037,1.091194987297058,38148,0.0,0.0
2023-03-10 00:00:00+00:00,1.0968090295791626,1.1286920309066772,0.9828469753265381,1.0920089483261108,44403,0.0,0.0
2023-03-11 00:00:00+00:00,1.0926309823989868,1.1924610137939453,0.9043020009994507,1.042011022567749,42202,0.0,0.0
2023-03-12 00:00:00+00:00,1.0418130159378052,1.516178011894226,1.0128870010375977,1.154871940612793,89477,0.0,0.0
2023-03-13 00:00:00+00:00,1.1719809770584106,1.8381240367889404,1.035612940788269,1.5120329856872559,215796,0.0,0.0
2023-03-14 00:00:00+00:00,1.5166610479354858,2.011924982070923,1.377431035041809,1.6914819478988647,250786,0.0,0.0
