TIMESTAMP,WPLS_OPEN_PRICE_USD,WPLS_HIGH_PRICE_USD,WPLS_LOW_PRICE_USD,WPLS_CLOSE_PRICE_USD,WPLS_VOLUME_USD,WPLS_DIVIDENDS_USD,WPLS_STOCK_SPLITS_USD
2023-05-19 00:00:00+00:00,0.00016599999798927456,0.00020500000391621143,0.0001630000042496249,0.00019500000053085387,24715780,0.0,0.0
2023-05-20 00:00:00+00:00,0.00019500000053085387,0.0002390000008745119,0.00018699999782256782,0.0002099999983329326,52776573,0.0,0.0
2023-05-21 00:00:00+00:00,0.0002099999983329326,0.0002840000088326633,0.00019799999427050352,0.00026000000070780516,107530937,0.0,0.0
2023-05-22 00:00:00+00:00,0.0002629999944474548,0.0002840000088326633,0.0002099999983329326,0.00021800000104121864,90311116,0.0,0.0
2023-05-23 00:00:00+00:00,0.00021899999410379678,0.0002699999895412475,0.00021600000036414713,0.0002280000044265762,62838199,0.0,0.0
2023-05-24 00:00:00+00:00,0.0002280000044265762,0.00025400001322850585,0.00018000000272877514,0.000195999993593432,80007291,0.0,0.0
2023-05-25 00:00:00+00:00,0.00019500000053085387,0.00019700000120792538,0.0001720000000204891,0.0001939999929163605,56564597,0.0,0.0
2023-05-26 00:00:00+00:00,0.00019500000053085387,0.00020799999765586108,0.00017600000137463212,0.00018600000475998968,42529478,0.0,0.0
2023-05-27 00:00:00+00:00,0.00018600000475998968,0.0001900000061141327,0.0001539999939268455,0.00017100000695791095,39755093,0.0,0.0
2023-05-28 00:00:00+00:00,0.00017100000695791095,0.00017100000695791095,0.0001449999981559813,0.00015300000086426735,33444649,0.0,0.0
2023-05-29 00:00:00+00:00,0.00015300000086426735,0.00017100000695791095,0.0001500000071246177,0.00016500000492669642,29050363,0.0,0.0
2023-05-30 00:00:00+00:00,0.00016599999798927456,0.00016599999798927456,0.00012700000661425292,0.00013099999341648072,57536898,0.0,0.0
2023-05-31 00:00:00+00:00,0.00013099999341648072,0.0001340000017080456,0.00010800000018207356,0.00011300000187475234,48254540,0.0,0.0
2023-06-01 00:00:00+00:00,0.0001140000022132881,0.0001340000017080456,0.0001140000022132881,0.00011999999696854502,35998085,0.0,0.0
2023-06-02 00:00:00+00:00,0.00011999999696854502,0.00015100000018719584,0.00011899999663000926,0.00014899999951012433,40284587,0.0,0.0
2023-06-03 00:00:00+00:00,0.00014899999951012433,0.00016500000492669642,0.00014899999951012433,0.000155999994603917,23196011,0.0,0.0
2023-06-04 00:00:00+00:00,0.000155999994603917,0.000155999994603917,0.0001500000071246177,0.0001539999939268455,13982449,0.0,0.0
2023-06-05 00:00:00+00:00,0.0001539999939268455,0.0001539999939268455,0.0001320000010309741,0.00014000000373926014,26353339,0.0,0.0
2023-06-06 00:00:00+00:00,0.00014000000373926014,0.00014200000441633165,0.00012799999967683107,0.00013299999409355223,20790021,0.0,0.0
2023-06-07 00:00:00+00:00,0.00013299999409355223,0.00013600000238511711,0.00011800000356743112,0.00012099999730708078,16499018,0.0,0.0
2023-06-08 00:00:00+00:00,0.00012099999730708078,0.00012099999730708078,0.00011000000085914508,0.00011200000153621659,18391458,0.0,0.0
2023-06-09 00:00:00+00:00,0.00011200000153621659,0.0001140000022132881,9.500000305706635e-05,0.00010299999848939478,38970459,0.0,0.0
2023-06-10 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,8.70000003487803e-05,9.200000204145908e-05,26938632,0.0,0.0
2023-06-11 00:00:00+00:00,9.200000204145908e-05,0.00010199999815085903,9.200000204145908e-05,9.899999713525176e-05,18022783,0.0,0.0
2023-06-12 00:00:00+00:00,9.899999713525176e-05,0.00010199999815085903,7.899999764049426e-05,8.399999933317304e-05,23223437,0.0,0.0
2023-06-13 00:00:00+00:00,8.399999933317304e-05,9.100000170292333e-05,8.299999899463728e-05,8.600000001024455e-05,15017365,0.0,0.0
2023-06-14 00:00:00+00:00,8.499999967170879e-05,8.800000068731606e-05,7.79999973019585e-05,7.899999764049426e-05,14033566,0.0,0.0
2023-06-15 00:00:00+00:00,7.899999764049426e-05,8.499999967170879e-05,7.79999973019585e-05,8.399999933317304e-05,13831970,0.0,0.0
2023-06-16 00:00:00+00:00,8.399999933317304e-05,0.0001049999991664663,8.399999933317304e-05,0.00010199999815085903,22198271,0.0,0.0
2023-06-17 00:00:00+00:00,0.00010199999815085903,0.00011100000119768083,0.00010199999815085903,0.00010199999815085903,17542779,0.0,0.0
2023-06-18 00:00:00+00:00,0.00010199999815085903,0.00010599999950500205,9.899999713525176e-05,0.00010099999781232327,8225108,0.0,0.0
2023-06-19 00:00:00+00:00,0.00010099999781232327,0.00010299999848939478,9.699999645818025e-05,9.699999645818025e-05,9987122,0.0,0.0
2023-06-20 00:00:00+00:00,9.699999645818025e-05,0.00010599999950500205,9.500000305706635e-05,0.0001049999991664663,13663694,0.0,0.0
