TIMESTAMP,IMX_OPEN_PRICE_USD,IMX_HIGH_PRICE_USD,IMX_LOW_PRICE_USD,IMX_CLOSE_PRICE_USD
2022-02-11,2.62684,2.71135,2.22567,2.23867
2022-02-12,2.24257,2.3819,2.2051,2.30738
2022-02-13,2.30838,2.46748,2.24912,2.31739
2022-02-14,2.31939,2.34941,2.1713,2.29538
2022-02-15,2.30038,2.49149,2.27614,2.44246
2022-02-16,2.44447,2.50475,2.3284,2.4042
2022-02-17,2.3982,2.41845,2.10626,2.15451
2022-02-18,2.15029,2.20154,2.03022,2.04423
2022-02-19,2.04523,2.10326,1.89514,1.96798
2022-02-20,1.96618,1.97999,1.77589,1.83492
2022-02-21,1.83792,1.96379,1.5938,1.61681
2022-02-22,1.61581,1.69268,1.55262,1.6058
2022-02-23,1.6058,1.72403,1.55693,1.59796
2022-02-24,1.59796,1.59796,1.31766,1.47759
2022-02-25,1.47844,1.58047,1.44958,1.55778
2022-02-26,1.55178,1.61865,1.4976,1.52176
2022-02-27,1.52126,1.59064,1.37068,1.41731
2022-02-28,1.41871,1.54087,1.38339,1.51481
2022-03-01,1.51811,1.64566,1.5026,1.56847
2022-03-02,1.57047,1.58848,1.45234,1.4765
2022-03-03,1.47604,1.49535,1.40258,1.45379
2022-03-04,1.45459,1.48585,1.27836,1.3198
2022-03-05,1.3185,1.3313,1.25125,1.28699
2022-03-06,1.28779,1.28779,1.16783,1.18345
2022-03-07,1.18556,1.76953,1.10203,1.46244
2022-03-08,1.46144,1.83455,1.46044,1.4863
2022-03-09,1.4873,1.76735,1.42729,1.54915
2022-03-10,1.55031,1.69534,1.46844,1.52461
2022-03-11,1.62865,1.85756,1.55762,1.68234
2022-03-12,1.68334,1.9672,1.66833,1.88419
2022-03-13,1.88219,1.9804,1.6595,1.6835
2022-03-14,1.68067,1.74535,1.56016,1.61532
2022-03-15,1.61616,1.65933,1.5073,1.52246
2022-03-16,1.52346,1.63233,1.45929,1.60048
2022-03-17,1.59848,1.68551,1.55662,1.57679
2022-03-18,1.57663,1.63882,1.49189,1.62981
2022-03-19,1.6323,2.2081,1.5928,2.08583
2022-03-20,2.09084,2.36094,1.93096,2.09584
2022-03-21,2.09605,2.30815,1.9938,2.17387
2022-03-22,2.17487,2.44322,2.08283,2.27714
2022-03-23,2.28514,2.42597,2.14007,2.2579
2022-03-24,2.2569,2.36495,2.10805,2.15886
2022-03-25,2.15708,2.27514,2.11084,2.23612
2022-03-26,2.23389,2.26791,2.15286,2.19988
2022-03-27,2.2001,2.4012,2.17409,2.27391
2022-03-28,2.27291,2.69008,2.2629,2.61605
2022-03-29,2.62958,2.78811,2.502,2.57329
2022-03-30,2.57128,2.74137,2.5225,2.61779
2022-03-31,2.61879,2.84828,2.30046,2.36947
2022-04-01,2.37171,2.55928,2.21466,2.48374
2022-04-02,2.48399,2.77211,2.44149,2.495
2022-04-03,2.495,2.64506,2.3497,2.62105
2022-04-04,2.62779,2.67607,2.32747,2.47149
2022-04-05,2.4775,2.55076,2.33123,2.35747
2022-04-06,2.35824,2.38148,1.985,2.097
2022-04-07,2.089,2.177,1.964,2.11421
2022-04-08,2.11221,2.18722,1.9934,2.02981
2022-04-09,2.02881,2.31069,2.0016,2.11864
2022-04-10,2.12164,2.19966,2.07341,2.12843
2022-04-11,2.12943,2.13321,1.72034,1.73352
2022-04-12,1.73235,1.88038,1.70851,1.81955
2022-04-13,1.81554,1.87337,1.73235,1.85055
2022-04-14,1.85256,1.93258,1.76253,1.80918
2022-04-15,1.80536,1.83137,1.73417,1.77736
2022-04-16,1.77776,1.85217,1.75688,1.83957
2022-04-17,1.84437,1.86767,1.78118,1.80046
2022-04-18,1.79876,1.80666,1.57441,1.74712
2022-04-19,1.74732,1.9986,1.73632,1.9808
2022-04-20,1.9794,2.13043,1.90438,1.94539
2022-04-21,1.94539,2.13043,1.87738,1.88919
2022-04-22,1.88738,1.91638,1.78436,1.81818
2022-04-23,1.81478,1.89138,1.76755,1.84438
2022-04-24,1.84347,1.86307,1.71844,1.74005
2022-04-25,1.73965,1.79406,1.59446,1.78586
2022-04-26,1.78576,1.86279,1.62926,1.68427
2022-04-27,1.68507,1.7417,1.6192,1.68637
2022-04-28,1.68757,1.75688,1.6412,1.69167
2022-04-29,1.69167,1.70917,1.5249,1.54515
2022-04-30,1.54385,1.59296,1.44814,1.457
2022-05-01,1.4532,1.57306,1.2896,1.4961
2022-05-02,1.49515,1.60516,1.428,1.53815
2022-05-03,1.53715,1.651,1.506,1.57784
2022-05-04,1.57684,1.86681,1.54185,1.856
2022-05-05,1.856,1.85663,1.4947,1.58068
2022-05-06,1.58184,1.59268,1.44271,1.50185
2022-05-07,1.50185,1.53185,1.41372,1.41472
2022-05-08,1.41486,1.46042,1.34446,1.39158
2022-05-09,1.38958,1.40372,1.16253,1.20076
2022-05-10,1.20176,1.33447,1.09967,1.12255
2022-05-11,1.13055,1.24938,0.71735,0.82992
2022-05-12,0.83382,0.938044,0.644371,0.757027
2022-05-13,0.754956,0.967837,0.748972,0.866524
2022-05-14,0.868521,0.899468,0.746429,0.825759
2022-05-15,0.826841,0.939871,0.80579,0.932879
2022-05-16,0.932879,0.967837,0.814858,0.895744
2022-05-17,0.895834,0.937967,0.855886,0.932786
2022-05-18,0.933785,0.943771,0.793967,0.825925
2022-05-19,0.825925,0.902187,0.782217,0.891108
2022-05-20,0.889199,0.919987,0.809946,0.839991
2022-05-21,0.838992,1.01967,0.836994,0.938778
2022-05-22,0.938778,1.07371,0.931694,0.974829
2022-05-23,0.977825,1.05394,0.960942,1.01678
2022-05-24,1.01678,1.01678,0.910206,0.968639
2022-05-25,0.96984,0.980822,0.911496,0.952056
2022-05-26,0.950658,0.969033,0.794925,0.860838
2022-05-27,0.860838,0.917681,0.795504,0.861737
2022-05-28,0.860439,0.926652,0.837759,0.908136
2022-05-29,0.907818,1.01445,0.886233,0.990409
2022-05-30,0.992098,1.17838,0.982377,1.16147
2022-05-31,1.15969,1.19804,1.04337,1.08473
2022-06-01,1.08376,1.12588,0.93226,0.95574
2022-06-02,0.95543,0.99151,0.90708,0.97622
2022-06-03,0.97632,1.00969,0.90548,0.96436
2022-06-04,0.96566,0.98485,0.92274,0.96007
2022-06-05,0.95997,1.01842,0.93525,0.98827
2022-06-06,0.98927,1.0722,0.9712,1.02013
2022-06-07,1.02214,1.04511,0.92922,1.00418
2022-06-08,1.0012,1.02319,0.93639,0.98136
2022-06-09,0.98136,1.0032,0.94226,0.982174
2022-06-10,0.983164,0.99922,0.880084,0.90484
2022-06-11,0.905848,0.918607,0.787294,0.829853
2022-06-12,0.829154,0.835863,0.72917,0.786332
2022-06-13,0.785333,0.785333,0.643775,0.69004
2022-06-14,0.691045,0.740887,0.632057,0.684178
2022-06-15,0.685184,0.784137,0.63785,0.777832
2022-06-16,0.777,0.785,0.676287,0.709277
2022-06-17,0.68275,0.794294,0.677257,0.754294
2022-06-18,0.755392,0.782859,0.636695,0.682792
2022-06-19,0.682386,0.792248,0.675027,0.776589
2022-06-20,0.776589,0.825773,0.732646,0.775446
2022-06-21,0.775946,0.857042,0.769875,0.797722
2022-06-22,0.798321,0.820079,0.745754,0.778021
2022-06-23,0.776822,0.846653,0.761861,0.825973
2022-06-24,0.824674,0.892912,0.822377,0.888906
2022-06-25,0.888606,0.906565,0.83484,0.893174
2022-06-26,0.894373,0.909381,0.83539,0.858476
2022-06-27,0.858276,0.864472,0.800855,0.821368
2022-06-28,0.821976,0.908709,0.818022,0.874914
2022-06-29,0.874514,0.987435,0.833316,0.961235
2022-06-30,0.962344,1.04325,0.875182,1.01288
2022-07-01,1.01228,1.03936,0.901926,0.905902
2022-07-02,0.908999,0.911105,0.855686,0.906411
2022-07-03,0.906511,0.918005,0.864575,0.896134
2022-07-04,0.895534,0.946862,0.880853,0.944066
2022-07-05,0.944765,1.02038,0.924782,1.0012
2022-07-06,1.0015,1.02597,0.97153,1.00429
2022-07-07,1.00639,1.03558,0.966136,1.01619
2022-07-08,1.01629,1.03737,0.957125,0.969618
2022-07-09,0.969718,0.995602,0.952628,0.977713
2022-07-10,0.977415,0.98331,0.892164,0.911153
2022-07-11,0.910353,0.916858,0.875187,0.886601
2022-07-12,0.887501,0.887678,0.834681,0.836263
2022-07-13,0.835297,0.873825,0.808491,0.853831
2022-07-14,0.853931,0.917049,0.844524,0.891565
2022-07-15,0.891565,0.936438,0.891565,0.914726
2022-07-16,0.914825,0.95071,0.881036,0.919824
2022-07-17,0.919516,0.948882,0.906828,0.92426
2022-07-18,0.92475,1.05482,0.909981,0.992872
2022-07-19,0.992872,1.0712,0.98788,1.04827
2022-07-20,1.04807,1.12779,0.97303,0.99915
2022-07-21,0.99935,1.00052,0.9326,0.99345
2022-07-22,0.99315,1.024,0.92719,0.93991
2022-07-23,0.93951,0.96678,0.8957,0.90797
2022-07-24,0.90797,0.94143,0.90779,0.93078
2022-07-25,0.92978,0.93919,0.85182,0.86287
2022-07-26,0.86218,0.86218,0.78352,0.79812
2022-07-27,0.79932,0.87502,0.78964,0.86481
2022-07-28,0.86301,0.96431,0.86272,0.94909
2022-07-29,0.94604,1.07389,0.9307,1.03642
2022-07-30,1.03642,1.29545,1.02642,1.17839
2022-07-31,1.1804,1.20447,1.11034,1.11826
2022-08-01,1.12145,1.14852,1.04515,1.06232
2022-08-02,1.06132,1.09443,0.97829,1.05118
2022-08-03,1.05221,1.14933,1.02226,1.11328
2022-08-04,1.11326,1.23207,1.07412,1.10203
2022-08-05,1.10203,1.19023,1.10104,1.16522
2022-08-06,1.16822,1.22424,1.14216,1.15425
2022-08-07,1.14925,1.16322,1.10623,1.15822
2022-08-08,1.15622,1.2392,1.13719,1.20014
2022-08-09,1.20014,1.27822,1.08324,1.11622
2022-08-10,1.11522,1.17775,1.0633,1.13533
2022-08-11,1.12734,1.17752,1.12527,1.13353
2022-08-12,1.13757,1.14857,1.10344,1.13552
2022-08-13,1.13551,1.16964,1.12836,1.13644
2022-08-14,1.13545,1.1694,1.07523,1.09034
2022-08-15,1.08833,1.12733,1.03725,1.04326
2022-08-16,1.04626,1.05221,1.01106,1.02209
2022-08-17,1.02609,1.06313,0.94406,0.95407
2022-08-18,0.97808,0.98407,0.94408,0.95801
2022-08-19,0.9571,0.9611,0.822,0.85909
2022-08-20,0.89002,0.90305,0.82603,0.832
2022-08-21,0.83198,0.89896,0.83,0.88798
2022-08-22,0.89497,0.89498,0.81793,0.83785
2022-08-23,0.85086,0.88603,0.83398,0.86702
2022-08-24,0.869,0.88309,0.84294,0.88108
2022-08-25,0.88108,0.88496,0.85204,0.86803
2022-08-26,0.86801,0.88017,0.78692,0.79708
2022-08-27,0.79807,0.79908,0.76607,0.78202
2022-08-28,0.78202,0.81202,0.77902,0.79299
2022-08-29,0.80099,0.86907,0.75992,0.86106
2022-08-30,0.86509,0.876991,0.806056,0.837075
2022-08-31,0.845068,0.868017,0.8311,0.843992
2022-09-01,0.843983,0.853009,0.794952,0.82795
2022-09-02,0.823967,0.850136,0.807032,0.821123
2022-09-03,0.817131,0.831,0.808,0.824
2022-09-04,0.821082,0.846085,0.818,0.841
2022-09-05,0.839,0.853085,0.819,0.835083
2022-09-06,0.836084,0.864086,0.774,0.782
2022-09-07,0.780047,0.845042,0.759977,0.833058
2022-09-08,0.845051,0.845051,0.796008,0.820131
2022-09-09,0.822132,0.88022,0.81409,0.866294
2022-09-10,0.866329,0.890231,0.860301,0.869165
2022-09-11,0.863181,0.883336,0.847203,0.860206
2022-09-12,0.855205,0.912228,0.835142,0.863155
2022-09-13,0.863155,0.890231,0.796016,0.811016
2022-09-14,0.814016,0.82605,0.796968,0.824206
2022-09-15,0.820213,0.830191,0.779805,0.800928
2022-09-16,0.800952,0.811976,0.774768,0.79592
2022-09-17,0.792921,0.810081,0.789921,0.806
2022-09-18,0.801,0.830917,0.768923,0.771
2022-09-19,0.812919,0.815,0.718,0.774155
2022-09-20,0.768154,0.780156,0.749075,0.754075
2022-09-21,0.756,0.793079,0.731,0.736
2022-09-22,0.755,0.787,0.729,0.779
2022-09-23,0.780078,0.806,0.741926,0.775922
2022-09-24,0.765954,0.779992,0.74406,0.74406
2022-09-25,0.761,0.761076,0.722022,0.726
2022-09-26,0.736,0.741,0.711929,0.732
2022-09-27,0.734,0.781,0.732,0.736926
2022-09-28,0.736926,0.753,0.712929,0.748
2022-09-29,0.748,0.759576,0.7272,0.754075
2022-09-30,0.7542,0.7736,0.746275,0.7552
2022-10-01,0.754375,0.769177,0.7504,0.7592
2022-10-02,0.7588,0.7734,0.736774,0.7661
2022-10-03,0.7658,0.779778,0.7362,0.766677
2022-10-04,0.766777,0.802141,0.762076,0.796939
2022-10-05,0.797039,0.802641,0.776678,0.784378
2022-10-06,0.785057,0.797536,0.756829,0.757329
2022-10-07,0.757229,0.765022,0.730951,0.739103
2022-10-08,0.739974,0.746497,0.722781,0.725489
2022-10-09,0.725589,0.744074,0.721908,0.734247
2022-10-10,0.732373,0.741048,0.70083,0.710029
2022-10-11,0.7089,0.709229,0.664634,0.685538
2022-10-12,0.685538,0.692851,0.661993,0.66632
2022-10-13,0.667027,0.668607,0.599858,0.660853
2022-10-14,0.66256,0.677754,0.623006,0.623719
2022-10-15,0.623925,0.636257,0.618356,0.619631
2022-10-16,0.623031,0.643994,0.610037,0.629025
2022-10-17,0.629631,0.652065,0.624981,0.643713
2022-10-18,0.644113,0.652113,0.605812,0.618825
2022-10-19,0.618562,0.61955,0.588918,0.5961
2022-10-20,0.595294,0.5986,0.563023,0.56976
2022-10-21,0.57006,0.571654,0.529584,0.559445
2022-10-22,0.559745,0.561828,0.543933,0.549549
2022-10-23,0.548444,0.558634,0.535838,0.553377
2022-10-24,0.553472,0.573646,0.544238,0.546522
2022-10-25,0.546822,0.578262,0.528689,0.569982
2022-10-26,0.569193,0.58224,0.559434,0.565658
2022-10-27,0.563158,0.636002,0.561151,0.596236
2022-10-28,0.596436,0.656418,0.570357,0.643729
2022-10-29,0.645216,0.677296,0.619054,0.631145
2022-10-30,0.631151,0.657525,0.602614,0.611422
2022-10-31,0.611728,0.620412,0.5713,0.593153
2022-11-01,0.593764,0.606185,0.578802,0.581436
2022-11-02,0.581442,0.602306,0.562506,0.570866
2022-11-03,0.570566,0.63843,0.568666,0.587894
2022-11-04,0.586994,0.71425,0.583377,0.668753
2022-11-05,0.668653,0.724801,0.648758,0.673634
2022-11-06,0.675041,0.675434,0.610573,0.615049
2022-11-07,0.613843,0.615043,0.571951,0.58067
2022-11-08,0.581274,0.619967,0.445879,0.515241
2022-11-09,0.515843,0.533484,0.392834,0.408216
2022-11-10,0.406469,0.573619,0.400174,0.501397
2022-11-11,0.501045,0.55764,0.4304,0.440636
2022-11-12,0.440076,0.447804,0.392892,0.412157
2022-11-13,0.412057,0.424734,0.395281,0.412921
2022-11-14,0.412721,0.438186,0.389676,0.423863
2022-11-15,0.423942,0.438761,0.41764,0.423176
2022-11-16,0.422977,0.431594,0.399588,0.408919
2022-11-17,0.408628,0.416371,0.400427,0.405875
2022-11-18,0.406483,0.416954,0.399824,0.403332
2022-11-19,0.403436,0.430335,0.396875,0.427051
2022-11-20,0.427155,0.427215,0.389763,0.393801
2022-11-21,0.39301,0.469469,0.375931,0.4131
2022-11-22,0.413303,0.438726,0.387335,0.426779
2022-11-23,0.426879,0.450055,0.426084,0.448007
2022-11-24,0.44861,0.456797,0.429048,0.430238
2022-11-25,0.430238,0.43675,0.410237,0.418565
2022-11-26,0.419261,0.447223,0.416654,0.42405
2022-11-27,0.424749,0.454623,0.424654,0.452011
2022-11-28,0.451911,0.45251,0.405273,0.42124
2022-11-29,0.42114,0.449266,0.416034,0.441337
2022-11-30,0.441332,0.478271,0.438655,0.472219
2022-12-01,0.472919,0.479614,0.465447,0.471528
2022-12-02,0.471824,0.484744,0.461651,0.479229
2022-12-03,0.480429,0.485034,0.470247,0.476448
2022-12-04,0.476048,0.514706,0.472194,0.506501
2022-12-05,0.506401,0.518404,0.4791,0.483615
2022-12-06,0.48441,0.49403,0.474591,0.48159
2022-12-07,0.48149,0.4895,0.438591,0.442304
2022-12-08,0.4416,0.451054,0.4318,0.445731
2022-12-09,0.446031,0.446936,0.435013,0.435013
2022-12-10,0.435317,0.4501,0.435217,0.438691
2022-12-11,0.439696,0.446904,0.430843,0.432086
2022-12-12,0.432687,0.433743,0.414641,0.423738
2022-12-13,0.42423,0.442133,0.408106,0.436895
2022-12-14,0.43985,0.457963,0.436865,0.450027
2022-12-15,0.450045,0.476095,0.446045,0.461092
2022-12-16,0.458992,0.470047,0.404621,0.414341
2022-12-17,0.415142,0.437044,0.394028,0.420055
2022-12-18,0.413054,0.424051,0.412016,0.41805
2022-12-19,0.418,0.448996,0.410041,0.425
2022-12-20,0.440991,0.473009,0.421992,0.456018
2022-12-21,0.455018,0.464009,0.441013,0.443022
2022-12-22,0.443018,0.446,0.424957,0.434926
2022-12-23,0.435926,0.44396,0.429953,0.429957
2022-12-24,0.432952,0.433978,0.423958,0.42797
2022-12-25,0.427974,0.427987,0.417937,0.421945
2022-12-26,0.423949,0.430935,0.41995,0.422915
2022-12-27,0.423919,0.428923,0.406837,0.411839
2022-12-28,0.411839,0.414876,0.388778,0.391788
2022-12-29,0.391792,0.39585,0.38184,0.387825
2022-12-30,0.383827,0.390824,0.3768,0.38081
2022-12-31,0.383804,0.408096,0.377711,0.382509
2023-01-01,0.382405,0.386626,0.379007,0.384119
2023-01-02,0.384119,0.406841,0.378841,0.397977
2023-01-03,0.399372,0.402559,0.389033,0.393047
2023-01-04,0.393446,0.419128,0.393347,0.408565
2023-01-05,0.407961,0.420869,0.407961,0.409453
2023-01-06,0.410852,0.421886,0.399768,0.41887
2023-01-07,0.418866,0.426485,0.417862,0.418999
2023-01-08,0.419095,0.443733,0.412634,0.443047
2023-01-09,0.443447,0.50344,0.443316,0.478195
2023-01-10,0.478295,0.514149,0.462981,0.491364
2023-01-11,0.491979,0.49606,0.47162,0.484556
2023-01-12,0.484771,0.549005,0.483952,0.535454
2023-01-13,0.535348,0.547644,0.517159,0.536048
2023-01-14,0.536548,0.593983,0.513987,0.554728
2023-01-15,0.554755,0.592172,0.538781,0.589371
2023-01-16,0.589977,0.599534,0.555422,0.585512
2023-01-17,0.586118,0.6457,0.57754,0.620668
2023-01-18,0.625062,0.628082,0.558922,0.585971
2023-01-19,0.585965,0.591982,0.557972,0.583977
2023-01-20,0.581035,0.642135,0.569994,0.636108
2023-01-21,0.628107,0.671161,0.627125,0.637127
2023-01-22,0.650098,0.709142,0.619105,0.672134
2023-01-23,0.673128,0.730066,0.666153,0.710114
2023-01-24,0.7111,0.722094,0.643103,0.65102
2023-01-25,0.66702,0.750067,0.631095,0.700112
2023-01-26,0.701119,0.733132,0.66404,0.673054
2023-01-27,0.672054,0.688165,0.649123,0.67433
2023-01-28,0.674229,0.697376,0.645142,0.656431
2023-01-29,0.655838,0.68302,0.645268,0.676027
2023-01-30,0.676027,0.728051,0.629994,0.643039
2023-01-31,0.643045,0.748022,0.639032,0.736074
2023-02-01,0.739052,0.821099,0.691,0.814049
2023-02-02,0.814041,0.899099,0.797088,0.882176
2023-02-03,0.882176,1.03001,0.844084,0.954076
2023-02-04,0.954076,0.979088,0.917083,0.923083
2023-02-05,0.923074,0.934215,0.848153,0.885221
2023-02-06,0.882221,0.930972,0.852153,0.879035
2023-02-07,0.880035,1.06903,0.858069,1.05706
2023-02-08,1.05905,1.20811,0.98704,1.00708
2023-02-09,1.00707,1.11898,0.83818,0.85609
2023-02-10,0.85609,1.06821,0.85609,0.953152
2023-02-11,0.953,1.11711,0.92012,1.0921
2023-02-12,1.09122,1.13211,1.00514,1.0181
2023-02-13,1.0191,1.03718,0.926732,0.958527
2023-02-14,0.955525,1.17545,0.933681,1.13747
2023-02-15,1.13745,1.28618,1.08331,1.21623
2023-02-16,1.21623,1.2701,1.10838,1.10838
2023-02-17,1.10838,1.1611,1.06131,1.09811
2023-02-18,1.09811,1.13416,1.04229,1.05418
2023-02-19,1.05517,1.10317,1.01228,1.03323
2023-02-20,1.03323,1.08913,0.986286,1.02504
2023-02-21,1.02604,1.05917,0.956096,1.01318
2023-02-22,1.01318,1.05014,0.929149,1.007
2023-02-23,1.00533,1.0871,1.00361,1.04814
2023-02-24,1.04615,1.05819,0.931084,0.956981
2023-02-25,0.957981,0.978049,0.916092,0.952067
2023-02-26,0.950857,0.992679,0.945094,0.973497
2023-02-27,0.973768,0.99761,0.936975,0.961258
2023-02-28,0.962358,1.11606,0.957957,1.06018
2023-03-01,1.0602,1.12409,1.03001,1.05714
2023-03-02,1.05515,1.06815,0.953943,0.989089
2023-03-03,0.990079,1.09935,0.885124,1.02407
2023-03-04,1.02407,1.05206,0.951048,0.99807
2023-03-05,0.99607,1.09011,0.988079,1.06012
2023-03-06,1.05312,1.08702,1.01602,1.05294
2023-03-07,1.05188,1.11299,1.02085,1.06395
2023-03-08,1.06595,1.1599,0.949952,0.961962
2023-03-09,0.960904,1.00051,0.889795,0.898081
2023-03-10,0.896081,0.951019,0.767939,0.836961
2023-03-11,0.836969,0.88503,0.762148,0.812951
2023-03-12,0.814281,0.919436,0.784074,0.906558
2023-03-13,0.905447,1.03945,0.896031,0.999372
2023-03-14,0.999251,1.26054,0.950808,1.19288
2023-03-15,1.19601,1.33681,1.03255,1.17993
2023-03-16,1.18094,1.24777,1.13904,1.20095
2023-03-17,1.19996,1.54901,1.1747,1.49145
2023-03-18,1.49044,1.57565,1.41389,1.49847
2023-03-19,1.49748,1.57971,1.41703,1.47746
2023-03-20,1.47546,1.54037,1.22503,1.2385
2023-03-21,1.23951,1.34595,1.23159,1.26303
2023-03-22,1.26302,1.35839,1.17841,1.18223
2023-03-23,1.18524,1.24523,1.14913,1.20149
2023-03-24,1.20149,1.23709,1.08522,1.0982
2023-03-25,1.09922,1.11412,1.02712,1.04001
2023-03-26,1.04001,1.13098,1.037,1.09924
2023-03-27,1.10081,1.121,0.99237,1.01368
2023-03-28,1.00947,1.0763,0.99835,1.05541
2023-03-29,1.05441,1.1843,1.04928,1.11621
2023-03-30,1.11633,1.17427,1.07822,1.12231
2023-03-31,1.1183,1.14134,1.08534,1.12424
2023-04-01,1.12424,1.17034,1.09625,1.1094
2023-04-02,1.1104,1.11947,1.03971,1.04866
2023-04-03,1.05265,1.07632,1.0104,1.04942
2023-04-04,1.05042,1.07845,1.02547,1.06554
2023-04-05,1.06453,1.12745,1.05826,1.0994
2023-04-06,1.09935,1.11021,1.0434,1.05637
2023-04-07,1.05538,1.06358,1.01883,1.02176
2023-04-08,1.02777,1.04651,1.01277,1.02841
2023-04-09,1.0254,1.0437,1.00773,1.0437
2023-04-10,1.03569,1.06273,1.02228,1.05786
2023-04-11,1.05385,1.1121,1.05176,1.09308
2023-04-12,1.09305,1.14898,1.03214,1.13789
2023-04-13,1.12488,1.16703,1.12286,1.13909
2023-04-14,1.14109,1.21792,1.13319,1.206
2023-04-15,1.20498,1.24716,1.17404,1.20007
2023-04-16,1.19907,1.233,1.16798,1.21783
2023-04-17,1.21783,1.22185,1.10876,1.12366
2023-04-18,1.12566,1.16949,1.09847,1.13919
2023-04-19,1.13921,1.15031,1.01892,1.04858
2023-04-20,1.04753,1.05254,0.96713,0.97408
2023-04-21,0.97707,0.99002,0.91382,0.91891
2023-04-22,0.92091,0.97704,0.91501,0.9691
2023-04-23,0.96209,0.99109,0.9292,0.94505
2023-04-24,0.94105,0.98305,0.93597,0.96903
