TIMESTAMP,DLTA_OPEN_PRICE_USD,DLTA_HIGH_PRICE_USD,DLTA_LOW_PRICE_USD,DLTA_CLOSE_PRICE_USD,DLTA_VOLUME_USD,DLTA_DIVIDENDS_USD,DLTA_STOCK_SPLITS_USD
2021-08-20 00:00:00+00:00,0.2804110050201416,0.2842470109462738,0.26419898867607117,0.27848100662231445,451856,0.0,0.0
2021-08-21 00:00:00+00:00,0.27831700444221497,0.27859100699424744,0.26547300815582275,0.2707419991493225,223834,0.0,0.0
2021-08-22 00:00:00+00:00,0.2707659900188446,0.4226189851760864,0.26069799065589905,0.2863599956035614,629989,0.0,0.0
2021-08-23 00:00:00+00:00,0.29130199551582336,0.3142029941082001,0.2753880023956299,0.2999970018863678,440624,0.0,0.0
2021-08-24 00:00:00+00:00,0.2999820113182068,0.30019301176071167,0.27275198698043823,0.27779000997543335,228221,0.0,0.0
2021-08-25 00:00:00+00:00,0.2777140140533447,0.30817699432373047,0.27713900804519653,0.28184500336647034,216928,0.0,0.0
2021-08-26 00:00:00+00:00,0.2815859913825989,0.28998100757598877,0.27975699305534363,0.28421100974082947,208266,0.0,0.0
2021-08-27 00:00:00+00:00,0.2842159867286682,0.2889559864997864,0.27557700872421265,0.27932000160217285,142271,0.0,0.0
2021-08-28 00:00:00+00:00,0.2791990041732788,0.2852869927883148,0.27274298667907715,0.2796019911766052,136999,0.0,0.0
2021-08-29 00:00:00+00:00,0.27963200211524963,0.361501008272171,0.27931201457977295,0.3220529854297638,313378,0.0,0.0
2021-08-30 00:00:00+00:00,0.32206499576568604,0.3357189893722534,0.2861509919166565,0.30158400535583496,358068,0.0,0.0
2021-08-31 00:00:00+00:00,0.30184298753738403,0.3050380051136017,0.27231600880622864,0.27593299746513367,264043,0.0,0.0
2021-09-01 00:00:00+00:00,0.27535998821258545,0.30820798873901367,0.2718780040740967,0.28634798526763916,269848,0.0,0.0
2021-09-02 00:00:00+00:00,0.28635600209236145,0.29052799940109253,0.25453999638557434,0.27260100841522217,167295,0.0,0.0
2021-09-03 00:00:00+00:00,0.27256500720977783,0.2755489945411682,0.2541309893131256,0.2573870122432709,388747,0.0,0.0
2021-09-04 00:00:00+00:00,0.2573780119419098,0.2677519917488098,0.23594500124454498,0.2503640055656433,398004,0.0,0.0
2021-09-05 00:00:00+00:00,0.2503199875354767,0.26206299662590027,0.2302899956703186,0.25034499168395996,155039,0.0,0.0
2021-09-06 00:00:00+00:00,0.2503339946269989,0.28161099553108215,0.23313899338245392,0.2453649938106537,272919,0.0,0.0
