TIMESTAMP,BTCPT_OPEN_PRICE_USD,BTCPT_HIGH_PRICE_USD,BTCPT_LOW_PRICE_USD,BTCPT_CLOSE_PRICE_USD,Adj Close,BTCPT_VOLUME_USD,BTCPT_DIVIDENDS_USD,BTCPT_STOCK_SPLITS_USD
,1.9221388356527314e-06,5.484291250468232e-06,1.4582998630885413e-07,4.0025975067692343e-07,,5792.0,0.0,0.0
