TIMESTAMP,TSTAI_OPEN_PRICE_USD,TSTAI_HIGH_PRICE_USD,TSTAI_LOW_PRICE_USD,TSTAI_CLOSE_PRICE_USD,TSTAI_VOLUME_USD,TSTAI_DIVIDENDS_USD,TSTAI_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,3379,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,61,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-06-01 00:00:00+00:00,8.388600279901973e-14,8.388630095461716e-14,8.388600279901973e-14,8.388630095461716e-14,32,0.0,0.0
