TIMESTAMP,TRUMPCAT31070_OPEN_PRICE_USD,TRUMPCAT31070_HIGH_PRICE_USD,TRUMPCAT31070_LOW_PRICE_USD,TRUMPCAT31070_CLOSE_PRICE_USD,TRUMPCAT31070_VOLUME_USD,TRUMPCAT31070_DIVIDENDS_USD,TRUMPCAT31070_STOCK_SPLITS_USD
2024-05-04 00:00:00+00:00,,,,0.0,760608,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,61149,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,10476,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,8451,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,3874,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,6351,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,8915,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,4513,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,2173,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,2382,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,1278,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,4353,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,5706,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,982,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,4206,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,4345,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,4779,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,3030,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,3854,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,35888,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,41839,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,14997,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,11968,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,30660,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,45091,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,100565,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,31913,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,24422,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,15285,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,94262,0.0,0.0
2024-06-03 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,180775,0.0,0.0
2024-06-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,79971,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,40524,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,26507,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,9984,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,7321,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,5366,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,15442,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,6500,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,8861,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,2749,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,2189,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,2579,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,1357,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,3123,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,1915,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,1601,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,861,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,886,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,1054,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1220,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,3174,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,1415,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,8868,0.0,0.0
